ob,R1,D1,R2,D2,R3,D3,R4,D4,R5,D5,R6,D6,R7,Label
MOVE PLACE_3_3 PLACE_2_3,0.22,0.12,0.28,0.15,0.22,0.24,15.0,14.0,0.64,0.5,0.7,0.57,2.0,N
MOVE PLACE_2_3 PLACE_1_3,0.12,0.18,0.21,0.21,0.22,0.32,15.0,14.0,0.54,0.54,0.6,0.57,2.0,N
PICKUP PLACE_0_0 KEY_1,0.56,0.75,0.52,0.79,0.41,0.36,6.0,7.0,0.0,0.08,0.0,0.21,2.0,N
PICKUP PLACE_0_0 KEY_0,0.4,0.86,0.33,0.82,0.36,0.27,7.0,8.0,0.0,0.21,0.14,0.31,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.57,0.69,0.55,0.7,0.4,0.33,7.0,8.0,0.08,0.14,0.29,0.25,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.36,0.36,0.35,0.5,0.32,0.28,8.0,9.0,0.21,0.38,0.31,0.44,2.0,N
MOVE PLACE_2_0 PLACE_2_1,0.3,0.33,0.33,0.31,0.37,0.28,8.0,9.0,0.21,0.38,0.25,0.5,2.0,N
MOVE PLACE_2_1 PLACE_2_2,0.36,0.35,0.41,0.5,0.37,0.33,8.0,9.0,0.21,0.38,0.31,0.5,2.0,N
MOVE PLACE_2_2 PLACE_1_2,0.42,0.25,0.38,0.39,0.46,0.38,8.0,9.0,0.0,0.38,0.12,0.39,1.0,Y
MOVE PLACE_1_2 PLACE_1_3,0.24,0.25,0.34,0.35,0.31,0.38,8.0,9.0,0.39,0.25,0.45,0.33,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.25,0.55,0.4,0.69,0.45,0.37,6.0,7.0,0.0,0.0,0.0,0.07,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.25,0.4,0.4,0.53,0.45,0.4,6.0,7.0,0.0,0.0,0.08,0.14,2.0,N
MOVE PLACE_2_0 PLACE_2_1,0.44,0.4,0.5,0.63,0.45,0.41,6.0,7.0,0.0,0.17,0.0,0.36,2.0,N
MOVE PLACE_2_1 PLACE_2_2,0.44,0.4,0.5,0.67,0.55,0.41,6.0,7.0,0.0,0.17,0.0,0.36,2.0,N
MOVE PLACE_2_2 PLACE_1_2,0.5,0.36,0.54,0.46,0.58,0.5,6.0,7.0,0.0,0.0,0.0,0.14,1.0,Y
MOVE PLACE_1_2 PLACE_1_3,0.33,0.36,0.43,0.46,0.46,0.5,6.0,7.0,0.07,0.0,0.25,0.14,2.0,N
PICKUP PLACE_0_0 KEY_1,0.56,0.75,0.52,0.79,0.41,0.36,6.0,7.0,0.0,0.08,0.0,0.21,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.68,0.71,0.65,0.7,0.44,0.36,6.0,7.0,0.0,0.08,0.08,0.14,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.4,0.4,0.41,0.57,0.35,0.31,7.0,8.0,0.08,0.21,0.21,0.25,2.0,N
MOVE PLACE_2_0 PLACE_2_1,0.33,0.36,0.38,0.36,0.4,0.31,7.0,8.0,0.08,0.29,0.14,0.44,2.0,N
MOVE PLACE_2_1 PLACE_2_2,0.4,0.38,0.47,0.57,0.4,0.36,7.0,8.0,0.08,0.29,0.21,0.44,2.0,N
MOVE PLACE_2_2 PLACE_1_2,0.45,0.27,0.43,0.44,0.5,0.42,7.0,8.0,0.0,0.29,0.0,0.31,1.0,Y
MOVE PLACE_1_2 PLACE_1_3,0.26,0.27,0.39,0.4,0.34,0.42,7.0,8.0,0.31,0.14,0.39,0.25,2.0,N
PICKUP PLACE_0_0 KEY_0,0.73,0.33,0.82,0.31,0.3,0.36,7.0,7.0,0.0,0.08,0.21,0.21,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.79,0.4,0.75,0.29,0.26,0.4,8.0,7.0,0.21,0.0,0.31,0.21,2.0,N
PICKUP PLACE_0_0 KEY_1,0.62,0.78,0.57,0.68,0.32,0.32,8.0,8.0,0.14,0.14,0.31,0.31,2.0,N
MOVE PLACE_0_0 PLACE_0_1,0.46,0.2,0.43,0.28,0.29,0.37,9.0,8.0,0.25,0.07,0.39,0.19,2.0,N
MOVE PLACE_0_1 PLACE_0_2,0.15,0.27,0.26,0.28,0.34,0.37,9.0,8.0,0.31,0.0,0.44,0.19,2.0,N
MOVE PLACE_0_2 PLACE_0_3,0.22,0.29,0.26,0.32,0.34,0.42,9.0,8.0,0.25,0.14,0.33,0.25,2.0,N
MOVE PLACE_0_3 PLACE_1_3,0.3,0.36,0.33,0.32,0.34,0.42,9.0,8.0,0.31,0.14,0.39,0.25,2.0,N
PICKUP PLACE_0_0 KEY_1,0.56,0.75,0.52,0.79,0.41,0.36,6.0,7.0,0.0,0.08,0.0,0.21,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.68,0.71,0.65,0.7,0.44,0.36,6.0,7.0,0.0,0.08,0.08,0.14,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.25,0.4,0.33,0.31,0.45,0.41,6.0,7.0,0.0,0.08,0.0,0.21,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.67,0.52,0.64,0.58,0.37,0.21,8.0,9.0,0.21,0.25,0.38,0.39,2.0,N
MOVE PLACE_2_0 PLACE_3_0,0.48,0.53,0.5,0.51,0.31,0.18,10.0,11.0,0.39,0.45,0.5,0.5,2.0,N
MOVE PLACE_3_0 PLACE_3_1,0.43,0.61,0.46,0.62,0.24,0.24,12.0,12.0,0.5,0.41,0.54,0.46,2.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.47,0.38,0.41,0.33,0.15,0.27,13.0,12.0,0.62,0.45,0.62,0.54,2.0,N
MOVE PLACE_3_1 PLACE_3_2,0.27,0.14,0.32,0.17,0.25,0.27,13.0,12.0,0.5,0.5,0.58,0.58,2.0,N
MOVE PLACE_3_2 PLACE_3_3,0.25,0.14,0.29,0.17,0.25,0.27,13.0,12.0,0.54,0.45,0.62,0.5,2.0,N
MOVE PLACE_3_3 PLACE_2_3,0.25,0.27,0.31,0.17,0.25,0.27,13.0,12.0,0.58,0.41,0.65,0.5,2.0,N
MOVE PLACE_2_3 PLACE_1_3,0.24,0.25,0.23,0.24,0.25,0.35,13.0,12.0,0.46,0.45,0.54,0.5,2.0,N
PICKUP PLACE_0_0 KEY_1,0.56,0.75,0.52,0.79,0.41,0.36,6.0,7.0,0.0,0.08,0.0,0.21,2.0,N
PICKUP PLACE_0_0 KEY_0,0.4,0.86,0.33,0.82,0.36,0.27,7.0,8.0,0.0,0.21,0.14,0.31,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.57,0.69,0.55,0.7,0.4,0.33,7.0,8.0,0.08,0.14,0.29,0.25,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.36,0.36,0.35,0.5,0.32,0.28,8.0,9.0,0.21,0.38,0.31,0.44,2.0,N
MOVE PLACE_2_0 PLACE_2_1,0.3,0.33,0.33,0.31,0.37,0.28,8.0,9.0,0.21,0.38,0.25,0.5,2.0,N
MOVE PLACE_2_1 PLACE_2_2,0.36,0.35,0.41,0.5,0.37,0.33,8.0,9.0,0.21,0.38,0.31,0.5,2.0,N
MOVE PLACE_2_2 PLACE_2_3,0.31,0.3,0.39,0.27,0.26,0.34,10.0,9.0,0.44,0.31,0.5,0.39,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.21,0.15,0.34,0.24,0.22,0.29,12.0,11.0,0.59,0.55,0.54,0.55,2.0,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.25,0.14,0.27,0.2,0.2,0.27,13.0,12.0,0.54,0.55,0.62,0.58,2.0,N
MOVE PLACE_3_3 PLACE_2_3,0.14,0.15,0.29,0.2,0.2,0.27,13.0,12.0,0.58,0.5,0.65,0.54,2.0,N
MOVE PLACE_2_3 PLACE_1_3,0.19,0.15,0.29,0.27,0.25,0.31,13.0,12.0,0.54,0.45,0.58,0.5,2.0,N
PICKUP PLACE_0_0 KEY_1,0.56,0.75,0.52,0.79,0.41,0.36,6.0,7.0,0.0,0.08,0.0,0.21,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.68,0.71,0.65,0.7,0.44,0.36,6.0,7.0,0.0,0.08,0.08,0.14,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.25,0.4,0.33,0.31,0.45,0.41,6.0,7.0,0.0,0.08,0.0,0.21,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.67,0.52,0.64,0.58,0.37,0.21,8.0,9.0,0.21,0.25,0.38,0.39,2.0,N
MOVE PLACE_2_0 PLACE_2_1,0.36,0.33,0.31,0.37,0.37,0.33,8.0,9.0,0.29,0.38,0.44,0.5,2.0,N
MOVE PLACE_2_1 PLACE_2_2,0.36,0.36,0.35,0.47,0.37,0.34,8.0,9.0,0.07,0.38,0.25,0.5,2.0,N
MOVE PLACE_2_2 PLACE_2_3,0.31,0.26,0.42,0.25,0.31,0.34,10.0,9.0,0.44,0.31,0.55,0.39,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.21,0.15,0.3,0.22,0.23,0.29,12.0,11.0,0.55,0.5,0.62,0.45,2.0,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.25,0.14,0.32,0.19,0.25,0.27,13.0,12.0,0.54,0.45,0.62,0.5,2.0,N
MOVE PLACE_3_3 PLACE_2_3,0.25,0.14,0.33,0.19,0.25,0.27,13.0,12.0,0.58,0.41,0.65,0.5,2.0,N
MOVE PLACE_2_3 PLACE_1_3,0.13,0.15,0.25,0.26,0.25,0.35,13.0,12.0,0.46,0.45,0.54,0.5,2.0,N
PICKUP PLACE_0_0 KEY_0,0.73,0.33,0.82,0.31,0.3,0.36,7.0,7.0,0.0,0.08,0.21,0.21,2.0,N
PICKUP PLACE_0_0 KEY_1,0.4,0.86,0.33,0.82,0.36,0.27,7.0,8.0,0.0,0.21,0.14,0.31,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.57,0.69,0.55,0.7,0.4,0.33,7.0,8.0,0.08,0.14,0.29,0.25,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.36,0.36,0.35,0.5,0.32,0.28,8.0,9.0,0.21,0.38,0.31,0.44,2.0,N
MOVE PLACE_2_0 PLACE_2_1,0.3,0.33,0.33,0.31,0.37,0.28,8.0,9.0,0.21,0.38,0.25,0.5,2.0,N
MOVE PLACE_2_1 PLACE_2_2,0.36,0.35,0.41,0.5,0.37,0.33,8.0,9.0,0.21,0.38,0.31,0.5,2.0,N
MOVE PLACE_2_2 PLACE_2_3,0.31,0.3,0.39,0.27,0.26,0.34,10.0,9.0,0.44,0.31,0.5,0.39,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.21,0.15,0.34,0.24,0.22,0.29,12.0,11.0,0.59,0.55,0.54,0.55,2.0,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.25,0.14,0.27,0.2,0.2,0.27,13.0,12.0,0.54,0.55,0.62,0.58,2.0,N
MOVE PLACE_3_3 PLACE_2_3,0.14,0.15,0.29,0.2,0.2,0.27,13.0,12.0,0.58,0.5,0.65,0.54,2.0,N
MOVE PLACE_2_3 PLACE_1_3,0.19,0.15,0.29,0.27,0.25,0.31,13.0,12.0,0.54,0.45,0.58,0.5,2.0,N
PICKUP PLACE_0_0 KEY_0,0.73,0.33,0.82,0.31,0.3,0.36,7.0,7.0,0.0,0.08,0.21,0.21,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.79,0.4,0.75,0.29,0.26,0.4,8.0,7.0,0.21,0.0,0.31,0.21,2.0,N
MOVE PLACE_0_0 PLACE_0_1,0.71,0.22,0.61,0.31,0.38,0.4,8.0,7.0,0.14,0.0,0.25,0.07,2.0,N
MOVE PLACE_0_1 PLACE_0_2,0.2,0.22,0.29,0.31,0.37,0.41,8.0,7.0,0.07,0.0,0.19,0.0,2.0,N
MOVE PLACE_0_2 PLACE_0_3,0.33,0.36,0.33,0.35,0.37,0.5,8.0,7.0,0.0,0.0,0.12,0.14,2.0,N
MOVE PLACE_0_3 PLACE_1_3,0.36,0.4,0.33,0.35,0.46,0.5,8.0,7.0,0.07,0.0,0.25,0.14,2.0,N
PICKUP PLACE_0_0 KEY_0,0.73,0.33,0.82,0.31,0.3,0.36,7.0,7.0,0.0,0.08,0.21,0.21,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.79,0.4,0.75,0.29,0.26,0.4,8.0,7.0,0.21,0.0,0.31,0.21,2.0,N
PICKUP PLACE_0_0 KEY_1,0.62,0.78,0.57,0.68,0.32,0.32,8.0,8.0,0.14,0.14,0.31,0.31,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.6,0.64,0.5,0.61,0.36,0.3,8.0,9.0,0.21,0.25,0.38,0.33,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.28,0.4,0.25,0.35,0.37,0.34,8.0,9.0,0.0,0.31,0.19,0.44,2.0,N
MOVE PLACE_1_0 PLACE_1_1,0.33,0.19,0.32,0.24,0.46,0.34,8.0,9.0,0.07,0.25,0.25,0.33,2.0,N
MOVE PLACE_1_1 PLACE_1_2,0.33,0.31,0.29,0.27,0.46,0.41,8.0,9.0,0.14,0.19,0.25,0.33,1.0,Y
MOVE PLACE_1_2 PLACE_1_3,0.29,0.31,0.26,0.27,0.31,0.43,8.0,9.0,0.28,0.25,0.4,0.33,2.0,N
PICKUP PLACE_0_0 KEY_0,0.73,0.33,0.82,0.31,0.3,0.36,7.0,7.0,0.0,0.08,0.21,0.21,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.79,0.4,0.75,0.29,0.26,0.4,8.0,7.0,0.21,0.0,0.31,0.21,2.0,N
PICKUP PLACE_0_0 KEY_1,0.62,0.78,0.57,0.68,0.32,0.32,8.0,8.0,0.14,0.14,0.31,0.31,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.6,0.64,0.5,0.61,0.36,0.3,8.0,9.0,0.21,0.25,0.38,0.33,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.33,0.33,0.3,0.42,0.29,0.26,9.0,10.0,0.31,0.44,0.44,0.5,2.0,N
MOVE PLACE_2_0 PLACE_3_0,0.29,0.37,0.23,0.35,0.24,0.19,11.0,12.0,0.4,0.5,0.45,0.54,2.0,N
MOVE PLACE_3_0 PLACE_3_1,0.41,0.58,0.48,0.57,0.22,0.22,13.0,13.0,0.54,0.46,0.58,0.5,2.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.49,0.26,0.47,0.27,0.14,0.25,14.0,13.0,0.58,0.5,0.64,0.58,2.0,N
MOVE PLACE_3_1 PLACE_3_2,0.24,0.13,0.24,0.16,0.19,0.25,14.0,13.0,0.54,0.54,0.61,0.62,2.0,N
MOVE PLACE_3_2 PLACE_3_3,0.24,0.13,0.27,0.16,0.19,0.25,14.0,13.0,0.58,0.54,0.64,0.58,2.0,N
MOVE PLACE_3_3 PLACE_2_3,0.24,0.25,0.26,0.16,0.19,0.25,14.0,13.0,0.62,0.54,0.68,0.58,2.0,N
MOVE PLACE_2_3 PLACE_1_3,0.18,0.24,0.24,0.22,0.24,0.29,14.0,13.0,0.58,0.5,0.64,0.54,2.0,N
PICKUP PLACE_0_0 KEY_0,0.73,0.33,0.82,0.31,0.3,0.36,7.0,7.0,0.0,0.08,0.21,0.21,2.0,N
PICKUP PLACE_0_0 KEY_1,0.4,0.86,0.33,0.82,0.36,0.27,7.0,8.0,0.0,0.21,0.14,0.31,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.62,0.78,0.57,0.68,0.32,0.32,8.0,8.0,0.14,0.14,0.31,0.31,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.6,0.64,0.5,0.61,0.36,0.3,8.0,9.0,0.21,0.25,0.38,0.33,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.28,0.4,0.25,0.35,0.37,0.34,8.0,9.0,0.0,0.31,0.19,0.44,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.57,0.45,0.51,0.46,0.31,0.18,10.0,11.0,0.39,0.4,0.5,0.5,2.0,N
MOVE PLACE_2_0 PLACE_2_1,0.31,0.29,0.24,0.28,0.31,0.29,10.0,11.0,0.44,0.45,0.55,0.55,2.0,N
MOVE PLACE_2_1 PLACE_2_2,0.31,0.31,0.27,0.36,0.31,0.29,10.0,11.0,0.28,0.5,0.4,0.59,2.0,N
MOVE PLACE_2_2 PLACE_2_3,0.27,0.22,0.33,0.19,0.27,0.29,12.0,11.0,0.55,0.45,0.62,0.5,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.19,0.13,0.24,0.17,0.2,0.25,14.0,13.0,0.62,0.58,0.68,0.54,2.0,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.22,0.12,0.26,0.15,0.23,0.24,15.0,14.0,0.61,0.54,0.67,0.57,2.0,N
MOVE PLACE_3_3 PLACE_2_3,0.22,0.12,0.28,0.15,0.22,0.24,15.0,14.0,0.64,0.5,0.7,0.57,2.0,N
MOVE PLACE_2_3 PLACE_1_3,0.12,0.18,0.21,0.21,0.22,0.32,15.0,14.0,0.54,0.54,0.6,0.57,2.0,N
PICKUP PLACE_0_0 KEY_0,0.73,0.33,0.82,0.31,0.3,0.36,7.0,7.0,0.0,0.08,0.21,0.21,2.0,N
PICKUP PLACE_0_0 KEY_1,0.4,0.86,0.33,0.82,0.36,0.27,7.0,8.0,0.0,0.21,0.14,0.31,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.62,0.78,0.57,0.68,0.32,0.32,8.0,8.0,0.14,0.14,0.31,0.31,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.6,0.64,0.5,0.61,0.36,0.3,8.0,9.0,0.21,0.25,0.38,0.33,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.28,0.4,0.25,0.35,0.37,0.34,8.0,9.0,0.0,0.31,0.19,0.44,2.0,N
MOVE PLACE_1_0 PLACE_1_1,0.33,0.19,0.32,0.24,0.46,0.34,8.0,9.0,0.07,0.25,0.25,0.33,2.0,N
MOVE PLACE_1_1 PLACE_1_2,0.33,0.31,0.29,0.27,0.46,0.41,8.0,9.0,0.14,0.19,0.25,0.33,1.0,Y
MOVE PLACE_1_2 PLACE_1_3,0.29,0.31,0.26,0.27,0.31,0.43,8.0,9.0,0.28,0.25,0.4,0.33,2.0,N
PICKUP PLACE_0_0 KEY_0,0.73,0.33,0.82,0.31,0.3,0.36,7.0,7.0,0.0,0.08,0.21,0.21,2.0,N
PICKUP PLACE_0_0 KEY_1,0.4,0.86,0.33,0.82,0.36,0.27,7.0,8.0,0.0,0.21,0.14,0.31,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.57,0.69,0.55,0.7,0.4,0.33,7.0,8.0,0.08,0.14,0.29,0.25,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.36,0.36,0.35,0.5,0.32,0.28,8.0,9.0,0.21,0.38,0.31,0.44,2.0,N
MOVE PLACE_2_0 PLACE_2_1,0.3,0.33,0.33,0.31,0.37,0.28,8.0,9.0,0.21,0.38,0.25,0.5,2.0,N
MOVE PLACE_2_1 PLACE_2_2,0.36,0.35,0.41,0.5,0.37,0.33,8.0,9.0,0.21,0.38,0.31,0.5,2.0,N
MOVE PLACE_2_2 PLACE_2_3,0.31,0.3,0.39,0.27,0.26,0.34,10.0,9.0,0.44,0.31,0.5,0.39,2.0,N
MOVE PLACE_2_3 PLACE_1_3,0.23,0.29,0.37,0.35,0.31,0.38,10.0,9.0,0.39,0.25,0.45,0.33,2.0,N
PICKUP PLACE_0_0 KEY_1,0.56,0.75,0.52,0.79,0.41,0.36,6.0,7.0,0.0,0.08,0.0,0.21,2.0,N
PICKUP PLACE_0_0 KEY_0,0.4,0.86,0.33,0.82,0.36,0.27,7.0,8.0,0.0,0.21,0.14,0.31,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.57,0.69,0.55,0.7,0.4,0.33,7.0,8.0,0.08,0.14,0.29,0.25,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.24,0.36,0.29,0.28,0.41,0.37,7.0,8.0,0.0,0.21,0.14,0.38,2.0,N
MOVE PLACE_1_0 PLACE_1_1,0.36,0.2,0.37,0.28,0.5,0.37,7.0,8.0,0.0,0.14,0.14,0.25,2.0,N
MOVE PLACE_1_1 PLACE_1_2,0.36,0.28,0.33,0.32,0.5,0.42,7.0,8.0,0.0,0.14,0.14,0.25,1.0,Y
MOVE PLACE_1_2 PLACE_1_3,0.31,0.33,0.3,0.32,0.34,0.46,7.0,8.0,0.19,0.14,0.33,0.25,2.0,N
PICKUP PLACE_0_0 KEY_0,0.73,0.33,0.82,0.31,0.3,0.36,7.0,7.0,0.0,0.08,0.21,0.21,2.0,N
PICKUP PLACE_0_0 KEY_1,0.4,0.86,0.33,0.82,0.36,0.27,7.0,8.0,0.0,0.21,0.14,0.31,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.57,0.69,0.55,0.7,0.4,0.33,7.0,8.0,0.08,0.14,0.29,0.25,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.24,0.36,0.29,0.28,0.41,0.37,7.0,8.0,0.0,0.21,0.14,0.38,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.62,0.48,0.58,0.52,0.34,0.19,9.0,10.0,0.31,0.33,0.44,0.45,2.0,N
MOVE PLACE_2_0 PLACE_2_1,0.33,0.31,0.28,0.33,0.34,0.31,9.0,10.0,0.38,0.44,0.5,0.55,2.0,N
MOVE PLACE_2_1 PLACE_2_2,0.33,0.33,0.32,0.42,0.34,0.31,9.0,10.0,0.19,0.44,0.33,0.55,2.0,N
MOVE PLACE_2_2 PLACE_2_3,0.29,0.28,0.38,0.22,0.29,0.31,11.0,10.0,0.5,0.39,0.59,0.45,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.2,0.14,0.27,0.2,0.21,0.27,13.0,12.0,0.58,0.55,0.65,0.5,2.0,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.24,0.13,0.29,0.17,0.24,0.25,14.0,13.0,0.58,0.58,0.64,0.62,2.0,N
MOVE PLACE_3_3 PLACE_2_3,0.24,0.13,0.31,0.17,0.24,0.25,14.0,13.0,0.62,0.46,0.68,0.54,2.0,N
MOVE PLACE_2_3 PLACE_1_3,0.12,0.19,0.23,0.24,0.24,0.33,14.0,13.0,0.5,0.5,0.57,0.54,2.0,N
PICKUP PLACE_0_0 KEY_0,0.73,0.33,0.82,0.31,0.3,0.36,7.0,7.0,0.0,0.08,0.21,0.21,2.0,N
PICKUP PLACE_0_0 KEY_1,0.4,0.86,0.33,0.82,0.36,0.27,7.0,8.0,0.0,0.21,0.14,0.31,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.62,0.78,0.57,0.68,0.32,0.32,8.0,8.0,0.14,0.14,0.31,0.31,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.6,0.64,0.5,0.61,0.36,0.3,8.0,9.0,0.21,0.25,0.38,0.33,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.28,0.4,0.25,0.35,0.37,0.34,8.0,9.0,0.0,0.31,0.19,0.44,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.57,0.45,0.51,0.46,0.31,0.18,10.0,11.0,0.39,0.4,0.5,0.5,2.0,N
MOVE PLACE_2_0 PLACE_3_0,0.45,0.47,0.41,0.42,0.27,0.15,12.0,13.0,0.5,0.54,0.58,0.58,2.0,N
