ob,c,r,d,fo,0.0<=x<0.0,0.0<=x<0.1,0.1<=x<0.2,0.2<=x<0.3,0.3<=x<0.4,0.4<=x<0.5,0.5<=x<0.6,0.6<=x<0.7,0.7<=x<0.8,0.8<=x<0.9,0.9<=x<1.0,1.0<=x<1.1,dToCritical,dToDesirable,hasLM,Label
MOVE PLACE_2_1 PLACE_2_2,0.33,0.14,0.09,1.3800000000000001,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,8,13,0.33,N
MOVE PLACE_2_2 PLACE_1_2,0.5,1.0,0.0,2.5,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,-1,0.33,Y
MOVE PLACE_1_2 PLACE_1_3,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,0,0.33,N
PICKUP PLACE_0_0 KEY_0,0.33,0.04,0.04,1.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,10,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.33,0.03,0.09,1.27,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,9,1.0,N
PICKUP PLACE_0_0 KEY_1,0.5,0.08,0.14,1.44,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,4,9,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.33,0.1,0.19,1.2400000000000002,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,4,8,0.33,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.33,0.33,0.12,1.54,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,2,8,0.0,N
MOVE PLACE_1_0 PLACE_1_1,0.5,0.5,0.09,1.9100000000000001,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,1,9,0.0,N
MOVE PLACE_1_1 PLACE_1_2,1.0,1.0,0.0,3.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,-1,0.0,Y
MOVE PLACE_1_2 PLACE_1_3,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_1,0.5,0.05,0.04,1.51,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,10,0.67,N
PICKUP PLACE_0_0 KEY_0,0.5,0.06,0.06,1.5,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,10,0.67,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.5,0.08,0.14,1.44,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,4,9,0.67,N
MOVE PLACE_0_0 PLACE_0_1,0.5,0.08,0.14,1.44,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,9,0.33,N
MOVE PLACE_0_1 PLACE_0_2,0.5,0.08,0.14,1.44,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,10,0.33,N
MOVE PLACE_0_2 PLACE_0_3,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,1,0.33,N
MOVE PLACE_0_3 PLACE_1_3,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,0,0.33,N
PICKUP PLACE_0_0 KEY_0,0.33,0.04,0.04,1.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,10,1.0,N
PICKUP PLACE_0_0 KEY_1,0.5,0.06,0.06,1.5,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,10,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.33,0.08,0.06,1.35,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,10,0.33,N
MOVE PLACE_1_0 PLACE_2_0,0.33,0.08,0.08,1.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,8,11,0.33,N
MOVE PLACE_2_0 PLACE_2_1,0.5,0.08,0.06,1.52,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,8,12,0.33,N
MOVE PLACE_2_1 PLACE_2_2,0.33,0.14,0.09,1.3800000000000001,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,8,13,0.33,N
MOVE PLACE_2_2 PLACE_1_2,0.5,1.0,0.0,2.5,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,-1,0.33,Y
MOVE PLACE_1_2 PLACE_1_3,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,0,0.33,N
PICKUP PLACE_0_0 KEY_1,0.5,0.05,0.04,1.51,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,10,0.67,N
PICKUP PLACE_0_0 KEY_0,0.5,0.06,0.06,1.5,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,10,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.33,0.08,0.06,1.35,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,10,0.33,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.33,0.21,0.11,1.4300000000000002,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,4,9,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.33,0.18,0.13,1.38,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,9,0.0,N
MOVE PLACE_2_0 PLACE_3_0,0.5,0.14,0.14,1.5,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,7,8,0.0,N
MOVE PLACE_3_0 PLACE_3_1,0.5,0.14,0.14,1.5,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,7,8,0.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.5,0.03,0.17,1.3599999999999999,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,8,7,0.0,N
MOVE PLACE_3_1 PLACE_3_2,0.5,0.03,0.17,1.3599999999999999,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,9,7,0.0,N
MOVE PLACE_3_2 PLACE_3_3,0.5,0.17,0.46,1.21,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,7,8,0.0,N
MOVE PLACE_3_3 PLACE_2_3,0.33,0.13,0.26,1.2,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,6,0.0,N
MOVE PLACE_2_3 PLACE_1_3,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.33,0.04,0.04,1.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,10,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.33,0.03,0.09,1.27,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,9,1.0,N
PICKUP PLACE_0_0 KEY_1,0.5,0.08,0.14,1.44,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,4,9,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.33,0.1,0.19,1.2400000000000002,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,4,8,0.33,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.33,0.33,0.12,1.54,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,2,8,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.33,0.33,0.22,1.44,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3,6,0.0,N
MOVE PLACE_2_0 PLACE_2_1,0.5,0.25,0.14,1.6099999999999999,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,2,5,0.0,N
MOVE PLACE_2_1 PLACE_2_2,0.33,0.33,0.19,1.4700000000000002,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,1,4,0.0,N
MOVE PLACE_2_2 PLACE_2_3,0.33,0.0,0.21,1.12,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,3,0.0,N
MOVE PLACE_2_3 PLACE_3_3,1.0,0.0,0.25,1.75,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,3,0.0,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.5,0.0,0.25,1.25,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,2,0.0,N
MOVE PLACE_3_3 PLACE_2_3,0.33,0.0,0.33,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,1,0.0,N
MOVE PLACE_2_3 PLACE_1_3,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_1,0.5,0.05,0.04,1.51,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,10,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.33,0.06,0.04,1.35,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,11,0.33,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.33,0.15,0.07,1.41,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,10,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.33,0.12,0.09,1.36,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,7,10,0.0,N
MOVE PLACE_2_0 PLACE_3_0,0.5,0.1,0.13,1.47,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,8,8,0.0,N
MOVE PLACE_3_0 PLACE_3_1,0.5,0.1,0.13,1.47,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,8,8,0.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.5,0.02,0.15,1.37,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,9,7,0.0,N
MOVE PLACE_3_1 PLACE_3_2,0.5,0.02,0.15,1.37,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,10,7,0.0,N
MOVE PLACE_3_2 PLACE_3_3,0.5,0.14,0.27,1.37,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,8,9,0.0,N
MOVE PLACE_3_3 PLACE_2_3,0.33,0.12,0.21,1.24,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,6,0.0,N
MOVE PLACE_2_3 PLACE_1_3,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_1,0.5,0.05,0.04,1.51,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,10,0.67,N
PICKUP PLACE_0_0 KEY_0,0.5,0.06,0.06,1.5,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,10,0.67,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.5,0.08,0.14,1.44,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,4,9,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.33,0.1,0.19,1.2400000000000002,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,4,8,0.33,N
MOVE PLACE_1_0 PLACE_2_0,0.33,0.12,0.13,1.32,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,8,0.33,N
MOVE PLACE_2_0 PLACE_3_0,0.5,0.11,0.12,1.49,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,6,0.33,N
MOVE PLACE_3_0 PLACE_3_1,0.5,0.11,0.12,1.49,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,6,0.33,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.5,0.21,0.25,1.46,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,4,0.33,N
MOVE PLACE_3_1 PLACE_3_2,0.5,0.12,0.25,1.37,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,4,3,0.33,N
MOVE PLACE_3_2 PLACE_3_3,0.5,0.12,0.25,1.37,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3,2,0.33,N
MOVE PLACE_3_3 PLACE_2_3,0.33,0.17,0.33,1.17,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,2,1,0.33,N
MOVE PLACE_2_3 PLACE_1_3,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,0,0.33,N
PICKUP PLACE_0_0 KEY_1,0.5,0.05,0.04,1.51,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,10,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.33,0.06,0.04,1.35,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,11,0.33,N
MOVE PLACE_1_0 PLACE_2_0,0.33,0.06,0.05,1.3399999999999999,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,9,12,0.33,N
MOVE PLACE_2_0 PLACE_3_0,0.5,0.05,0.05,1.5,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,9,11,0.33,N
MOVE PLACE_3_0 PLACE_3_1,0.5,0.05,0.05,1.5,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,9,10,0.33,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.5,0.08,0.1,1.48,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,9,9,0.33,N
MOVE PLACE_3_1 PLACE_3_2,0.5,0.04,0.08,1.46,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,10,10,0.33,N
MOVE PLACE_3_2 PLACE_3_3,0.5,0.06,0.09,1.4700000000000002,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,11,12,0.33,N
MOVE PLACE_3_3 PLACE_2_3,0.33,0.03,0.09,1.27,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,10,9,0.33,N
MOVE PLACE_2_3 PLACE_1_3,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,0,0.33,N
PICKUP PLACE_0_0 KEY_0,0.33,0.04,0.04,1.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,10,1.0,N
PICKUP PLACE_0_0 KEY_1,0.5,0.06,0.06,1.5,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,10,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.33,0.08,0.06,1.35,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,10,0.33,N
MOVE PLACE_1_0 PLACE_2_0,0.33,0.08,0.08,1.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,8,11,0.33,N
MOVE PLACE_2_0 PLACE_2_1,0.5,0.08,0.06,1.52,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,8,12,0.33,N
MOVE PLACE_2_1 PLACE_2_2,0.33,0.14,0.09,1.3800000000000001,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,8,13,0.33,N
MOVE PLACE_2_2 PLACE_2_3,0.33,0.04,0.08,1.29,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,10,10,0.33,N
MOVE PLACE_2_3 PLACE_3_3,1.0,0.09,0.17,1.92,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,11,11,0.33,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.5,0.09,0.17,1.42,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,10,10,0.33,N
MOVE PLACE_3_3 PLACE_2_3,0.33,0.06,0.12,1.27,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,8,8,0.33,N
MOVE PLACE_2_3 PLACE_1_3,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,0,0.33,N
MOVE PLACE_0_0 PLACE_1_0,0.5,0.03,0.02,1.51,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,8,12,0.67,N
MOVE PLACE_1_0 PLACE_2_0,0.33,0.02,0.02,1.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,8,13,0.67,N
MOVE PLACE_2_0 PLACE_2_1,0.5,0.03,0.02,1.51,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,9,14,0.67,N
MOVE PLACE_2_1 PLACE_2_2,0.33,0.03,0.02,1.3399999999999999,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,10,15,0.67,N
MOVE PLACE_2_2 PLACE_1_2,1.0,1.0,0.0,3.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,-1,0.67,Y
MOVE PLACE_1_2 PLACE_1_3,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,0,0.67,N
PICKUP PLACE_0_0 KEY_0,0.33,0.04,0.04,1.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,10,1.0,N
MOVE PLACE_0_0 PLACE_1_0,0.5,0.04,0.04,1.5,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,7,11,0.67,N
MOVE PLACE_1_0 PLACE_2_0,0.33,0.04,0.03,1.3399999999999999,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,7,12,0.67,N
MOVE PLACE_2_0 PLACE_2_1,0.5,0.06,0.03,1.53,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,8,13,0.67,N
MOVE PLACE_2_1 PLACE_2_2,0.33,0.07,0.04,1.3599999999999999,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,8,14,0.67,N
MOVE PLACE_2_2 PLACE_2_3,0.33,0.0,0.02,1.31,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,11,15,0.67,N
MOVE PLACE_2_3 PLACE_1_3,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,0,0.67,N
PICKUP PLACE_0_0 KEY_0,0.33,0.04,0.04,1.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,10,1.0,N
PICKUP PLACE_0_0 KEY_1,0.5,0.06,0.06,1.5,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,10,0.67,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.5,0.08,0.14,1.44,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,4,9,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.33,0.1,0.19,1.2400000000000002,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,4,8,0.33,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.33,0.33,0.12,1.54,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,2,8,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.33,0.33,0.22,1.44,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3,6,0.0,N
MOVE PLACE_2_0 PLACE_3_0,0.5,0.25,0.22,1.53,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,4,6,0.0,N
MOVE PLACE_3_0 PLACE_3_1,0.5,0.25,0.22,1.53,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,6,0.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.5,0.0,0.25,1.25,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,4,0.0,N
MOVE PLACE_3_1 PLACE_3_2,0.5,0.0,0.25,1.25,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,3,0.0,N
MOVE PLACE_3_2 PLACE_3_3,0.5,0.0,0.25,1.25,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,2,0.0,N
MOVE PLACE_3_3 PLACE_2_3,0.33,0.0,0.33,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,1,0.0,N
MOVE PLACE_2_3 PLACE_1_3,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.33,0.04,0.04,1.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,10,1.0,N
PICKUP PLACE_0_0 KEY_1,0.5,0.06,0.06,1.5,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,10,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.33,0.08,0.06,1.35,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,10,0.33,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.33,0.21,0.11,1.4300000000000002,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,4,9,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.33,0.18,0.13,1.38,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,9,0.0,N
MOVE PLACE_2_0 PLACE_3_0,0.5,0.14,0.14,1.5,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,7,8,0.0,N
MOVE PLACE_3_0 PLACE_3_1,0.5,0.14,0.14,1.5,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,7,8,0.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.5,0.03,0.17,1.3599999999999999,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,8,7,0.0,N
MOVE PLACE_3_1 PLACE_3_2,0.5,0.03,0.17,1.3599999999999999,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,9,7,0.0,N
MOVE PLACE_3_2 PLACE_3_3,0.5,0.17,0.46,1.21,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,7,8,0.0,N
MOVE PLACE_3_3 PLACE_2_3,0.33,0.13,0.26,1.2,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,6,0.0,N
MOVE PLACE_2_3 PLACE_1_3,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.33,0.04,0.04,1.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,10,1.0,N
MOVE PLACE_0_0 PLACE_1_0,0.5,0.04,0.04,1.5,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,7,11,0.67,N
MOVE PLACE_1_0 PLACE_2_0,0.33,0.04,0.03,1.3399999999999999,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,7,12,0.67,N
MOVE PLACE_2_0 PLACE_2_1,0.5,0.06,0.03,1.53,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,8,13,0.67,N
MOVE PLACE_2_1 PLACE_2_2,0.33,0.07,0.04,1.3599999999999999,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,8,14,0.67,N
MOVE PLACE_2_2 PLACE_1_2,1.0,1.0,0.0,3.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,-1,0.67,Y
MOVE PLACE_1_2 PLACE_1_3,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,0,0.67,N
PICKUP PLACE_0_0 KEY_0,0.33,0.04,0.04,1.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,10,1.0,N
PICKUP PLACE_0_0 KEY_1,0.5,0.06,0.06,1.5,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,10,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.33,0.08,0.06,1.35,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,10,0.33,N
MOVE PLACE_1_0 PLACE_2_0,0.33,0.08,0.08,1.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,8,11,0.33,N
MOVE PLACE_2_0 PLACE_2_1,0.5,0.08,0.06,1.52,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,8,12,0.33,N
MOVE PLACE_2_1 PLACE_2_2,0.33,0.14,0.09,1.3800000000000001,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,8,13,0.33,N
MOVE PLACE_2_2 PLACE_2_3,0.33,0.04,0.08,1.29,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,10,10,0.33,N
