ob,R1,D1,R2,D2,R3,D3,R4,D4,R5,D5,R6,D6,R7,Label
MOVE PLACE_2_3 PLACE_2_4,0.78,0.82,0.8,0.84,0.01,0.01,12.0,12.0,0.55,0.36,0.62,0.46,2.0,N
MOVE PLACE_2_4 PLACE_2_5,0.74,0.82,0.77,0.84,0.01,0.01,12.0,12.0,0.59,0.41,0.67,0.5,2.0,N
MOVE PLACE_2_5 PLACE_2_6,0.78,0.78,0.8,0.8,0.01,0.01,12.0,12.0,0.64,0.45,0.71,0.54,2.0,N
MOVE PLACE_2_6 PLACE_2_7,0.71,0.74,0.74,0.76,0.01,0.16,12.0,12.0,0.5,0.5,0.58,0.58,2.0,N
MOVE PLACE_2_7 PLACE_2_8,0.67,0.67,0.7,0.7,0.16,0.16,12.0,12.0,0.55,0.55,0.62,0.62,2.0,N
MOVE PLACE_2_8 PLACE_2_9,0.59,0.59,0.63,0.63,0.16,0.16,12.0,12.0,0.59,0.59,0.67,0.67,2.0,N
MOVE PLACE_2_9 PLACE_2_10,0.5,0.5,0.56,0.56,0.16,0.16,12.0,12.0,0.64,0.64,0.71,0.71,2.0,N
MOVE PLACE_2_10 PLACE_2_11,0.33,0.4,0.41,0.47,0.27,0.16,12.0,12.0,0.5,0.5,0.58,0.58,2.0,N
MOVE PLACE_2_11 PLACE_3_11,0.27,0.27,0.25,0.25,0.27,0.16,12.0,12.0,0.55,0.55,0.62,0.62,2.0,N
MOVE PLACE_3_11 PLACE_3_12,0.35,0.27,0.42,0.25,0.13,0.27,14.0,12.0,0.58,0.59,0.64,0.67,2.0,N
MOVE PLACE_3_12 PLACE_4_12,0.24,0.27,0.22,0.25,0.24,0.27,14.0,12.0,0.62,0.45,0.68,0.5,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.78,0.41,0.8,0.49,0.01,0.16,12.0,12.0,0.5,0.36,0.58,0.46,2.0,N
MOVE PLACE_3_3 PLACE_3_4,0.71,0.41,0.74,0.53,0.01,0.16,12.0,12.0,0.55,0.45,0.62,0.54,2.0,N
MOVE PLACE_3_4 PLACE_3_5,0.72,0.5,0.75,0.56,0.01,0.16,12.0,12.0,0.45,0.45,0.54,0.54,2.0,N
MOVE PLACE_3_5 PLACE_3_6,0.62,0.41,0.67,0.53,0.16,0.16,12.0,12.0,0.5,0.5,0.58,0.58,2.0,N
MOVE PLACE_3_6 PLACE_4_6,0.5,0.29,0.56,0.38,0.16,0.16,12.0,12.0,0.55,0.55,0.62,0.62,2.0,N
MOVE PLACE_4_6 PLACE_4_7,0.4,0.29,0.47,0.38,0.16,0.16,12.0,12.0,0.59,0.59,0.67,0.67,2.0,N
MOVE PLACE_4_7 PLACE_4_8,0.4,0.29,0.47,0.38,0.16,0.16,12.0,12.0,0.64,0.45,0.71,0.54,2.0,N
MOVE PLACE_4_8 PLACE_4_9,0.34,0.29,0.47,0.38,0.16,0.16,12.0,12.0,0.5,0.5,0.62,0.58,2.0,N
MOVE PLACE_4_9 PLACE_4_10,0.27,0.27,0.25,0.25,0.27,0.27,12.0,12.0,0.55,0.55,0.62,0.62,2.0,N
MOVE PLACE_4_10 PLACE_4_11,0.27,0.27,0.25,0.25,0.27,0.27,12.0,12.0,0.59,0.59,0.67,0.67,2.0,N
MOVE PLACE_4_11 PLACE_4_12,0.24,0.27,0.22,0.25,0.24,0.27,14.0,12.0,0.62,0.45,0.68,0.5,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.78,0.82,0.8,0.84,0.01,0.01,12.0,12.0,0.55,0.36,0.62,0.46,2.0,N
MOVE PLACE_2_4 PLACE_2_5,0.74,0.82,0.77,0.84,0.01,0.01,12.0,12.0,0.59,0.41,0.67,0.5,2.0,N
MOVE PLACE_2_5 PLACE_2_6,0.78,0.78,0.8,0.8,0.01,0.01,12.0,12.0,0.64,0.45,0.71,0.54,2.0,N
MOVE PLACE_2_6 PLACE_3_6,0.62,0.41,0.67,0.53,0.16,0.16,12.0,12.0,0.5,0.5,0.58,0.58,2.0,N
MOVE PLACE_3_6 PLACE_3_7,0.53,0.5,0.59,0.56,0.16,0.16,12.0,12.0,0.55,0.55,0.62,0.62,2.0,N
MOVE PLACE_3_7 PLACE_3_8,0.56,0.5,0.61,0.56,0.16,0.16,12.0,12.0,0.59,0.59,0.67,0.67,2.0,N
MOVE PLACE_3_8 PLACE_3_9,0.43,0.4,0.53,0.47,0.16,0.16,12.0,12.0,0.64,0.64,0.71,0.71,2.0,N
MOVE PLACE_3_9 PLACE_3_10,0.4,0.4,0.47,0.47,0.16,0.16,12.0,12.0,0.5,0.68,0.58,0.75,2.0,N
MOVE PLACE_3_10 PLACE_3_11,0.27,0.27,0.25,0.25,0.27,0.16,12.0,12.0,0.55,0.55,0.62,0.62,2.0,N
MOVE PLACE_3_11 PLACE_3_12,0.35,0.27,0.42,0.25,0.13,0.27,14.0,12.0,0.58,0.59,0.64,0.67,2.0,N
MOVE PLACE_3_12 PLACE_4_12,0.24,0.27,0.22,0.25,0.24,0.27,14.0,12.0,0.62,0.45,0.68,0.5,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.78,0.82,0.8,0.84,0.01,0.01,12.0,12.0,0.55,0.36,0.62,0.46,2.0,N
MOVE PLACE_2_4 PLACE_2_5,0.74,0.82,0.77,0.84,0.01,0.01,12.0,12.0,0.59,0.41,0.67,0.5,2.0,N
MOVE PLACE_2_5 PLACE_3_5,0.72,0.5,0.75,0.56,0.01,0.16,12.0,12.0,0.45,0.45,0.54,0.54,2.0,N
MOVE PLACE_3_5 PLACE_3_6,0.62,0.41,0.67,0.53,0.16,0.16,12.0,12.0,0.5,0.5,0.58,0.58,2.0,N
MOVE PLACE_3_6 PLACE_3_7,0.53,0.5,0.59,0.56,0.16,0.16,12.0,12.0,0.55,0.55,0.62,0.62,2.0,N
MOVE PLACE_3_7 PLACE_3_8,0.56,0.5,0.61,0.56,0.16,0.16,12.0,12.0,0.59,0.59,0.67,0.67,2.0,N
MOVE PLACE_3_8 PLACE_3_9,0.43,0.4,0.53,0.47,0.16,0.16,12.0,12.0,0.64,0.64,0.71,0.71,2.0,N
MOVE PLACE_3_9 PLACE_4_9,0.34,0.29,0.47,0.38,0.16,0.16,12.0,12.0,0.5,0.5,0.62,0.58,2.0,N
MOVE PLACE_4_9 PLACE_4_10,0.27,0.27,0.25,0.25,0.27,0.27,12.0,12.0,0.55,0.55,0.62,0.62,2.0,N
MOVE PLACE_4_10 PLACE_4_11,0.27,0.27,0.25,0.25,0.27,0.27,12.0,12.0,0.59,0.59,0.67,0.67,2.0,N
MOVE PLACE_4_11 PLACE_4_12,0.24,0.27,0.22,0.25,0.24,0.27,14.0,12.0,0.62,0.45,0.68,0.5,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.78,0.82,0.8,0.84,0.01,0.01,12.0,12.0,0.55,0.36,0.62,0.46,2.0,N
MOVE PLACE_2_4 PLACE_3_4,0.71,0.41,0.74,0.53,0.01,0.16,12.0,12.0,0.55,0.45,0.62,0.54,2.0,N
MOVE PLACE_3_4 PLACE_4_4,0.4,0.29,0.47,0.38,0.16,0.16,12.0,12.0,0.64,0.5,0.71,0.58,2.0,N
MOVE PLACE_4_4 PLACE_4_5,0.46,0.29,0.56,0.38,0.16,0.16,12.0,12.0,0.55,0.55,0.62,0.62,2.0,N
MOVE PLACE_4_5 PLACE_4_6,0.5,0.29,0.56,0.38,0.16,0.16,12.0,12.0,0.55,0.55,0.62,0.62,2.0,N
MOVE PLACE_4_6 PLACE_4_7,0.4,0.29,0.47,0.38,0.16,0.16,12.0,12.0,0.59,0.59,0.67,0.67,2.0,N
MOVE PLACE_4_7 PLACE_4_8,0.4,0.29,0.47,0.38,0.16,0.16,12.0,12.0,0.64,0.45,0.71,0.54,2.0,N
MOVE PLACE_4_8 PLACE_4_9,0.34,0.29,0.47,0.38,0.16,0.16,12.0,12.0,0.5,0.5,0.62,0.58,2.0,N
MOVE PLACE_4_9 PLACE_4_10,0.27,0.27,0.25,0.25,0.27,0.27,12.0,12.0,0.55,0.55,0.62,0.62,2.0,N
MOVE PLACE_4_10 PLACE_4_11,0.27,0.27,0.25,0.25,0.27,0.27,12.0,12.0,0.59,0.59,0.67,0.67,2.0,N
MOVE PLACE_4_11 PLACE_4_12,0.24,0.27,0.22,0.25,0.24,0.27,14.0,12.0,0.62,0.45,0.68,0.5,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.78,0.82,0.8,0.84,0.01,0.01,12.0,12.0,0.55,0.36,0.62,0.46,2.0,N
MOVE PLACE_2_4 PLACE_2_5,0.74,0.82,0.77,0.84,0.01,0.01,12.0,12.0,0.59,0.41,0.67,0.5,2.0,N
MOVE PLACE_2_5 PLACE_2_6,0.78,0.78,0.8,0.8,0.01,0.01,12.0,12.0,0.64,0.45,0.71,0.54,2.0,N
MOVE PLACE_2_6 PLACE_3_6,0.62,0.41,0.67,0.53,0.16,0.16,12.0,12.0,0.5,0.5,0.58,0.58,2.0,N
MOVE PLACE_3_6 PLACE_3_7,0.53,0.5,0.59,0.56,0.16,0.16,12.0,12.0,0.55,0.55,0.62,0.62,2.0,N
MOVE PLACE_3_7 PLACE_3_8,0.56,0.5,0.61,0.56,0.16,0.16,12.0,12.0,0.59,0.59,0.67,0.67,2.0,N
MOVE PLACE_3_8 PLACE_3_9,0.43,0.4,0.53,0.47,0.16,0.16,12.0,12.0,0.64,0.64,0.71,0.71,2.0,N
MOVE PLACE_3_9 PLACE_3_10,0.4,0.4,0.47,0.47,0.16,0.16,12.0,12.0,0.5,0.68,0.58,0.75,2.0,N
MOVE PLACE_3_10 PLACE_4_10,0.27,0.27,0.25,0.25,0.27,0.27,12.0,12.0,0.55,0.55,0.62,0.62,2.0,N
MOVE PLACE_4_10 PLACE_4_11,0.27,0.27,0.25,0.25,0.27,0.27,12.0,12.0,0.59,0.59,0.67,0.67,2.0,N
MOVE PLACE_4_11 PLACE_4_12,0.24,0.27,0.22,0.25,0.24,0.27,14.0,12.0,0.62,0.45,0.68,0.5,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.78,0.82,0.8,0.84,0.01,0.01,12.0,12.0,0.55,0.36,0.62,0.46,2.0,N
MOVE PLACE_2_4 PLACE_3_4,0.71,0.41,0.74,0.53,0.01,0.16,12.0,12.0,0.55,0.45,0.62,0.54,2.0,N
MOVE PLACE_3_4 PLACE_3_5,0.72,0.5,0.75,0.56,0.01,0.16,12.0,12.0,0.45,0.45,0.54,0.54,2.0,N
MOVE PLACE_3_5 PLACE_3_6,0.62,0.41,0.67,0.53,0.16,0.16,12.0,12.0,0.5,0.5,0.58,0.58,2.0,N
MOVE PLACE_3_6 PLACE_3_7,0.53,0.5,0.59,0.56,0.16,0.16,12.0,12.0,0.55,0.55,0.62,0.62,2.0,N
MOVE PLACE_3_7 PLACE_3_8,0.56,0.5,0.61,0.56,0.16,0.16,12.0,12.0,0.59,0.59,0.67,0.67,2.0,N
MOVE PLACE_3_8 PLACE_3_9,0.43,0.4,0.53,0.47,0.16,0.16,12.0,12.0,0.64,0.64,0.71,0.71,2.0,N
MOVE PLACE_3_9 PLACE_4_9,0.34,0.29,0.47,0.38,0.16,0.16,12.0,12.0,0.5,0.5,0.62,0.58,2.0,N
MOVE PLACE_4_9 PLACE_4_10,0.27,0.27,0.25,0.25,0.27,0.27,12.0,12.0,0.55,0.55,0.62,0.62,2.0,N
MOVE PLACE_4_10 PLACE_4_11,0.27,0.27,0.25,0.25,0.27,0.27,12.0,12.0,0.59,0.59,0.67,0.67,2.0,N
MOVE PLACE_4_11 PLACE_4_12,0.24,0.27,0.22,0.25,0.24,0.27,14.0,12.0,0.62,0.45,0.68,0.5,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.78,0.82,0.8,0.84,0.01,0.01,12.0,12.0,0.55,0.36,0.62,0.46,2.0,N
MOVE PLACE_2_4 PLACE_2_5,0.74,0.82,0.77,0.84,0.01,0.01,12.0,12.0,0.59,0.41,0.67,0.5,2.0,N
MOVE PLACE_2_5 PLACE_2_6,0.78,0.78,0.8,0.8,0.01,0.01,12.0,12.0,0.64,0.45,0.71,0.54,2.0,N
MOVE PLACE_2_6 PLACE_2_7,0.71,0.74,0.74,0.76,0.01,0.16,12.0,12.0,0.5,0.5,0.58,0.58,2.0,N
MOVE PLACE_2_7 PLACE_3_7,0.53,0.5,0.59,0.56,0.16,0.16,12.0,12.0,0.55,0.55,0.62,0.62,2.0,N
MOVE PLACE_3_7 PLACE_3_8,0.56,0.5,0.61,0.56,0.16,0.16,12.0,12.0,0.59,0.59,0.67,0.67,2.0,N
MOVE PLACE_3_8 PLACE_3_9,0.43,0.4,0.53,0.47,0.16,0.16,12.0,12.0,0.64,0.64,0.71,0.71,2.0,N
MOVE PLACE_3_9 PLACE_3_10,0.4,0.4,0.47,0.47,0.16,0.16,12.0,12.0,0.5,0.68,0.58,0.75,2.0,N
MOVE PLACE_3_10 PLACE_3_11,0.27,0.27,0.25,0.25,0.27,0.16,12.0,12.0,0.55,0.55,0.62,0.62,2.0,N
MOVE PLACE_3_11 PLACE_4_11,0.27,0.27,0.25,0.25,0.27,0.27,12.0,12.0,0.59,0.59,0.67,0.67,2.0,N
MOVE PLACE_4_11 PLACE_4_12,0.24,0.27,0.22,0.25,0.24,0.27,14.0,12.0,0.62,0.45,0.68,0.5,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.78,0.82,0.8,0.84,0.01,0.01,12.0,12.0,0.55,0.36,0.62,0.46,2.0,N
MOVE PLACE_2_4 PLACE_2_5,0.74,0.82,0.77,0.84,0.01,0.01,12.0,12.0,0.59,0.41,0.67,0.5,2.0,N
MOVE PLACE_2_5 PLACE_2_6,0.78,0.78,0.8,0.8,0.01,0.01,12.0,12.0,0.64,0.45,0.71,0.54,2.0,N
MOVE PLACE_2_6 PLACE_2_7,0.71,0.74,0.74,0.76,0.01,0.16,12.0,12.0,0.5,0.5,0.58,0.58,2.0,N
MOVE PLACE_2_7 PLACE_2_8,0.67,0.67,0.7,0.7,0.16,0.16,12.0,12.0,0.55,0.55,0.62,0.62,2.0,N
MOVE PLACE_2_8 PLACE_3_8,0.56,0.5,0.61,0.56,0.16,0.16,12.0,12.0,0.59,0.59,0.67,0.67,2.0,N
MOVE PLACE_3_8 PLACE_3_9,0.43,0.4,0.53,0.47,0.16,0.16,12.0,12.0,0.64,0.64,0.71,0.71,2.0,N
MOVE PLACE_3_9 PLACE_3_10,0.4,0.4,0.47,0.47,0.16,0.16,12.0,12.0,0.5,0.68,0.58,0.75,2.0,N
MOVE PLACE_3_10 PLACE_3_11,0.27,0.27,0.25,0.25,0.27,0.16,12.0,12.0,0.55,0.55,0.62,0.62,2.0,N
MOVE PLACE_3_11 PLACE_4_11,0.27,0.27,0.25,0.25,0.27,0.27,12.0,12.0,0.59,0.59,0.67,0.67,2.0,N
MOVE PLACE_4_11 PLACE_4_12,0.24,0.27,0.22,0.25,0.24,0.27,14.0,12.0,0.62,0.45,0.68,0.5,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.78,0.82,0.8,0.84,0.01,0.01,12.0,12.0,0.55,0.36,0.62,0.46,2.0,N
MOVE PLACE_2_4 PLACE_2_5,0.74,0.82,0.77,0.84,0.01,0.01,12.0,12.0,0.59,0.41,0.67,0.5,2.0,N
MOVE PLACE_2_5 PLACE_2_6,0.78,0.78,0.8,0.8,0.01,0.01,12.0,12.0,0.64,0.45,0.71,0.54,2.0,N
MOVE PLACE_2_6 PLACE_2_7,0.71,0.74,0.74,0.76,0.01,0.16,12.0,12.0,0.5,0.5,0.58,0.58,2.0,N
MOVE PLACE_2_7 PLACE_2_8,0.67,0.67,0.7,0.7,0.16,0.16,12.0,12.0,0.55,0.55,0.62,0.62,2.0,N
MOVE PLACE_2_8 PLACE_2_9,0.59,0.59,0.63,0.63,0.16,0.16,12.0,12.0,0.59,0.59,0.67,0.67,2.0,N
MOVE PLACE_2_9 PLACE_2_10,0.5,0.5,0.56,0.56,0.16,0.16,12.0,12.0,0.64,0.64,0.71,0.71,2.0,N
MOVE PLACE_2_10 PLACE_2_11,0.33,0.4,0.41,0.47,0.27,0.16,12.0,12.0,0.5,0.5,0.58,0.58,2.0,N
MOVE PLACE_2_11 PLACE_3_11,0.27,0.27,0.25,0.25,0.27,0.16,12.0,12.0,0.55,0.55,0.62,0.62,2.0,N
MOVE PLACE_3_11 PLACE_4_11,0.27,0.27,0.25,0.25,0.27,0.27,12.0,12.0,0.59,0.59,0.67,0.67,2.0,N
MOVE PLACE_4_11 PLACE_4_12,0.24,0.27,0.22,0.25,0.24,0.27,14.0,12.0,0.62,0.45,0.68,0.5,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.78,0.41,0.8,0.49,0.01,0.16,12.0,12.0,0.5,0.36,0.58,0.46,2.0,N
MOVE PLACE_3_3 PLACE_3_4,0.71,0.41,0.74,0.53,0.01,0.16,12.0,12.0,0.55,0.45,0.62,0.54,2.0,N
MOVE PLACE_3_4 PLACE_3_5,0.72,0.5,0.75,0.56,0.01,0.16,12.0,12.0,0.45,0.45,0.54,0.54,2.0,N
MOVE PLACE_3_5 PLACE_3_6,0.62,0.41,0.67,0.53,0.16,0.16,12.0,12.0,0.5,0.5,0.58,0.58,2.0,N
MOVE PLACE_3_6 PLACE_3_7,0.53,0.5,0.59,0.56,0.16,0.16,12.0,12.0,0.55,0.55,0.62,0.62,2.0,N
MOVE PLACE_3_7 PLACE_3_8,0.56,0.5,0.61,0.56,0.16,0.16,12.0,12.0,0.59,0.59,0.67,0.67,2.0,N
MOVE PLACE_3_8 PLACE_3_9,0.43,0.4,0.53,0.47,0.16,0.16,12.0,12.0,0.64,0.64,0.71,0.71,2.0,N
MOVE PLACE_3_9 PLACE_3_10,0.4,0.4,0.47,0.47,0.16,0.16,12.0,12.0,0.5,0.68,0.58,0.75,2.0,N
MOVE PLACE_3_10 PLACE_3_11,0.27,0.27,0.25,0.25,0.27,0.16,12.0,12.0,0.55,0.55,0.62,0.62,2.0,N
MOVE PLACE_3_11 PLACE_3_12,0.35,0.27,0.42,0.25,0.13,0.27,14.0,12.0,0.58,0.59,0.64,0.67,2.0,N
MOVE PLACE_3_12 PLACE_4_12,0.24,0.27,0.22,0.25,0.24,0.27,14.0,12.0,0.62,0.45,0.68,0.5,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.78,0.82,0.8,0.84,0.01,0.01,12.0,12.0,0.55,0.36,0.62,0.46,2.0,N
MOVE PLACE_2_4 PLACE_3_4,0.71,0.41,0.74,0.53,0.01,0.16,12.0,12.0,0.55,0.45,0.62,0.54,2.0,N
MOVE PLACE_3_4 PLACE_3_5,0.72,0.5,0.75,0.56,0.01,0.16,12.0,12.0,0.45,0.45,0.54,0.54,2.0,N
MOVE PLACE_3_5 PLACE_3_6,0.62,0.41,0.67,0.53,0.16,0.16,12.0,12.0,0.5,0.5,0.58,0.58,2.0,N
MOVE PLACE_3_6 PLACE_3_7,0.53,0.5,0.59,0.56,0.16,0.16,12.0,12.0,0.55,0.55,0.62,0.62,2.0,N
MOVE PLACE_3_7 PLACE_3_8,0.56,0.5,0.61,0.56,0.16,0.16,12.0,12.0,0.59,0.59,0.67,0.67,2.0,N
MOVE PLACE_3_8 PLACE_4_8,0.4,0.29,0.47,0.38,0.16,0.16,12.0,12.0,0.64,0.45,0.71,0.54,2.0,N
MOVE PLACE_4_8 PLACE_4_9,0.34,0.29,0.47,0.38,0.16,0.16,12.0,12.0,0.5,0.5,0.62,0.58,2.0,N
MOVE PLACE_4_9 PLACE_4_10,0.27,0.27,0.25,0.25,0.27,0.27,12.0,12.0,0.55,0.55,0.62,0.62,2.0,N
MOVE PLACE_4_10 PLACE_4_11,0.27,0.27,0.25,0.25,0.27,0.27,12.0,12.0,0.59,0.59,0.67,0.67,2.0,N
MOVE PLACE_4_11 PLACE_4_12,0.24,0.27,0.22,0.25,0.24,0.27,14.0,12.0,0.62,0.45,0.68,0.5,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.78,0.82,0.8,0.84,0.01,0.01,12.0,12.0,0.55,0.36,0.62,0.46,2.0,N
MOVE PLACE_2_4 PLACE_2_5,0.74,0.82,0.77,0.84,0.01,0.01,12.0,12.0,0.59,0.41,0.67,0.5,2.0,N
MOVE PLACE_2_5 PLACE_2_6,0.78,0.78,0.8,0.8,0.01,0.01,12.0,12.0,0.64,0.45,0.71,0.54,2.0,N
MOVE PLACE_2_6 PLACE_2_7,0.71,0.74,0.74,0.76,0.01,0.16,12.0,12.0,0.5,0.5,0.58,0.58,2.0,N
MOVE PLACE_2_7 PLACE_2_8,0.67,0.67,0.7,0.7,0.16,0.16,12.0,12.0,0.55,0.55,0.62,0.62,2.0,N
MOVE PLACE_2_8 PLACE_2_9,0.59,0.59,0.63,0.63,0.16,0.16,12.0,12.0,0.59,0.59,0.67,0.67,2.0,N
MOVE PLACE_2_9 PLACE_3_9,0.43,0.4,0.53,0.47,0.16,0.16,12.0,12.0,0.64,0.64,0.71,0.71,2.0,N
