ob,R1,D1,R2,D2,R3,D3,R4,D4,R5,D5,R6,D6,R7,Label
MOVE PLACE_1_0 PLACE_2_0,0.21,0.17,0.29,0.23,0.42,0.24,8.0,11.0,0.14,0.45,0.25,0.55,2.0,N
MOVE PLACE_2_0 PLACE_2_1,0.15,0.15,0.26,0.19,0.31,0.29,10.0,11.0,0.33,0.5,0.4,0.59,2.0,N
MOVE PLACE_2_1 PLACE_2_2,0.14,0.15,0.17,0.23,0.27,0.29,12.0,11.0,0.55,0.4,0.62,0.45,2.0,N
MOVE PLACE_2_2 PLACE_2_3,0.16,0.16,0.22,0.29,0.24,0.33,14.0,11.0,0.58,0.4,0.64,0.45,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.31,0.14,0.3,0.29,0.22,0.38,15.0,11.0,0.61,0.3,0.67,0.36,2.0,N
PICKUP PLACE_0_0 KEY_1,0.29,0.22,0.44,0.36,0.46,0.32,5.0,8.0,0.0,0.21,0.0,0.25,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.29,0.3,0.42,0.4,0.5,0.31,5.0,8.0,0.0,0.29,0.0,0.31,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.25,0.62,0.33,0.65,0.45,0.27,6.0,9.0,0.0,0.31,0.0,0.39,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.25,0.19,0.38,0.29,0.5,0.28,6.0,9.0,0.0,0.31,0.0,0.44,2.0,N
MOVE PLACE_2_0 PLACE_2_1,0.18,0.18,0.33,0.25,0.37,0.34,8.0,9.0,0.14,0.38,0.19,0.5,2.0,N
MOVE PLACE_2_1 PLACE_2_2,0.17,0.18,0.22,0.29,0.31,0.34,10.0,9.0,0.44,0.25,0.55,0.33,2.0,N
MOVE PLACE_2_2 PLACE_2_3,0.18,0.19,0.27,0.37,0.27,0.38,12.0,9.0,0.5,0.25,0.58,0.33,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.35,0.17,0.35,0.37,0.25,0.43,13.0,9.0,0.54,0.12,0.62,0.22,2.0,N
PICKUP PLACE_0_0 KEY_1,0.29,0.22,0.44,0.36,0.46,0.32,5.0,8.0,0.0,0.21,0.0,0.25,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.29,0.3,0.42,0.4,0.5,0.31,5.0,8.0,0.0,0.29,0.0,0.31,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.25,0.62,0.33,0.65,0.45,0.27,6.0,9.0,0.0,0.31,0.0,0.39,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.25,0.19,0.38,0.29,0.5,0.28,6.0,9.0,0.0,0.31,0.0,0.44,2.0,N
MOVE PLACE_2_0 PLACE_3_0,0.3,0.42,0.44,0.4,0.55,0.31,6.0,10.0,0.0,0.33,0.0,0.45,1.0,Y
MOVE PLACE_3_0 PLACE_3_1,0.0,0.24,0.4,0.26,0.42,0.32,6.0,10.0,0.14,0.17,0.25,0.3,2.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.08,0.23,0.35,0.26,0.43,0.4,6.0,10.0,0.19,0.22,0.33,0.35,2.0,N
MOVE PLACE_3_1 PLACE_3_2,0.14,0.15,0.31,0.29,0.38,0.4,6.0,10.0,0.3,0.28,0.41,0.4,2.0,N
MOVE PLACE_3_2 PLACE_3_3,0.13,0.31,0.22,0.29,0.26,0.4,6.0,10.0,0.38,0.11,0.46,0.2,2.0,N
PICKUP PLACE_0_0 KEY_1,0.29,0.22,0.44,0.36,0.46,0.32,5.0,8.0,0.0,0.21,0.0,0.25,2.0,N
PICKUP PLACE_0_0 KEY_0,0.25,0.32,0.36,0.39,0.42,0.28,6.0,9.0,0.2,0.31,0.08,0.33,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.25,0.27,0.36,0.35,0.45,0.28,6.0,9.0,0.0,0.38,0.0,0.39,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.22,0.59,0.29,0.59,0.4,0.25,7.0,10.0,0.17,0.39,0.14,0.45,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.24,0.17,0.33,0.26,0.45,0.26,7.0,10.0,0.0,0.39,0.14,0.5,2.0,N
MOVE PLACE_2_0 PLACE_3_0,0.27,0.39,0.4,0.37,0.5,0.29,7.0,11.0,0.0,0.4,0.0,0.5,1.0,Y
MOVE PLACE_3_0 PLACE_3_1,0.0,0.23,0.36,0.24,0.39,0.3,7.0,11.0,0.25,0.25,0.33,0.36,2.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.08,0.22,0.32,0.24,0.4,0.38,7.0,11.0,0.28,0.3,0.4,0.41,2.0,N
MOVE PLACE_3_1 PLACE_3_2,0.13,0.14,0.29,0.27,0.35,0.38,7.0,11.0,0.36,0.35,0.46,0.45,2.0,N
MOVE PLACE_3_2 PLACE_3_3,0.12,0.29,0.21,0.27,0.24,0.38,7.0,11.0,0.42,0.2,0.5,0.27,2.0,N
PICKUP PLACE_0_0 KEY_0,0.29,0.22,0.46,0.36,0.46,0.34,5.0,8.0,0.0,0.21,0.0,0.25,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.25,0.71,0.33,0.64,0.45,0.24,6.0,9.0,0.2,0.31,0.08,0.33,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.25,0.2,0.38,0.25,0.45,0.34,6.0,9.0,0.0,0.25,0.0,0.28,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.24,0.18,0.38,0.25,0.55,0.34,6.0,9.0,0.0,0.31,0.0,0.44,2.0,N
MOVE PLACE_2_0 PLACE_2_1,0.14,0.18,0.33,0.25,0.37,0.34,8.0,9.0,0.14,0.25,0.19,0.33,2.0,N
MOVE PLACE_2_1 PLACE_2_2,0.0,0.19,0.22,0.33,0.31,0.34,10.0,9.0,0.33,0.19,0.35,0.33,2.0,N
MOVE PLACE_2_2 PLACE_2_3,0.0,0.17,0.2,0.33,0.27,0.43,12.0,9.0,0.5,0.25,0.58,0.33,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.0,0.15,0.18,0.4,0.24,0.5,14.0,9.0,0.58,0.0,0.64,0.11,2.0,N
PICKUP PLACE_0_0 KEY_0,0.29,0.22,0.46,0.36,0.46,0.34,5.0,8.0,0.0,0.21,0.0,0.25,2.0,N
PICKUP PLACE_0_0 KEY_1,0.25,0.32,0.36,0.39,0.42,0.28,6.0,9.0,0.2,0.31,0.08,0.33,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.22,0.68,0.29,0.65,0.4,0.2,7.0,10.0,0.17,0.39,0.14,0.4,2.0,N
MOVE PLACE_0_0 PLACE_0_1,0.18,0.18,0.25,0.25,0.33,0.27,9.0,10.0,0.31,0.28,0.44,0.35,2.0,N
MOVE PLACE_0_1 PLACE_0_2,0.17,0.09,0.22,0.21,0.27,0.31,11.0,10.0,0.4,0.39,0.5,0.5,2.0,N
MOVE PLACE_0_2 PLACE_0_3,0.57,0.13,0.57,0.21,0.18,0.31,13.0,10.0,0.5,0.44,0.54,0.4,2.0,N
MOVE PLACE_0_3 PLACE_1_3,0.5,0.17,0.57,0.21,0.21,0.31,13.0,10.0,0.5,0.44,0.5,0.4,2.0,N
MOVE PLACE_1_3 PLACE_2_3,0.13,0.17,0.17,0.32,0.25,0.36,13.0,10.0,0.54,0.44,0.62,0.45,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.24,0.21,0.25,0.32,0.24,0.4,14.0,10.0,0.54,0.22,0.57,0.3,2.0,N
PICKUP PLACE_0_0 KEY_1,0.29,0.22,0.44,0.36,0.46,0.32,5.0,8.0,0.0,0.21,0.0,0.25,2.0,N
PICKUP PLACE_0_0 KEY_0,0.25,0.32,0.36,0.39,0.42,0.28,6.0,9.0,0.2,0.31,0.08,0.33,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.22,0.68,0.29,0.65,0.4,0.2,7.0,10.0,0.17,0.39,0.14,0.4,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.22,0.25,0.29,0.32,0.4,0.26,7.0,10.0,0.17,0.44,0.14,0.45,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.2,0.53,0.25,0.52,0.37,0.21,8.0,11.0,0.14,0.45,0.25,0.5,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.21,0.17,0.29,0.23,0.42,0.24,8.0,11.0,0.14,0.45,0.25,0.55,2.0,N
MOVE PLACE_2_0 PLACE_2_1,0.15,0.15,0.26,0.19,0.31,0.29,10.0,11.0,0.33,0.5,0.4,0.59,2.0,N
MOVE PLACE_2_1 PLACE_2_2,0.14,0.15,0.17,0.23,0.27,0.29,12.0,11.0,0.55,0.4,0.62,0.45,2.0,N
MOVE PLACE_2_2 PLACE_2_3,0.16,0.16,0.22,0.29,0.24,0.33,14.0,11.0,0.58,0.4,0.64,0.45,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.31,0.14,0.3,0.29,0.22,0.38,15.0,11.0,0.61,0.3,0.67,0.36,2.0,N
PICKUP PLACE_0_0 KEY_0,0.29,0.22,0.46,0.36,0.46,0.34,5.0,8.0,0.0,0.21,0.0,0.25,2.0,N
PICKUP PLACE_0_0 KEY_1,0.25,0.32,0.36,0.39,0.42,0.28,6.0,9.0,0.2,0.31,0.08,0.33,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.22,0.68,0.29,0.65,0.4,0.2,7.0,10.0,0.17,0.39,0.14,0.4,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.22,0.25,0.29,0.32,0.4,0.26,7.0,10.0,0.17,0.44,0.14,0.45,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.2,0.53,0.25,0.52,0.37,0.21,8.0,11.0,0.14,0.45,0.25,0.5,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.21,0.17,0.29,0.23,0.42,0.24,8.0,11.0,0.14,0.45,0.25,0.55,2.0,N
MOVE PLACE_2_0 PLACE_3_0,0.26,0.37,0.35,0.33,0.46,0.27,8.0,12.0,0.0,0.45,0.12,0.54,1.0,Y
MOVE PLACE_3_0 PLACE_3_1,0.0,0.21,0.32,0.21,0.36,0.28,8.0,12.0,0.33,0.32,0.4,0.42,2.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.07,0.2,0.29,0.21,0.38,0.35,8.0,12.0,0.35,0.36,0.45,0.46,2.0,N
MOVE PLACE_3_1 PLACE_3_2,0.12,0.13,0.26,0.24,0.33,0.35,8.0,12.0,0.42,0.41,0.5,0.5,2.0,N
MOVE PLACE_3_2 PLACE_3_3,0.11,0.27,0.19,0.24,0.23,0.35,8.0,12.0,0.46,0.27,0.53,0.33,2.0,N
PICKUP PLACE_0_0 KEY_1,0.29,0.22,0.44,0.36,0.46,0.32,5.0,8.0,0.0,0.21,0.0,0.25,2.0,N
PICKUP PLACE_0_0 KEY_0,0.25,0.32,0.36,0.39,0.42,0.28,6.0,9.0,0.2,0.31,0.08,0.33,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.22,0.68,0.29,0.65,0.4,0.2,7.0,10.0,0.17,0.39,0.14,0.4,2.0,N
MOVE PLACE_0_0 PLACE_0_1,0.18,0.18,0.25,0.25,0.33,0.27,9.0,10.0,0.31,0.28,0.44,0.35,2.0,N
MOVE PLACE_0_1 PLACE_0_2,0.17,0.09,0.22,0.21,0.27,0.31,11.0,10.0,0.4,0.39,0.5,0.5,2.0,N
MOVE PLACE_0_2 PLACE_0_3,0.57,0.13,0.57,0.21,0.18,0.31,13.0,10.0,0.5,0.44,0.54,0.4,2.0,N
MOVE PLACE_0_3 PLACE_1_3,0.5,0.17,0.57,0.21,0.21,0.31,13.0,10.0,0.5,0.44,0.5,0.4,2.0,N
MOVE PLACE_1_3 PLACE_2_3,0.13,0.17,0.17,0.32,0.25,0.36,13.0,10.0,0.54,0.44,0.62,0.45,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.24,0.21,0.25,0.32,0.24,0.4,14.0,10.0,0.54,0.22,0.57,0.3,2.0,N
PICKUP PLACE_0_0 KEY_1,0.29,0.22,0.44,0.36,0.46,0.32,5.0,8.0,0.0,0.21,0.0,0.25,2.0,N
PICKUP PLACE_0_0 KEY_0,0.25,0.32,0.36,0.39,0.42,0.28,6.0,9.0,0.2,0.31,0.08,0.33,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.22,0.68,0.29,0.65,0.4,0.2,7.0,10.0,0.17,0.39,0.14,0.4,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.22,0.25,0.29,0.32,0.4,0.26,7.0,10.0,0.17,0.44,0.14,0.45,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.22,0.22,0.33,0.26,0.45,0.26,7.0,10.0,0.0,0.33,0.07,0.4,2.0,N
MOVE PLACE_2_0 PLACE_3_0,0.22,0.53,0.4,0.5,0.5,0.29,7.0,11.0,0.0,0.4,0.0,0.45,1.0,Y
MOVE PLACE_3_0 PLACE_3_1,0.0,0.23,0.36,0.24,0.39,0.3,7.0,11.0,0.25,0.25,0.28,0.32,2.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.04,0.22,0.32,0.24,0.4,0.38,7.0,11.0,0.28,0.3,0.4,0.41,2.0,N
MOVE PLACE_3_1 PLACE_3_2,0.13,0.14,0.29,0.27,0.35,0.38,7.0,11.0,0.36,0.35,0.46,0.45,2.0,N
MOVE PLACE_3_2 PLACE_3_3,0.0,0.29,0.21,0.27,0.24,0.38,7.0,11.0,0.42,0.2,0.5,0.27,2.0,N
PICKUP PLACE_0_0 KEY_1,0.29,0.22,0.44,0.36,0.46,0.32,5.0,8.0,0.0,0.21,0.0,0.25,2.0,N
PICKUP PLACE_0_0 KEY_0,0.25,0.32,0.36,0.39,0.42,0.28,6.0,9.0,0.2,0.31,0.08,0.33,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.22,0.68,0.29,0.65,0.4,0.2,7.0,10.0,0.17,0.39,0.14,0.4,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.22,0.25,0.29,0.32,0.4,0.26,7.0,10.0,0.17,0.44,0.14,0.45,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.2,0.53,0.25,0.52,0.37,0.21,8.0,11.0,0.14,0.45,0.25,0.5,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.21,0.17,0.29,0.23,0.42,0.24,8.0,11.0,0.14,0.45,0.25,0.55,2.0,N
MOVE PLACE_2_0 PLACE_3_0,0.26,0.37,0.35,0.33,0.46,0.27,8.0,12.0,0.0,0.45,0.12,0.54,1.0,Y
MOVE PLACE_3_0 PLACE_3_1,0.0,0.21,0.32,0.21,0.36,0.28,8.0,12.0,0.33,0.32,0.4,0.42,2.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.07,0.2,0.29,0.21,0.38,0.35,8.0,12.0,0.35,0.36,0.45,0.46,2.0,N
MOVE PLACE_3_1 PLACE_3_2,0.12,0.13,0.26,0.24,0.33,0.35,8.0,12.0,0.42,0.41,0.5,0.5,2.0,N
MOVE PLACE_3_2 PLACE_3_3,0.11,0.27,0.19,0.24,0.23,0.35,8.0,12.0,0.46,0.27,0.53,0.33,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.33,0.22,0.55,0.36,0.58,0.4,4.0,7.0,0.0,0.0,0.0,0.07,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.29,0.22,0.55,0.36,0.67,0.41,4.0,7.0,0.0,0.25,0.0,0.43,2.0,N
MOVE PLACE_2_0 PLACE_2_1,0.12,0.22,0.46,0.36,0.45,0.41,6.0,7.0,0.0,0.0,0.0,0.14,2.0,N
MOVE PLACE_2_1 PLACE_2_2,0.0,0.24,0.31,0.46,0.37,0.41,8.0,7.0,0.14,0.0,0.19,0.14,2.0,N
MOVE PLACE_2_2 PLACE_2_3,0.0,0.2,0.27,0.46,0.31,0.5,10.0,7.0,0.56,0.0,0.6,0.14,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.0,0.18,0.24,0.53,0.27,0.57,12.0,7.0,0.64,0.0,0.67,0.0,2.0,N
PICKUP PLACE_0_0 KEY_1,0.29,0.22,0.44,0.36,0.46,0.32,5.0,8.0,0.0,0.21,0.0,0.25,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.29,0.3,0.42,0.4,0.5,0.31,5.0,8.0,0.0,0.29,0.0,0.31,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.29,0.22,0.46,0.36,0.56,0.31,5.0,8.0,0.0,0.14,0.0,0.25,2.0,N
MOVE PLACE_2_0 PLACE_3_0,0.29,0.61,0.53,0.61,0.6,0.34,5.0,9.0,0.0,0.25,0.0,0.33,1.0,Y
MOVE PLACE_3_0 PLACE_3_1,0.0,0.27,0.47,0.3,0.46,0.35,5.0,9.0,0.0,0.06,0.07,0.17,2.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.05,0.25,0.4,0.3,0.46,0.43,5.0,9.0,0.07,0.12,0.25,0.28,2.0,N
MOVE PLACE_3_1 PLACE_3_2,0.15,0.17,0.35,0.33,0.4,0.43,5.0,9.0,0.22,0.19,0.35,0.33,2.0,N
MOVE PLACE_3_2 PLACE_3_3,0.0,0.33,0.25,0.33,0.27,0.43,5.0,9.0,0.32,0.0,0.42,0.11,2.0,N
PICKUP PLACE_0_0 KEY_0,0.29,0.22,0.46,0.36,0.46,0.34,5.0,8.0,0.0,0.21,0.0,0.25,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.25,0.71,0.33,0.64,0.45,0.24,6.0,9.0,0.2,0.31,0.08,0.33,2.0,N
PICKUP PLACE_0_0 KEY_1,0.22,0.68,0.29,0.65,0.4,0.2,7.0,10.0,0.17,0.39,0.14,0.4,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.22,0.25,0.29,0.32,0.4,0.26,7.0,10.0,0.17,0.44,0.14,0.45,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.2,0.53,0.25,0.52,0.37,0.21,8.0,11.0,0.14,0.45,0.25,0.5,2.0,N
MOVE PLACE_1_0 PLACE_1_1,0.17,0.15,0.22,0.22,0.31,0.29,10.0,11.0,0.44,0.45,0.5,0.55,2.0,N
MOVE PLACE_1_1 PLACE_1_2,0.15,0.09,0.19,0.18,0.27,0.29,12.0,11.0,0.5,0.5,0.58,0.55,2.0,N
MOVE PLACE_1_2 PLACE_1_3,0.44,0.15,0.48,0.18,0.17,0.29,14.0,11.0,0.54,0.5,0.61,0.55,2.0,N
MOVE PLACE_1_3 PLACE_2_3,0.21,0.15,0.21,0.28,0.24,0.33,14.0,11.0,0.58,0.4,0.64,0.45,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.31,0.14,0.29,0.28,0.22,0.38,15.0,11.0,0.61,0.3,0.67,0.36,2.0,N
PICKUP PLACE_0_0 KEY_0,0.29,0.22,0.46,0.36,0.46,0.34,5.0,8.0,0.0,0.21,0.0,0.25,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.27,0.2,0.46,0.31,0.51,0.37,5.0,8.0,0.0,0.14,0.0,0.19,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.25,0.2,0.46,0.31,0.6,0.37,5.0,8.0,0.0,0.36,0.0,0.5,2.0,N
MOVE PLACE_2_0 PLACE_2_1,0.16,0.2,0.4,0.31,0.41,0.37,7.0,8.0,0.0,0.14,0.07,0.25,2.0,N
MOVE PLACE_2_1 PLACE_2_2,0.0,0.21,0.27,0.4,0.34,0.37,9.0,8.0,0.25,0.07,0.28,0.25,2.0,N
MOVE PLACE_2_2 PLACE_2_3,0.0,0.18,0.24,0.4,0.29,0.46,11.0,8.0,0.6,0.14,0.64,0.25,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.0,0.17,0.21,0.47,0.25,0.53,13.0,8.0,0.67,0.0,0.69,0.0,2.0,N
PICKUP PLACE_0_0 KEY_0,0.29,0.22,0.46,0.36,0.46,0.34,5.0,8.0,0.0,0.21,0.0,0.25,2.0,N
PICKUP PLACE_0_0 KEY_1,0.25,0.32,0.36,0.39,0.42,0.28,6.0,9.0,0.2,0.31,0.08,0.33,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.22,0.68,0.29,0.65,0.4,0.2,7.0,10.0,0.17,0.39,0.14,0.4,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.22,0.25,0.29,0.32,0.4,0.26,7.0,10.0,0.17,0.44,0.14,0.45,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.22,0.22,0.33,0.26,0.45,0.26,7.0,10.0,0.0,0.33,0.07,0.4,2.0,N
MOVE PLACE_2_0 PLACE_2_1,0.09,0.17,0.3,0.22,0.34,0.31,9.0,10.0,0.25,0.5,0.33,0.5,2.0,N
MOVE PLACE_2_1 PLACE_2_2,0.04,0.22,0.2,0.26,0.29,0.31,11.0,10.0,0.4,0.33,0.41,0.4,2.0,N
MOVE PLACE_2_2 PLACE_2_3,0.13,0.17,0.18,0.33,0.25,0.36,13.0,10.0,0.54,0.44,0.62,0.45,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.18,0.15,0.26,0.33,0.24,0.4,14.0,10.0,0.54,0.22,0.57,0.3,2.0,N
PICKUP PLACE_0_0 KEY_0,0.29,0.22,0.46,0.36,0.46,0.34,5.0,8.0,0.0,0.21,0.0,0.25,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.25,0.71,0.33,0.64,0.45,0.24,6.0,9.0,0.2,0.31,0.08,0.33,2.0,N
MOVE PLACE_0_0 PLACE_0_1,0.2,0.18,0.28,0.28,0.37,0.34,8.0,9.0,0.21,0.19,0.31,0.28,2.0,N
