ob,R1,D1,R2,D2,R3,D3,R4,D4,R5,D5,R6,D6,R7,Label
MOVE PLACE_2_0 PLACE_3_0,0.11,0.53,0.28,0.51,0.37,0.18,3.0,11.0,0.29,0.45,0.25,0.5,0.5,N
MOVE PLACE_3_0 PLACE_3_1,0.0,0.61,0.25,0.62,0.31,0.24,3.0,12.0,0.5,0.41,0.45,0.46,0.5,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.0,0.38,0.22,0.33,0.29,0.27,3.0,12.0,0.45,0.45,0.55,0.54,0.5,N
MOVE PLACE_3_1 PLACE_3_2,0.4,0.14,0.3,0.17,0.26,0.27,3.0,12.0,0.5,0.5,0.58,0.58,0.5,N
MOVE PLACE_3_2 PLACE_3_3,0.33,0.14,0.32,0.17,0.13,0.27,3.0,12.0,0.57,0.45,0.63,0.5,0.5,N
MOVE PLACE_3_3 PLACE_2_3,0.24,0.27,0.29,0.17,0.13,0.27,3.0,12.0,0.57,0.41,0.63,0.5,0.5,N
MOVE PLACE_2_3 PLACE_1_3,0.12,0.25,0.15,0.24,0.23,0.35,3.0,12.0,0.61,0.45,0.67,0.5,0.5,N
PICKUP PLACE_0_0 KEY_1,0.5,0.75,0.62,0.79,0.67,0.36,3.0,7.0,0.0,0.08,0.0,0.21,0.5,N
PICKUP PLACE_0_0 KEY_0,0.46,0.86,0.54,0.82,0.58,0.27,4.0,8.0,0.0,0.21,0.0,0.31,0.5,N
MOVE PLACE_0_0 PLACE_1_0,0.43,0.69,0.54,0.7,0.62,0.33,4.0,8.0,0.0,0.14,0.0,0.25,1.0,Y
MOVE PLACE_1_0 PLACE_2_0,0.14,0.36,0.43,0.5,0.45,0.28,4.0,9.0,0.0,0.38,0.08,0.44,0.5,N
MOVE PLACE_2_0 PLACE_2_1,0.05,0.33,0.33,0.31,0.37,0.28,4.0,9.0,0.21,0.38,0.25,0.5,0.5,N
MOVE PLACE_2_1 PLACE_2_2,0.13,0.35,0.29,0.5,0.26,0.33,4.0,9.0,0.39,0.38,0.45,0.5,0.5,N
MOVE PLACE_2_2 PLACE_2_3,0.27,0.3,0.36,0.27,0.22,0.34,4.0,9.0,0.55,0.31,0.58,0.39,0.5,N
MOVE PLACE_2_3 PLACE_3_3,0.19,0.15,0.27,0.24,0.19,0.29,4.0,11.0,0.62,0.55,0.61,0.55,0.5,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.35,0.14,0.39,0.2,0.18,0.27,4.0,12.0,0.64,0.55,0.67,0.58,0.5,N
MOVE PLACE_3_3 PLACE_2_3,0.25,0.15,0.33,0.2,0.18,0.27,4.0,12.0,0.64,0.5,0.67,0.54,0.5,N
MOVE PLACE_2_3 PLACE_1_3,0.21,0.15,0.33,0.27,0.18,0.31,4.0,12.0,0.6,0.45,0.62,0.5,0.5,N
PICKUP PLACE_0_0 KEY_1,0.5,0.75,0.62,0.79,0.67,0.36,3.0,7.0,0.0,0.08,0.0,0.21,0.5,N
MOVE PLACE_0_0 PLACE_1_0,0.5,0.71,0.64,0.7,0.71,0.36,3.0,7.0,0.0,0.08,0.0,0.14,1.0,Y
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.5,0.4,0.48,0.31,0.67,0.41,3.0,7.0,0.0,0.08,0.0,0.21,1.0,Y
MOVE PLACE_1_0 PLACE_2_0,0.29,0.52,0.4,0.58,0.45,0.21,3.0,9.0,0.0,0.25,0.0,0.39,0.5,N
MOVE PLACE_2_0 PLACE_2_1,0.2,0.33,0.31,0.37,0.37,0.33,3.0,9.0,0.29,0.38,0.44,0.5,0.5,N
MOVE PLACE_2_1 PLACE_2_2,0.43,0.36,0.47,0.47,0.31,0.34,3.0,9.0,0.39,0.38,0.5,0.5,0.5,N
MOVE PLACE_2_2 PLACE_2_3,0.29,0.26,0.38,0.25,0.16,0.34,3.0,9.0,0.45,0.31,0.54,0.39,0.5,N
MOVE PLACE_2_3 PLACE_3_3,0.25,0.15,0.35,0.22,0.14,0.29,3.0,11.0,0.58,0.5,0.61,0.45,0.5,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.31,0.14,0.34,0.19,0.13,0.27,3.0,12.0,0.57,0.45,0.63,0.5,0.5,N
MOVE PLACE_3_3 PLACE_2_3,0.24,0.14,0.31,0.19,0.13,0.27,3.0,12.0,0.57,0.41,0.63,0.5,0.5,N
MOVE PLACE_2_3 PLACE_1_3,0.12,0.15,0.16,0.26,0.23,0.35,3.0,12.0,0.61,0.45,0.67,0.5,0.5,N
PICKUP PLACE_0_0 KEY_0,0.5,0.33,0.64,0.31,0.67,0.36,3.0,7.0,0.0,0.08,0.0,0.21,0.5,N
PICKUP PLACE_0_0 KEY_1,0.46,0.86,0.54,0.82,0.58,0.27,4.0,8.0,0.0,0.21,0.0,0.31,0.5,N
MOVE PLACE_0_0 PLACE_1_0,0.43,0.69,0.54,0.7,0.62,0.33,4.0,8.0,0.0,0.14,0.0,0.25,1.0,Y
MOVE PLACE_1_0 PLACE_2_0,0.14,0.36,0.43,0.5,0.45,0.28,4.0,9.0,0.0,0.38,0.08,0.44,0.5,N
MOVE PLACE_2_0 PLACE_2_1,0.05,0.33,0.33,0.31,0.37,0.28,4.0,9.0,0.21,0.38,0.25,0.5,0.5,N
MOVE PLACE_2_1 PLACE_2_2,0.13,0.35,0.29,0.5,0.26,0.33,4.0,9.0,0.39,0.38,0.45,0.5,0.5,N
MOVE PLACE_2_2 PLACE_2_3,0.27,0.3,0.36,0.27,0.22,0.34,4.0,9.0,0.55,0.31,0.58,0.39,0.5,N
MOVE PLACE_2_3 PLACE_3_3,0.19,0.15,0.27,0.24,0.19,0.29,4.0,11.0,0.62,0.55,0.61,0.55,0.5,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.35,0.14,0.39,0.2,0.18,0.27,4.0,12.0,0.64,0.55,0.67,0.58,0.5,N
MOVE PLACE_3_3 PLACE_2_3,0.25,0.15,0.33,0.2,0.18,0.27,4.0,12.0,0.64,0.5,0.67,0.54,0.5,N
MOVE PLACE_2_3 PLACE_1_3,0.21,0.15,0.33,0.27,0.18,0.31,4.0,12.0,0.6,0.45,0.62,0.5,0.5,N
PICKUP PLACE_0_0 KEY_0,0.5,0.33,0.64,0.31,0.67,0.36,3.0,7.0,0.0,0.08,0.0,0.21,0.5,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.43,0.4,0.46,0.29,0.58,0.4,4.0,7.0,0.0,0.0,0.0,0.21,0.5,N
MOVE PLACE_0_0 PLACE_0_1,0.25,0.22,0.38,0.31,0.45,0.4,6.0,7.0,0.0,0.0,0.08,0.07,0.5,N
MOVE PLACE_0_1 PLACE_0_2,0.11,0.22,0.28,0.31,0.37,0.41,8.0,7.0,0.21,0.0,0.31,0.0,0.5,N
MOVE PLACE_0_2 PLACE_0_3,0.18,0.36,0.25,0.35,0.31,0.5,10.0,7.0,0.33,0.0,0.45,0.14,0.5,N
MOVE PLACE_0_3 PLACE_1_3,0.18,0.4,0.26,0.35,0.22,0.5,12.0,7.0,0.41,0.0,0.5,0.14,0.5,N
PICKUP PLACE_0_0 KEY_0,0.5,0.33,0.64,0.31,0.67,0.36,3.0,7.0,0.0,0.08,0.0,0.21,0.5,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.43,0.4,0.46,0.29,0.58,0.4,4.0,7.0,0.0,0.0,0.0,0.21,0.5,N
PICKUP PLACE_0_0 KEY_1,0.38,0.78,0.44,0.68,0.56,0.32,5.0,8.0,0.0,0.14,0.0,0.31,0.5,N
MOVE PLACE_0_0 PLACE_1_0,0.4,0.64,0.44,0.61,0.56,0.3,5.0,9.0,0.0,0.25,0.0,0.33,1.0,Y
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.44,0.4,0.35,0.35,0.55,0.34,5.0,9.0,0.0,0.31,0.0,0.44,1.0,Y
MOVE PLACE_1_0 PLACE_1_1,0.33,0.19,0.29,0.24,0.46,0.34,5.0,9.0,0.07,0.25,0.25,0.33,0.5,N
MOVE PLACE_1_1 PLACE_1_2,0.18,0.31,0.22,0.27,0.31,0.41,5.0,9.0,0.22,0.19,0.35,0.33,0.5,N
MOVE PLACE_1_2 PLACE_1_3,0.27,0.31,0.2,0.27,0.27,0.43,5.0,9.0,0.5,0.25,0.58,0.33,0.5,N
PICKUP PLACE_0_0 KEY_0,0.5,0.33,0.64,0.31,0.67,0.36,3.0,7.0,0.0,0.08,0.0,0.21,0.5,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.43,0.4,0.46,0.29,0.58,0.4,4.0,7.0,0.0,0.0,0.0,0.21,0.5,N
PICKUP PLACE_0_0 KEY_1,0.38,0.78,0.44,0.68,0.56,0.32,5.0,8.0,0.0,0.14,0.0,0.31,0.5,N
MOVE PLACE_0_0 PLACE_1_0,0.4,0.64,0.44,0.61,0.56,0.3,5.0,9.0,0.0,0.25,0.0,0.33,1.0,Y
MOVE PLACE_1_0 PLACE_2_0,0.22,0.33,0.35,0.42,0.4,0.26,5.0,10.0,0.08,0.44,0.21,0.5,0.5,N
MOVE PLACE_2_0 PLACE_3_0,0.09,0.37,0.25,0.35,0.34,0.19,5.0,12.0,0.38,0.5,0.33,0.54,0.5,N
MOVE PLACE_3_0 PLACE_3_1,0.0,0.58,0.23,0.57,0.29,0.22,5.0,13.0,0.6,0.46,0.5,0.5,0.5,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.0,0.26,0.2,0.27,0.27,0.25,5.0,13.0,0.55,0.5,0.58,0.58,0.5,N
MOVE PLACE_3_1 PLACE_3_2,0.03,0.13,0.18,0.16,0.24,0.25,5.0,13.0,0.54,0.54,0.61,0.62,0.5,N
MOVE PLACE_3_2 PLACE_3_3,0.35,0.13,0.36,0.16,0.17,0.25,5.0,13.0,0.67,0.54,0.69,0.58,0.5,N
MOVE PLACE_3_3 PLACE_2_3,0.31,0.25,0.31,0.16,0.17,0.25,5.0,13.0,0.67,0.54,0.69,0.58,0.5,N
MOVE PLACE_2_3 PLACE_1_3,0.36,0.24,0.4,0.22,0.17,0.29,5.0,13.0,0.62,0.5,0.68,0.54,0.5,N
PICKUP PLACE_0_0 KEY_0,0.5,0.33,0.64,0.31,0.67,0.36,3.0,7.0,0.0,0.08,0.0,0.21,0.5,N
PICKUP PLACE_0_0 KEY_1,0.46,0.86,0.54,0.82,0.58,0.27,4.0,8.0,0.0,0.21,0.0,0.31,0.5,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.38,0.78,0.44,0.68,0.56,0.32,5.0,8.0,0.0,0.14,0.0,0.31,0.5,N
MOVE PLACE_0_0 PLACE_1_0,0.4,0.64,0.44,0.61,0.56,0.3,5.0,9.0,0.0,0.25,0.0,0.33,1.0,Y
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.44,0.4,0.35,0.35,0.55,0.34,5.0,9.0,0.0,0.31,0.0,0.44,1.0,Y
MOVE PLACE_1_0 PLACE_2_0,0.28,0.45,0.3,0.46,0.37,0.18,5.0,11.0,0.07,0.4,0.25,0.5,0.5,N
MOVE PLACE_2_0 PLACE_2_1,0.17,0.29,0.24,0.28,0.31,0.29,5.0,11.0,0.44,0.45,0.45,0.55,0.5,N
MOVE PLACE_2_1 PLACE_2_2,0.38,0.31,0.38,0.36,0.27,0.29,5.0,11.0,0.5,0.5,0.58,0.59,0.5,N
MOVE PLACE_2_2 PLACE_2_3,0.25,0.22,0.31,0.19,0.14,0.29,5.0,11.0,0.58,0.45,0.64,0.5,0.5,N
MOVE PLACE_2_3 PLACE_3_3,0.22,0.13,0.3,0.17,0.12,0.25,5.0,13.0,0.63,0.58,0.66,0.54,0.5,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.33,0.12,0.31,0.15,0.12,0.24,5.0,14.0,0.62,0.54,0.68,0.57,0.5,N
MOVE PLACE_3_3 PLACE_2_3,0.21,0.12,0.26,0.15,0.12,0.24,5.0,14.0,0.62,0.5,0.68,0.57,0.5,N
MOVE PLACE_2_3 PLACE_1_3,0.2,0.18,0.2,0.21,0.2,0.32,5.0,14.0,0.66,0.54,0.71,0.57,0.5,N
PICKUP PLACE_0_0 KEY_0,0.5,0.33,0.64,0.31,0.67,0.36,3.0,7.0,0.0,0.08,0.0,0.21,0.5,N
PICKUP PLACE_0_0 KEY_1,0.46,0.86,0.54,0.82,0.58,0.27,4.0,8.0,0.0,0.21,0.0,0.31,0.5,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.38,0.78,0.44,0.68,0.56,0.32,5.0,8.0,0.0,0.14,0.0,0.31,0.5,N
MOVE PLACE_0_0 PLACE_1_0,0.4,0.64,0.44,0.61,0.56,0.3,5.0,9.0,0.0,0.25,0.0,0.33,1.0,Y
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.44,0.4,0.35,0.35,0.55,0.34,5.0,9.0,0.0,0.31,0.0,0.44,1.0,Y
MOVE PLACE_1_0 PLACE_1_1,0.33,0.19,0.29,0.24,0.46,0.34,5.0,9.0,0.07,0.25,0.25,0.33,0.5,N
MOVE PLACE_1_1 PLACE_1_2,0.18,0.31,0.22,0.27,0.31,0.41,5.0,9.0,0.22,0.19,0.35,0.33,0.5,N
MOVE PLACE_1_2 PLACE_1_3,0.27,0.31,0.2,0.27,0.27,0.43,5.0,9.0,0.5,0.25,0.58,0.33,0.5,N
PICKUP PLACE_0_0 KEY_0,0.5,0.33,0.64,0.31,0.67,0.36,3.0,7.0,0.0,0.08,0.0,0.21,0.5,N
PICKUP PLACE_0_0 KEY_1,0.46,0.86,0.54,0.82,0.58,0.27,4.0,8.0,0.0,0.21,0.0,0.31,0.5,N
MOVE PLACE_0_0 PLACE_1_0,0.43,0.69,0.54,0.7,0.62,0.33,4.0,8.0,0.0,0.14,0.0,0.25,1.0,Y
MOVE PLACE_1_0 PLACE_2_0,0.14,0.36,0.43,0.5,0.45,0.28,4.0,9.0,0.0,0.38,0.08,0.44,0.5,N
MOVE PLACE_2_0 PLACE_2_1,0.05,0.33,0.33,0.31,0.37,0.28,4.0,9.0,0.21,0.38,0.25,0.5,0.5,N
MOVE PLACE_2_1 PLACE_2_2,0.13,0.35,0.29,0.5,0.26,0.33,4.0,9.0,0.39,0.38,0.45,0.5,0.5,N
MOVE PLACE_2_2 PLACE_2_3,0.27,0.3,0.36,0.27,0.22,0.34,4.0,9.0,0.55,0.31,0.58,0.39,0.5,N
MOVE PLACE_2_3 PLACE_1_3,0.25,0.29,0.4,0.35,0.23,0.38,4.0,9.0,0.5,0.25,0.54,0.33,0.5,N
PICKUP PLACE_0_0 KEY_1,0.5,0.75,0.62,0.79,0.67,0.36,3.0,7.0,0.0,0.08,0.0,0.21,0.5,N
PICKUP PLACE_0_0 KEY_0,0.46,0.86,0.54,0.82,0.58,0.27,4.0,8.0,0.0,0.21,0.0,0.31,0.5,N
MOVE PLACE_0_0 PLACE_1_0,0.43,0.69,0.54,0.7,0.62,0.33,4.0,8.0,0.0,0.14,0.0,0.25,1.0,Y
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.5,0.36,0.44,0.28,0.6,0.37,4.0,8.0,0.0,0.21,0.0,0.38,1.0,Y
MOVE PLACE_1_0 PLACE_1_1,0.3,0.2,0.33,0.28,0.45,0.37,4.0,8.0,0.0,0.14,0.14,0.25,0.5,N
MOVE PLACE_1_1 PLACE_1_2,0.17,0.28,0.25,0.32,0.34,0.42,4.0,8.0,0.25,0.14,0.33,0.25,0.5,N
MOVE PLACE_1_2 PLACE_1_3,0.29,0.33,0.19,0.32,0.29,0.46,4.0,8.0,0.45,0.14,0.55,0.25,0.5,N
PICKUP PLACE_0_0 KEY_0,0.5,0.33,0.64,0.31,0.67,0.36,3.0,7.0,0.0,0.08,0.0,0.21,0.5,N
PICKUP PLACE_0_0 KEY_1,0.46,0.86,0.54,0.82,0.58,0.27,4.0,8.0,0.0,0.21,0.0,0.31,0.5,N
MOVE PLACE_0_0 PLACE_1_0,0.43,0.69,0.54,0.7,0.62,0.33,4.0,8.0,0.0,0.14,0.0,0.25,1.0,Y
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.5,0.36,0.44,0.28,0.6,0.37,4.0,8.0,0.0,0.21,0.0,0.38,1.0,Y
MOVE PLACE_1_0 PLACE_2_0,0.25,0.48,0.35,0.52,0.4,0.19,4.0,10.0,0.0,0.33,0.14,0.45,0.5,N
MOVE PLACE_2_0 PLACE_2_1,0.18,0.31,0.28,0.33,0.34,0.31,4.0,10.0,0.38,0.44,0.39,0.55,0.5,N
MOVE PLACE_2_1 PLACE_2_2,0.4,0.33,0.43,0.42,0.29,0.31,4.0,10.0,0.45,0.44,0.55,0.55,0.5,N
MOVE PLACE_2_2 PLACE_2_3,0.27,0.28,0.35,0.22,0.15,0.31,4.0,10.0,0.5,0.39,0.58,0.45,0.5,N
MOVE PLACE_2_3 PLACE_3_3,0.24,0.14,0.32,0.2,0.13,0.27,4.0,12.0,0.61,0.55,0.63,0.5,0.5,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.32,0.13,0.33,0.17,0.13,0.25,4.0,13.0,0.6,0.58,0.66,0.62,0.5,N
MOVE PLACE_3_3 PLACE_2_3,0.22,0.13,0.29,0.17,0.13,0.25,4.0,13.0,0.6,0.46,0.66,0.54,0.5,N
MOVE PLACE_2_3 PLACE_1_3,0.11,0.19,0.16,0.24,0.22,0.33,4.0,13.0,0.63,0.5,0.69,0.54,0.5,N
PICKUP PLACE_0_0 KEY_0,0.5,0.33,0.64,0.31,0.67,0.36,3.0,7.0,0.0,0.08,0.0,0.21,0.5,N
PICKUP PLACE_0_0 KEY_1,0.46,0.86,0.54,0.82,0.58,0.27,4.0,8.0,0.0,0.21,0.0,0.31,0.5,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.38,0.78,0.44,0.68,0.56,0.32,5.0,8.0,0.0,0.14,0.0,0.31,0.5,N
MOVE PLACE_0_0 PLACE_1_0,0.4,0.64,0.44,0.61,0.56,0.3,5.0,9.0,0.0,0.25,0.0,0.33,1.0,Y
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.44,0.4,0.35,0.35,0.55,0.34,5.0,9.0,0.0,0.31,0.0,0.44,1.0,Y
MOVE PLACE_1_0 PLACE_2_0,0.28,0.45,0.3,0.46,0.37,0.18,5.0,11.0,0.07,0.4,0.25,0.5,0.5,N
