ob,R1,D1,R2,D2,R3,D3,R4,D4,R5,D5,R6,D6,R7,Label
BOARD C2 L1,0.22,0.2,0.28,0.16,0.31,0.24,8.0,9.0,0.36,0.56,0.5,0.67,1.0,N
SAIL L1 L3,0.2,0.11,0.26,0.16,0.28,0.27,9.0,9.0,0.44,0.62,0.56,0.67,1.0,N
DEBARK C2 L3,0.2,0.1,0.13,0.16,0.24,0.27,11.0,9.0,0.65,0.5,0.73,0.56,1.25,N
SAIL L4 L2,0.43,0.24,0.37,0.11,0.43,0.29,5.0,10.0,0.12,0.11,0.4,0.45,1.25,N
SAIL L2 L1,0.43,0.18,0.27,0.11,0.45,0.28,5.0,10.0,0.12,0.17,0.4,0.45,0.75,N
BOARD C1 L1,0.33,0.18,0.25,0.16,0.35,0.21,7.0,10.0,0.33,0.28,0.36,0.5,0.75,N
SAIL L1 L3,0.26,0.17,0.32,0.1,0.26,0.19,9.0,11.0,0.44,0.5,0.56,0.55,1.25,N
DEBARK C1 L3,0.2,0.08,0.22,0.08,0.27,0.2,9.0,13.0,0.56,0.38,0.5,0.58,1.25,N
SAIL L3 L1,0.1,0.0,0.17,0.08,0.28,0.16,9.0,13.0,0.56,0.5,0.67,0.62,0.75,N
BOARD C2 L1,0.18,0.08,0.26,0.08,0.28,0.16,9.0,13.0,0.44,0.79,0.56,0.85,1.0,N
SAIL L1 L3,0.17,0.07,0.25,0.12,0.26,0.17,10.0,13.0,0.5,0.71,0.6,0.77,1.0,N
DEBARK C2 L3,0.08,0.07,0.12,0.12,0.22,0.17,12.0,13.0,0.68,0.71,0.75,0.77,1.25,N
BOARD C1 L3,0.13,0.07,0.1,0.12,0.2,0.17,14.0,13.0,0.69,0.71,0.68,0.77,1.25,N
SAIL L3 L2,0.12,0.07,0.1,0.12,0.15,0.2,16.0,13.0,0.7,0.75,0.75,0.77,1.25,N
DEBARK C1 L2,0.03,0.07,0.13,0.12,0.16,0.2,16.0,13.0,0.77,0.67,0.72,0.69,1.25,N
SAIL L4 L1,0.5,0.2,0.3,0.21,0.52,0.31,4.0,9.0,0.0,0.06,0.25,0.39,0.75,N
BOARD C1 L1,0.38,0.2,0.27,0.22,0.39,0.23,6.0,9.0,0.2,0.19,0.25,0.44,0.75,N
SAIL L1 L3,0.33,0.18,0.33,0.11,0.29,0.21,8.0,10.0,0.36,0.44,0.5,0.5,1.25,N
DEBARK C1 L3,0.22,0.15,0.24,0.12,0.3,0.22,8.0,12.0,0.5,0.32,0.44,0.54,1.25,N
SAIL L3 L2,0.16,0.14,0.18,0.08,0.27,0.16,9.0,13.0,0.5,0.29,0.5,0.58,1.25,N
SAIL L2 L1,0.1,0.11,0.17,0.08,0.28,0.16,9.0,13.0,0.56,0.5,0.67,0.62,0.75,N
BOARD C2 L1,0.18,0.14,0.26,0.08,0.28,0.16,9.0,13.0,0.44,0.79,0.56,0.85,1.0,N
SAIL L1 L3,0.17,0.11,0.25,0.08,0.26,0.17,10.0,13.0,0.5,0.71,0.6,0.77,1.0,N
DEBARK C2 L3,0.08,0.14,0.12,0.08,0.22,0.17,12.0,13.0,0.68,0.71,0.75,0.77,1.25,N
BOARD C1 L3,0.07,0.11,0.1,0.08,0.2,0.17,14.0,13.0,0.69,0.71,0.68,0.77,1.25,N
SAIL L3 L2,0.12,0.07,0.1,0.12,0.15,0.2,16.0,13.0,0.7,0.75,0.75,0.77,1.25,N
DEBARK C1 L2,0.06,0.07,0.13,0.12,0.16,0.2,16.0,13.0,0.77,0.67,0.72,0.69,1.25,N
SAIL L4 L2,0.43,0.24,0.37,0.11,0.43,0.29,5.0,10.0,0.12,0.11,0.4,0.45,1.25,N
SAIL L2 L1,0.43,0.18,0.27,0.11,0.45,0.28,5.0,10.0,0.12,0.17,0.4,0.45,0.75,N
BOARD C1 L1,0.33,0.18,0.25,0.16,0.35,0.21,7.0,10.0,0.33,0.28,0.36,0.5,0.75,N
SAIL L1 L3,0.26,0.17,0.32,0.1,0.26,0.19,9.0,11.0,0.44,0.5,0.56,0.55,1.25,N
DEBARK C1 L3,0.2,0.08,0.22,0.08,0.27,0.2,9.0,13.0,0.56,0.38,0.5,0.58,1.25,N
SAIL L3 L2,0.1,0.13,0.16,0.08,0.25,0.15,10.0,14.0,0.56,0.35,0.55,0.61,1.25,N
SAIL L2 L1,0.09,0.07,0.16,0.08,0.26,0.15,10.0,14.0,0.61,0.54,0.7,0.64,0.75,N
BOARD C2 L1,0.13,0.13,0.25,0.08,0.26,0.15,10.0,14.0,0.5,0.81,0.6,0.86,1.0,N
SAIL L1 L2,0.12,0.0,0.24,0.07,0.24,0.14,11.0,15.0,0.55,0.79,0.64,0.87,1.0,N
SAIL L2 L3,0.11,0.0,0.23,0.07,0.22,0.15,12.0,15.0,0.59,0.75,0.67,0.8,1.0,N
DEBARK C2 L3,0.07,0.03,0.12,0.07,0.2,0.15,14.0,15.0,0.73,0.75,0.79,0.8,1.25,N
BOARD C1 L3,0.06,0.0,0.1,0.07,0.17,0.15,16.0,15.0,0.73,0.75,0.72,0.8,1.25,N
SAIL L3 L2,0.11,-0.07,0.06,0.11,0.14,0.18,18.0,15.0,0.74,0.79,0.78,0.8,1.25,N
DEBARK C1 L2,0.05,-0.03,0.09,0.11,0.14,0.18,18.0,15.0,0.79,0.71,0.75,0.73,1.25,N
SAIL L4 L2,0.43,0.24,0.37,0.11,0.43,0.29,5.0,10.0,0.12,0.11,0.4,0.45,1.25,N
SAIL L2 L1,0.43,0.18,0.27,0.11,0.45,0.28,5.0,10.0,0.12,0.17,0.4,0.45,0.75,N
BOARD C1 L1,0.33,0.18,0.25,0.16,0.35,0.21,7.0,10.0,0.33,0.28,0.36,0.5,0.75,N
SAIL L1 L2,0.3,0.18,0.28,0.11,0.26,0.21,9.0,10.0,0.44,0.67,0.56,0.8,1.25,N
DEBARK C1 L2,0.27,0.18,0.18,0.11,0.27,0.21,9.0,10.0,0.56,0.67,0.5,0.8,1.25,N
SAIL L2 L1,0.11,0.18,0.17,0.15,0.28,0.21,9.0,10.0,0.56,0.61,0.67,0.7,0.75,N
BOARD C2 L1,0.2,0.18,0.26,0.15,0.28,0.21,9.0,10.0,0.44,0.61,0.56,0.7,1.0,N
SAIL L1 L3,0.22,0.1,0.25,0.15,0.26,0.25,10.0,10.0,0.5,0.67,0.6,0.7,1.0,N
DEBARK C2 L3,0.18,0.09,0.12,0.15,0.22,0.25,12.0,10.0,0.68,0.56,0.75,0.6,1.25,N
SAIL L4 L2,0.43,0.24,0.37,0.11,0.43,0.29,5.0,10.0,0.12,0.11,0.4,0.45,1.25,N
SAIL L2 L1,0.43,0.18,0.27,0.11,0.45,0.28,5.0,10.0,0.12,0.17,0.4,0.45,0.75,N
BOARD C1 L1,0.33,0.18,0.25,0.16,0.35,0.21,7.0,10.0,0.33,0.28,0.36,0.5,0.75,N
SAIL L1 L3,0.26,0.17,0.32,0.1,0.26,0.19,9.0,11.0,0.44,0.5,0.56,0.55,1.25,N
DEBARK C1 L3,0.2,0.08,0.22,0.08,0.27,0.2,9.0,13.0,0.56,0.38,0.5,0.58,1.25,N
SAIL L3 L2,0.1,0.13,0.16,0.08,0.25,0.15,10.0,14.0,0.56,0.35,0.55,0.61,1.25,N
SAIL L2 L1,0.09,0.07,0.16,0.08,0.26,0.15,10.0,14.0,0.61,0.54,0.7,0.64,0.75,N
BOARD C2 L1,0.13,0.13,0.25,0.08,0.26,0.15,10.0,14.0,0.5,0.81,0.6,0.86,1.0,N
SAIL L1 L3,0.15,0.07,0.24,0.08,0.24,0.16,11.0,14.0,0.55,0.73,0.64,0.79,1.0,N
DEBARK C2 L3,0.07,0.07,0.12,0.08,0.21,0.16,13.0,14.0,0.71,0.73,0.77,0.79,1.25,N
BOARD C1 L3,0.06,0.07,0.1,0.08,0.18,0.16,15.0,14.0,0.71,0.73,0.7,0.79,1.25,N
SAIL L3 L2,0.11,0.07,0.1,0.11,0.14,0.19,17.0,14.0,0.72,0.77,0.76,0.79,1.25,N
DEBARK C1 L2,0.06,0.07,0.12,0.11,0.15,0.19,17.0,14.0,0.78,0.69,0.74,0.71,1.25,N
SAIL L4 L1,0.5,0.2,0.3,0.21,0.52,0.31,4.0,9.0,0.0,0.06,0.25,0.39,0.75,N
BOARD C1 L1,0.38,0.2,0.27,0.22,0.39,0.23,6.0,9.0,0.2,0.19,0.25,0.44,0.75,N
SAIL L1 L3,0.33,0.18,0.33,0.11,0.29,0.21,8.0,10.0,0.36,0.44,0.5,0.5,1.25,N
DEBARK C1 L3,0.22,0.15,0.24,0.12,0.3,0.22,8.0,12.0,0.5,0.32,0.44,0.54,1.25,N
SAIL L3 L1,0.11,0.15,0.18,0.08,0.31,0.18,8.0,12.0,0.5,0.45,0.62,0.58,0.75,N
BOARD C2 L1,0.22,0.15,0.28,0.08,0.31,0.18,8.0,12.0,0.36,0.77,0.5,0.83,1.0,N
SAIL L1 L3,0.2,0.15,0.26,0.12,0.28,0.18,9.0,12.0,0.44,0.68,0.56,0.75,1.0,N
DEBARK C2 L3,0.08,0.15,0.13,0.15,0.24,0.18,11.0,12.0,0.65,0.68,0.73,0.75,1.25,N
BOARD C1 L3,0.14,0.08,0.11,0.12,0.21,0.18,13.0,12.0,0.67,0.68,0.65,0.75,1.25,N
SAIL L3 L2,0.12,0.08,0.1,0.12,0.16,0.21,15.0,12.0,0.68,0.73,0.73,0.75,1.25,N
DEBARK C1 L2,0.06,0.08,0.13,0.12,0.17,0.21,15.0,12.0,0.75,0.64,0.7,0.67,1.25,N
SAIL L4 L1,0.5,0.2,0.3,0.21,0.52,0.31,4.0,9.0,0.0,0.06,0.25,0.39,0.75,N
BOARD C1 L1,0.38,0.2,0.27,0.22,0.39,0.23,6.0,9.0,0.2,0.19,0.25,0.44,0.75,N
SAIL L1 L3,0.33,0.18,0.33,0.11,0.29,0.21,8.0,10.0,0.36,0.44,0.5,0.5,1.25,N
DEBARK C1 L3,0.22,0.15,0.24,0.12,0.3,0.22,8.0,12.0,0.5,0.32,0.44,0.54,1.25,N
SAIL L3 L1,0.11,0.15,0.18,0.08,0.31,0.18,8.0,12.0,0.5,0.45,0.62,0.58,0.75,N
BOARD C2 L1,0.22,0.15,0.28,0.08,0.31,0.18,8.0,12.0,0.36,0.77,0.5,0.83,1.0,N
SAIL L1 L2,0.2,0.04,0.26,0.08,0.28,0.16,9.0,13.0,0.44,0.75,0.56,0.85,1.0,N
SAIL L2 L3,0.17,0.0,0.25,0.12,0.26,0.17,10.0,13.0,0.5,0.71,0.6,0.77,1.0,N
DEBARK C2 L3,0.08,0.07,0.12,0.12,0.22,0.17,12.0,13.0,0.68,0.71,0.75,0.77,1.25,N
BOARD C1 L3,0.07,0.0,0.1,0.12,0.2,0.17,14.0,13.0,0.69,0.71,0.68,0.77,1.25,N
SAIL L3 L2,0.12,0.0,0.07,0.12,0.15,0.2,16.0,13.0,0.7,0.75,0.75,0.77,1.25,N
DEBARK C1 L2,0.06,0.0,0.1,0.12,0.16,0.2,16.0,13.0,0.77,0.67,0.72,0.69,1.25,N
SAIL L4 L1,0.5,0.2,0.3,0.21,0.52,0.31,4.0,9.0,0.0,0.06,0.25,0.39,0.75,N
BOARD C1 L1,0.38,0.2,0.27,0.22,0.39,0.23,6.0,9.0,0.2,0.19,0.25,0.44,0.75,N
SAIL L1 L3,0.33,0.18,0.33,0.11,0.29,0.21,8.0,10.0,0.36,0.44,0.5,0.5,1.25,N
DEBARK C1 L3,0.22,0.15,0.24,0.12,0.3,0.22,8.0,12.0,0.5,0.32,0.44,0.54,1.25,N
SAIL L3 L2,0.16,0.14,0.18,0.08,0.27,0.16,9.0,13.0,0.5,0.29,0.5,0.58,1.25,N
SAIL L2 L1,0.1,0.11,0.17,0.08,0.28,0.16,9.0,13.0,0.56,0.5,0.67,0.62,0.75,N
BOARD C2 L1,0.18,0.14,0.26,0.08,0.28,0.16,9.0,13.0,0.44,0.79,0.56,0.85,1.0,N
SAIL L1 L2,0.17,0.0,0.25,0.08,0.26,0.15,10.0,14.0,0.5,0.77,0.6,0.86,1.0,N
SAIL L2 L3,0.12,0.0,0.24,0.08,0.24,0.16,11.0,14.0,0.55,0.73,0.64,0.79,1.0,N
DEBARK C2 L3,0.07,0.07,0.12,0.08,0.21,0.16,13.0,14.0,0.71,0.73,0.77,0.79,1.25,N
BOARD C1 L3,0.06,0.0,0.1,0.08,0.18,0.16,15.0,14.0,0.71,0.73,0.7,0.79,1.25,N
SAIL L3 L2,0.11,-0.04,0.06,0.11,0.14,0.19,17.0,14.0,0.72,0.77,0.76,0.79,1.25,N
DEBARK C1 L2,0.06,-0.04,0.1,0.11,0.15,0.19,17.0,14.0,0.78,0.69,0.74,0.71,1.25,N
