ob,R1,D1,R2,D2,R3,D3,R4,D4,R5,D5,R6,D6,R7,Label
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.2,0.68,0.28,0.65,0.32,0.2,8.0,10.0,0.43,0.39,0.31,0.4,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.12,0.25,0.28,0.32,0.36,0.26,8.0,10.0,0.43,0.44,0.31,0.45,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.11,0.22,0.32,0.26,0.37,0.26,8.0,10.0,0.14,0.33,0.25,0.4,2.0,N
MOVE PLACE_2_0 PLACE_3_0,0.1,0.53,0.38,0.5,0.42,0.29,8.0,11.0,0.14,0.4,0.19,0.45,2.0,N
MOVE PLACE_3_0 PLACE_3_1,0.1,0.23,0.41,0.24,0.5,0.3,8.0,11.0,0.0,0.25,0.12,0.32,1.0,Y
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.18,0.22,0.36,0.24,0.43,0.38,8.0,11.0,0.0,0.3,0.11,0.41,1.0,Y
MOVE PLACE_3_1 PLACE_3_2,0.0,0.14,0.3,0.27,0.38,0.38,8.0,11.0,0.35,0.35,0.45,0.45,2.0,N
MOVE PLACE_3_2 PLACE_3_3,0.12,0.29,0.21,0.27,0.33,0.38,8.0,11.0,0.42,0.2,0.5,0.27,2.0,N
PICKUP PLACE_0_0 KEY_0,0.25,0.22,0.43,0.36,0.41,0.34,6.0,8.0,0.2,0.21,0.0,0.25,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.22,0.71,0.35,0.64,0.41,0.24,7.0,9.0,0.33,0.31,0.14,0.33,2.0,N
PICKUP PLACE_0_0 KEY_1,0.2,0.68,0.28,0.65,0.32,0.2,8.0,10.0,0.43,0.39,0.31,0.4,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.12,0.25,0.28,0.32,0.36,0.26,8.0,10.0,0.43,0.44,0.31,0.45,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.11,0.53,0.24,0.52,0.34,0.21,9.0,11.0,0.38,0.45,0.44,0.5,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.15,0.17,0.27,0.23,0.34,0.24,9.0,11.0,0.25,0.45,0.33,0.55,2.0,N
MOVE PLACE_2_0 PLACE_2_1,0.08,0.15,0.22,0.19,0.29,0.29,11.0,11.0,0.35,0.5,0.41,0.59,2.0,N
MOVE PLACE_2_1 PLACE_2_2,0.13,0.15,0.2,0.23,0.21,0.29,13.0,11.0,0.58,0.4,0.62,0.45,2.0,N
MOVE PLACE_2_2 PLACE_2_3,0.24,0.16,0.19,0.29,0.24,0.33,14.0,11.0,0.54,0.4,0.61,0.45,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.12,0.14,0.21,0.29,0.24,0.38,14.0,11.0,0.42,0.3,0.5,0.36,2.0,N
PICKUP PLACE_0_0 KEY_1,0.25,0.22,0.38,0.36,0.4,0.32,6.0,8.0,0.2,0.21,0.0,0.25,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.21,0.3,0.38,0.4,0.42,0.31,6.0,8.0,0.2,0.29,0.08,0.31,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.18,0.62,0.31,0.65,0.41,0.27,7.0,9.0,0.17,0.31,0.07,0.39,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.13,0.19,0.35,0.29,0.41,0.28,7.0,9.0,0.0,0.31,0.14,0.44,2.0,N
MOVE PLACE_2_0 PLACE_2_1,0.09,0.18,0.28,0.25,0.34,0.34,9.0,9.0,0.19,0.38,0.28,0.5,2.0,N
MOVE PLACE_2_1 PLACE_2_2,0.15,0.18,0.25,0.29,0.25,0.34,11.0,9.0,0.5,0.25,0.55,0.33,2.0,N
MOVE PLACE_2_2 PLACE_2_3,0.27,0.19,0.23,0.37,0.27,0.38,12.0,9.0,0.45,0.25,0.54,0.33,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.14,0.17,0.25,0.37,0.28,0.43,12.0,9.0,0.32,0.12,0.42,0.22,2.0,N
PICKUP PLACE_0_0 KEY_1,0.25,0.22,0.38,0.36,0.4,0.32,6.0,8.0,0.2,0.21,0.0,0.25,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.21,0.3,0.38,0.4,0.42,0.31,6.0,8.0,0.2,0.29,0.08,0.31,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.18,0.62,0.31,0.65,0.41,0.27,7.0,9.0,0.17,0.31,0.07,0.39,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.13,0.19,0.35,0.29,0.41,0.28,7.0,9.0,0.0,0.31,0.14,0.44,2.0,N
MOVE PLACE_2_0 PLACE_3_0,0.11,0.42,0.42,0.4,0.46,0.31,7.0,10.0,0.0,0.33,0.14,0.45,2.0,N
MOVE PLACE_3_0 PLACE_3_1,0.11,0.24,0.45,0.26,0.54,0.32,7.0,10.0,0.0,0.17,0.0,0.3,1.0,Y
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.2,0.23,0.39,0.26,0.46,0.4,7.0,10.0,0.0,0.22,0.0,0.35,1.0,Y
MOVE PLACE_3_1 PLACE_3_2,0.0,0.15,0.32,0.29,0.4,0.4,7.0,10.0,0.28,0.28,0.4,0.4,2.0,N
MOVE PLACE_3_2 PLACE_3_3,0.15,0.31,0.23,0.29,0.35,0.4,7.0,10.0,0.36,0.11,0.46,0.2,2.0,N
PICKUP PLACE_0_0 KEY_1,0.25,0.22,0.38,0.36,0.4,0.32,6.0,8.0,0.2,0.21,0.0,0.25,2.0,N
PICKUP PLACE_0_0 KEY_0,0.22,0.32,0.33,0.39,0.35,0.28,7.0,9.0,0.33,0.31,0.14,0.33,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.18,0.27,0.33,0.35,0.38,0.28,7.0,9.0,0.33,0.38,0.21,0.39,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.11,0.59,0.28,0.59,0.37,0.25,8.0,10.0,0.29,0.39,0.19,0.45,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.12,0.17,0.32,0.26,0.37,0.26,8.0,10.0,0.14,0.39,0.25,0.5,2.0,N
MOVE PLACE_2_0 PLACE_3_0,0.1,0.39,0.38,0.37,0.42,0.29,8.0,11.0,0.14,0.4,0.25,0.5,2.0,N
MOVE PLACE_3_0 PLACE_3_1,0.1,0.23,0.41,0.24,0.5,0.3,8.0,11.0,0.0,0.25,0.12,0.36,1.0,Y
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.18,0.22,0.36,0.24,0.43,0.38,8.0,11.0,0.0,0.3,0.11,0.41,1.0,Y
MOVE PLACE_3_1 PLACE_3_2,0.0,0.14,0.3,0.27,0.38,0.38,8.0,11.0,0.35,0.35,0.45,0.45,2.0,N
MOVE PLACE_3_2 PLACE_3_3,0.14,0.29,0.21,0.27,0.33,0.38,8.0,11.0,0.42,0.2,0.5,0.27,2.0,N
PICKUP PLACE_0_0 KEY_0,0.25,0.22,0.43,0.36,0.41,0.34,6.0,8.0,0.2,0.21,0.0,0.25,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.22,0.71,0.35,0.64,0.41,0.24,7.0,9.0,0.33,0.31,0.14,0.33,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.16,0.2,0.35,0.25,0.41,0.34,7.0,9.0,0.0,0.25,0.07,0.28,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.2,0.18,0.35,0.25,0.5,0.34,7.0,9.0,0.0,0.31,0.0,0.44,2.0,N
MOVE PLACE_2_0 PLACE_2_1,0.0,0.18,0.32,0.25,0.34,0.34,9.0,9.0,0.25,0.25,0.22,0.33,2.0,N
MOVE PLACE_2_1 PLACE_2_2,0.0,0.19,0.21,0.33,0.29,0.34,11.0,9.0,0.4,0.19,0.36,0.33,2.0,N
MOVE PLACE_2_2 PLACE_2_3,0.0,0.17,0.19,0.33,0.26,0.43,13.0,9.0,0.54,0.25,0.62,0.33,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.0,0.15,0.17,0.4,0.23,0.5,15.0,9.0,0.61,0.0,0.67,0.11,2.0,N
PICKUP PLACE_0_0 KEY_0,0.25,0.22,0.43,0.36,0.41,0.34,6.0,8.0,0.2,0.21,0.0,0.25,2.0,N
PICKUP PLACE_0_0 KEY_1,0.22,0.32,0.33,0.39,0.35,0.28,7.0,9.0,0.33,0.31,0.14,0.33,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.2,0.68,0.28,0.65,0.32,0.2,8.0,10.0,0.43,0.39,0.31,0.4,2.0,N
MOVE PLACE_0_0 PLACE_0_1,0.1,0.18,0.26,0.25,0.27,0.27,10.0,10.0,0.39,0.28,0.45,0.35,2.0,N
MOVE PLACE_0_1 PLACE_0_2,0.15,0.09,0.22,0.21,0.23,0.31,12.0,10.0,0.45,0.39,0.5,0.5,2.0,N
MOVE PLACE_0_2 PLACE_0_3,0.59,0.13,0.6,0.21,0.22,0.31,13.0,10.0,0.42,0.44,0.46,0.4,2.0,N
MOVE PLACE_0_3 PLACE_1_3,0.5,0.17,0.55,0.21,0.23,0.31,13.0,10.0,0.46,0.44,0.5,0.4,2.0,N
MOVE PLACE_1_3 PLACE_2_3,0.2,0.17,0.19,0.32,0.25,0.36,13.0,10.0,0.5,0.44,0.54,0.45,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.13,0.21,0.22,0.32,0.26,0.4,13.0,10.0,0.38,0.22,0.42,0.3,2.0,N
PICKUP PLACE_0_0 KEY_1,0.25,0.22,0.38,0.36,0.4,0.32,6.0,8.0,0.2,0.21,0.0,0.25,2.0,N
PICKUP PLACE_0_0 KEY_0,0.22,0.32,0.33,0.39,0.35,0.28,7.0,9.0,0.33,0.31,0.14,0.33,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.2,0.68,0.28,0.65,0.32,0.2,8.0,10.0,0.43,0.39,0.31,0.4,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.12,0.25,0.28,0.32,0.36,0.26,8.0,10.0,0.43,0.44,0.31,0.45,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.11,0.53,0.24,0.52,0.34,0.21,9.0,11.0,0.38,0.45,0.44,0.5,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.15,0.17,0.27,0.23,0.34,0.24,9.0,11.0,0.25,0.45,0.33,0.55,2.0,N
MOVE PLACE_2_0 PLACE_2_1,0.08,0.15,0.22,0.19,0.29,0.29,11.0,11.0,0.35,0.5,0.41,0.59,2.0,N
MOVE PLACE_2_1 PLACE_2_2,0.13,0.15,0.2,0.23,0.21,0.29,13.0,11.0,0.58,0.4,0.62,0.45,2.0,N
MOVE PLACE_2_2 PLACE_2_3,0.24,0.16,0.19,0.29,0.24,0.33,14.0,11.0,0.54,0.4,0.61,0.45,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.12,0.14,0.21,0.29,0.24,0.38,14.0,11.0,0.42,0.3,0.5,0.36,2.0,N
PICKUP PLACE_0_0 KEY_0,0.25,0.22,0.43,0.36,0.41,0.34,6.0,8.0,0.2,0.21,0.0,0.25,2.0,N
PICKUP PLACE_0_0 KEY_1,0.22,0.32,0.33,0.39,0.35,0.28,7.0,9.0,0.33,0.31,0.14,0.33,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.2,0.68,0.28,0.65,0.32,0.2,8.0,10.0,0.43,0.39,0.31,0.4,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.12,0.25,0.28,0.32,0.36,0.26,8.0,10.0,0.43,0.44,0.31,0.45,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.11,0.53,0.24,0.52,0.34,0.21,9.0,11.0,0.38,0.45,0.44,0.5,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.15,0.17,0.27,0.23,0.34,0.24,9.0,11.0,0.25,0.45,0.33,0.55,2.0,N
MOVE PLACE_2_0 PLACE_3_0,0.09,0.37,0.33,0.33,0.39,0.27,9.0,12.0,0.25,0.45,0.33,0.54,2.0,N
MOVE PLACE_3_0 PLACE_3_1,0.09,0.21,0.36,0.21,0.47,0.28,9.0,12.0,0.12,0.32,0.22,0.42,1.0,Y
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.17,0.2,0.32,0.21,0.4,0.35,9.0,12.0,0.11,0.36,0.2,0.46,1.0,Y
MOVE PLACE_3_1 PLACE_3_2,0.0,0.13,0.27,0.24,0.35,0.35,9.0,12.0,0.41,0.41,0.5,0.5,2.0,N
MOVE PLACE_3_2 PLACE_3_3,0.13,0.27,0.19,0.24,0.32,0.35,9.0,12.0,0.46,0.27,0.54,0.33,2.0,N
PICKUP PLACE_0_0 KEY_1,0.25,0.22,0.38,0.36,0.4,0.32,6.0,8.0,0.2,0.21,0.0,0.25,2.0,N
PICKUP PLACE_0_0 KEY_0,0.22,0.32,0.33,0.39,0.35,0.28,7.0,9.0,0.33,0.31,0.14,0.33,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.2,0.68,0.28,0.65,0.32,0.2,8.0,10.0,0.43,0.39,0.31,0.4,2.0,N
MOVE PLACE_0_0 PLACE_0_1,0.1,0.18,0.26,0.25,0.27,0.27,10.0,10.0,0.39,0.28,0.45,0.35,2.0,N
MOVE PLACE_0_1 PLACE_0_2,0.15,0.09,0.22,0.21,0.23,0.31,12.0,10.0,0.45,0.39,0.5,0.5,2.0,N
MOVE PLACE_0_2 PLACE_0_3,0.59,0.13,0.6,0.21,0.22,0.31,13.0,10.0,0.42,0.44,0.46,0.4,2.0,N
MOVE PLACE_0_3 PLACE_1_3,0.5,0.17,0.55,0.21,0.23,0.31,13.0,10.0,0.46,0.44,0.5,0.4,2.0,N
MOVE PLACE_1_3 PLACE_2_3,0.2,0.17,0.19,0.32,0.25,0.36,13.0,10.0,0.5,0.44,0.54,0.45,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.13,0.21,0.22,0.32,0.26,0.4,13.0,10.0,0.38,0.22,0.42,0.3,2.0,N
PICKUP PLACE_0_0 KEY_1,0.25,0.22,0.38,0.36,0.4,0.32,6.0,8.0,0.2,0.21,0.0,0.25,2.0,N
PICKUP PLACE_0_0 KEY_0,0.22,0.32,0.33,0.39,0.35,0.28,7.0,9.0,0.33,0.31,0.14,0.33,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.2,0.68,0.28,0.65,0.32,0.2,8.0,10.0,0.43,0.39,0.31,0.4,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.12,0.25,0.28,0.32,0.36,0.26,8.0,10.0,0.43,0.44,0.31,0.45,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.11,0.22,0.32,0.26,0.37,0.26,8.0,10.0,0.14,0.33,0.25,0.4,2.0,N
MOVE PLACE_2_0 PLACE_3_0,0.1,0.53,0.38,0.5,0.42,0.29,8.0,11.0,0.14,0.4,0.19,0.45,2.0,N
MOVE PLACE_3_0 PLACE_3_1,0.1,0.23,0.41,0.24,0.5,0.3,8.0,11.0,0.0,0.25,0.12,0.32,1.0,Y
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.18,0.22,0.36,0.24,0.43,0.38,8.0,11.0,0.0,0.3,0.11,0.41,1.0,Y
MOVE PLACE_3_1 PLACE_3_2,0.0,0.14,0.3,0.27,0.38,0.38,8.0,11.0,0.35,0.35,0.45,0.45,2.0,N
MOVE PLACE_3_2 PLACE_3_3,0.12,0.29,0.21,0.27,0.33,0.38,8.0,11.0,0.42,0.2,0.5,0.27,2.0,N
PICKUP PLACE_0_0 KEY_1,0.25,0.22,0.38,0.36,0.4,0.32,6.0,8.0,0.2,0.21,0.0,0.25,2.0,N
PICKUP PLACE_0_0 KEY_0,0.22,0.32,0.33,0.39,0.35,0.28,7.0,9.0,0.33,0.31,0.14,0.33,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.2,0.68,0.28,0.65,0.32,0.2,8.0,10.0,0.43,0.39,0.31,0.4,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.12,0.25,0.28,0.32,0.36,0.26,8.0,10.0,0.43,0.44,0.31,0.45,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.11,0.53,0.24,0.52,0.34,0.21,9.0,11.0,0.38,0.45,0.44,0.5,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.15,0.17,0.27,0.23,0.34,0.24,9.0,11.0,0.25,0.45,0.33,0.55,2.0,N
MOVE PLACE_2_0 PLACE_3_0,0.09,0.37,0.33,0.33,0.39,0.27,9.0,12.0,0.25,0.45,0.33,0.54,2.0,N
MOVE PLACE_3_0 PLACE_3_1,0.09,0.21,0.36,0.21,0.47,0.28,9.0,12.0,0.12,0.32,0.22,0.42,1.0,Y
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.17,0.2,0.32,0.21,0.4,0.35,9.0,12.0,0.11,0.36,0.2,0.46,1.0,Y
MOVE PLACE_3_1 PLACE_3_2,0.0,0.13,0.27,0.24,0.35,0.35,9.0,12.0,0.41,0.41,0.5,0.5,2.0,N
MOVE PLACE_3_2 PLACE_3_3,0.13,0.27,0.19,0.24,0.32,0.35,9.0,12.0,0.46,0.27,0.54,0.33,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.14,0.22,0.5,0.36,0.51,0.4,5.0,7.0,0.0,0.0,0.0,0.07,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.2,0.22,0.5,0.36,0.6,0.41,5.0,7.0,0.0,0.25,0.0,0.43,2.0,N
MOVE PLACE_2_0 PLACE_2_1,0.0,0.22,0.43,0.36,0.41,0.41,7.0,7.0,0.0,0.0,0.0,0.14,2.0,N
MOVE PLACE_2_1 PLACE_2_2,0.0,0.24,0.29,0.46,0.34,0.41,9.0,7.0,0.25,0.0,0.22,0.14,2.0,N
MOVE PLACE_2_2 PLACE_2_3,0.0,0.2,0.25,0.46,0.29,0.5,11.0,7.0,0.6,0.0,0.64,0.14,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.0,0.18,0.22,0.53,0.26,0.57,13.0,7.0,0.67,0.0,0.69,0.0,2.0,N
PICKUP PLACE_0_0 KEY_1,0.25,0.22,0.38,0.36,0.4,0.32,6.0,8.0,0.2,0.21,0.0,0.25,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.21,0.3,0.38,0.4,0.42,0.31,6.0,8.0,0.2,0.29,0.08,0.31,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.14,0.22,0.43,0.36,0.45,0.31,6.0,8.0,0.0,0.14,0.0,0.25,2.0,N
MOVE PLACE_2_0 PLACE_3_0,0.12,0.61,0.5,0.61,0.5,0.34,6.0,9.0,0.0,0.25,0.0,0.33,2.0,N
MOVE PLACE_3_0 PLACE_3_1,0.12,0.27,0.53,0.3,0.58,0.35,6.0,9.0,0.0,0.06,0.0,0.17,1.0,Y
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.22,0.25,0.45,0.3,0.5,0.43,6.0,9.0,0.0,0.12,0.0,0.28,1.0,Y
MOVE PLACE_3_1 PLACE_3_2,0.0,0.17,0.36,0.33,0.43,0.43,6.0,9.0,0.19,0.19,0.33,0.33,2.0,N
MOVE PLACE_3_2 PLACE_3_3,0.14,0.33,0.26,0.33,0.38,0.43,6.0,9.0,0.3,0.0,0.41,0.11,2.0,N
PICKUP PLACE_0_0 KEY_0,0.25,0.22,0.43,0.36,0.41,0.34,6.0,8.0,0.2,0.21,0.0,0.25,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.22,0.71,0.35,0.64,0.41,0.24,7.0,9.0,0.33,0.31,0.14,0.33,2.0,N
PICKUP PLACE_0_0 KEY_1,0.2,0.68,0.28,0.65,0.32,0.2,8.0,10.0,0.43,0.39,0.31,0.4,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.12,0.25,0.28,0.32,0.36,0.26,8.0,10.0,0.43,0.44,0.31,0.45,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.11,0.53,0.24,0.52,0.34,0.21,9.0,11.0,0.38,0.45,0.44,0.5,2.0,N
MOVE PLACE_1_0 PLACE_1_1,0.08,0.15,0.21,0.22,0.29,0.29,11.0,11.0,0.5,0.45,0.55,0.55,2.0,N
MOVE PLACE_1_1 PLACE_1_2,0.2,0.09,0.21,0.18,0.21,0.29,13.0,11.0,0.54,0.5,0.58,0.55,2.0,N
MOVE PLACE_1_2 PLACE_1_3,0.51,0.15,0.52,0.18,0.2,0.29,14.0,11.0,0.54,0.5,0.61,0.55,2.0,N
MOVE PLACE_1_3 PLACE_2_3,0.24,0.15,0.19,0.28,0.24,0.33,14.0,11.0,0.54,0.4,0.61,0.45,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.12,0.14,0.2,0.28,0.24,0.38,14.0,11.0,0.42,0.3,0.5,0.36,2.0,N
PICKUP PLACE_0_0 KEY_0,0.25,0.22,0.43,0.36,0.41,0.34,6.0,8.0,0.2,0.21,0.0,0.25,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.12,0.2,0.43,0.31,0.46,0.37,6.0,8.0,0.0,0.14,0.0,0.19,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.22,0.2,0.43,0.31,0.55,0.37,6.0,8.0,0.0,0.36,0.0,0.5,2.0,N
MOVE PLACE_2_0 PLACE_2_1,0.0,0.2,0.38,0.31,0.37,0.37,8.0,8.0,0.14,0.14,0.12,0.25,2.0,N
MOVE PLACE_2_1 PLACE_2_2,0.0,0.21,0.25,0.4,0.32,0.37,10.0,8.0,0.33,0.07,0.3,0.25,2.0,N
MOVE PLACE_2_2 PLACE_2_3,0.0,0.18,0.22,0.4,0.27,0.46,12.0,8.0,0.64,0.14,0.67,0.25,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.0,0.17,0.2,0.47,0.24,0.53,14.0,8.0,0.69,0.0,0.71,0.0,2.0,N
PICKUP PLACE_0_0 KEY_0,0.25,0.22,0.43,0.36,0.41,0.34,6.0,8.0,0.2,0.21,0.0,0.25,2.0,N
PICKUP PLACE_0_0 KEY_1,0.22,0.32,0.33,0.39,0.35,0.28,7.0,9.0,0.33,0.31,0.14,0.33,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.2,0.68,0.28,0.65,0.32,0.2,8.0,10.0,0.43,0.39,0.31,0.4,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.12,0.25,0.28,0.32,0.36,0.26,8.0,10.0,0.43,0.44,0.31,0.45,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.11,0.22,0.32,0.26,0.37,0.26,8.0,10.0,0.14,0.33,0.25,0.4,2.0,N
MOVE PLACE_2_0 PLACE_2_1,0.09,0.17,0.25,0.22,0.31,0.31,10.0,10.0,0.28,0.5,0.35,0.5,2.0,N
MOVE PLACE_2_1 PLACE_2_2,0.08,0.22,0.23,0.26,0.23,0.31,12.0,10.0,0.45,0.33,0.5,0.4,2.0,N
MOVE PLACE_2_2 PLACE_2_3,0.25,0.17,0.2,0.33,0.25,0.36,13.0,10.0,0.5,0.44,0.54,0.45,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.13,0.15,0.23,0.33,0.26,0.4,13.0,10.0,0.38,0.22,0.42,0.3,2.0,N
PICKUP PLACE_0_0 KEY_0,0.25,0.22,0.43,0.36,0.41,0.34,6.0,8.0,0.2,0.21,0.0,0.25,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.22,0.71,0.35,0.64,0.41,0.24,7.0,9.0,0.33,0.31,0.14,0.33,2.0,N
MOVE PLACE_0_0 PLACE_0_1,0.18,0.18,0.3,0.28,0.34,0.34,9.0,9.0,0.31,0.19,0.33,0.28,2.0,N
