ob,R1,D1,R2,D2,R3,D3,R4,D4,R5,D5,R6,D6,R7,Label
MOVE PLACE_3_1 PLACE_3_2,0.13,0.29,0.29,0.33,0.35,0.4,7.0,10.0,0.36,0.11,0.46,0.2,2.0,N
PICKUP PLACE_0_0 KEY_1,0.29,0.11,0.44,0.28,0.46,0.34,5.0,8.0,0.0,0.21,0.0,0.12,2.0,N
PICKUP PLACE_0_0 KEY_0,0.25,0.11,0.36,0.25,0.42,0.31,6.0,9.0,0.2,0.25,0.08,0.22,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.22,0.22,0.29,0.25,0.4,0.28,7.0,10.0,0.17,0.22,0.14,0.35,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.22,0.13,0.29,0.22,0.4,0.31,7.0,10.0,0.17,0.33,0.14,0.45,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.2,0.23,0.25,0.22,0.37,0.3,8.0,11.0,0.14,0.35,0.25,0.45,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.21,0.15,0.29,0.22,0.42,0.3,8.0,11.0,0.14,0.4,0.25,0.5,2.0,N
MOVE PLACE_2_0 PLACE_3_0,0.26,0.14,0.35,0.24,0.46,0.3,8.0,11.0,0.0,0.25,0.12,0.36,1.0,Y
MOVE PLACE_3_0 PLACE_3_1,0.0,0.0,0.32,0.25,0.36,0.38,8.0,11.0,0.33,0.3,0.4,0.41,2.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.07,0.14,0.29,0.28,0.38,0.38,8.0,11.0,0.35,0.35,0.45,0.45,2.0,N
MOVE PLACE_3_1 PLACE_3_2,0.12,0.27,0.26,0.3,0.33,0.38,8.0,11.0,0.42,0.2,0.5,0.27,2.0,N
PICKUP PLACE_0_0 KEY_1,0.29,0.11,0.44,0.28,0.46,0.34,5.0,8.0,0.0,0.21,0.0,0.12,2.0,N
PICKUP PLACE_0_0 KEY_0,0.25,0.11,0.36,0.25,0.42,0.31,6.0,9.0,0.2,0.25,0.08,0.22,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.25,0.11,0.36,0.25,0.45,0.32,6.0,9.0,0.0,0.25,0.0,0.39,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.25,0.18,0.4,0.27,0.5,0.35,6.0,9.0,0.0,0.25,0.0,0.39,2.0,N
MOVE PLACE_2_0 PLACE_3_0,0.25,0.17,0.47,0.3,0.55,0.35,6.0,9.0,0.0,0.06,0.0,0.22,1.0,Y
MOVE PLACE_3_0 PLACE_3_1,0.0,0.0,0.42,0.32,0.42,0.43,6.0,9.0,0.14,0.12,0.19,0.28,2.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.05,0.17,0.36,0.35,0.43,0.43,6.0,9.0,0.19,0.19,0.33,0.33,2.0,N
MOVE PLACE_3_1 PLACE_3_2,0.14,0.31,0.32,0.38,0.38,0.43,6.0,9.0,0.3,0.0,0.41,0.11,2.0,N
PICKUP PLACE_0_0 KEY_1,0.29,0.11,0.44,0.28,0.46,0.34,5.0,8.0,0.0,0.21,0.0,0.12,2.0,N
PICKUP PLACE_0_0 KEY_0,0.25,0.11,0.36,0.25,0.42,0.31,6.0,9.0,0.2,0.25,0.08,0.22,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.22,0.22,0.29,0.25,0.4,0.28,7.0,10.0,0.17,0.22,0.14,0.35,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.22,0.13,0.29,0.22,0.4,0.31,7.0,10.0,0.17,0.33,0.14,0.45,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.22,0.17,0.33,0.23,0.45,0.32,7.0,10.0,0.0,0.33,0.07,0.45,2.0,N
MOVE PLACE_2_0 PLACE_3_0,0.22,0.15,0.4,0.27,0.5,0.32,7.0,10.0,0.0,0.17,0.0,0.3,1.0,Y
MOVE PLACE_3_0 PLACE_3_1,0.0,0.0,0.36,0.28,0.39,0.4,7.0,10.0,0.25,0.22,0.28,0.35,2.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.04,0.15,0.32,0.31,0.4,0.4,7.0,10.0,0.28,0.28,0.4,0.4,2.0,N
MOVE PLACE_3_1 PLACE_3_2,0.13,0.29,0.29,0.33,0.35,0.4,7.0,10.0,0.36,0.11,0.46,0.2,2.0,N
PICKUP PLACE_0_0 KEY_1,0.29,0.11,0.44,0.28,0.46,0.34,5.0,8.0,0.0,0.21,0.0,0.12,2.0,N
PICKUP PLACE_0_0 KEY_0,0.25,0.11,0.36,0.25,0.42,0.31,6.0,9.0,0.2,0.25,0.08,0.22,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.25,0.11,0.36,0.25,0.45,0.32,6.0,9.0,0.0,0.25,0.0,0.39,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.22,0.18,0.29,0.25,0.4,0.32,7.0,10.0,0.17,0.28,0.14,0.4,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.24,0.17,0.33,0.25,0.45,0.32,7.0,10.0,0.0,0.33,0.14,0.45,2.0,N
MOVE PLACE_2_0 PLACE_3_0,0.27,0.15,0.4,0.27,0.5,0.32,7.0,10.0,0.0,0.17,0.0,0.3,1.0,Y
MOVE PLACE_3_0 PLACE_3_1,0.0,0.0,0.36,0.28,0.39,0.4,7.0,10.0,0.25,0.22,0.33,0.35,2.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.08,0.15,0.32,0.31,0.4,0.4,7.0,10.0,0.28,0.28,0.4,0.4,2.0,N
MOVE PLACE_3_1 PLACE_3_2,0.13,0.29,0.29,0.33,0.35,0.4,7.0,10.0,0.36,0.11,0.46,0.2,2.0,N
PICKUP PLACE_0_0 KEY_1,0.29,0.11,0.44,0.28,0.46,0.34,5.0,8.0,0.0,0.21,0.0,0.12,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.29,0.12,0.42,0.28,0.5,0.35,5.0,8.0,0.0,0.14,0.0,0.19,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.25,0.2,0.33,0.27,0.45,0.34,6.0,9.0,0.0,0.19,0.0,0.33,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.25,0.18,0.38,0.27,0.5,0.35,6.0,9.0,0.0,0.25,0.0,0.39,2.0,N
MOVE PLACE_2_0 PLACE_3_0,0.3,0.17,0.44,0.29,0.55,0.35,6.0,9.0,0.0,0.06,0.0,0.22,1.0,Y
MOVE PLACE_3_0 PLACE_3_1,0.0,0.0,0.4,0.3,0.42,0.43,6.0,9.0,0.14,0.12,0.25,0.28,2.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.08,0.17,0.35,0.33,0.43,0.43,6.0,9.0,0.19,0.19,0.33,0.33,2.0,N
MOVE PLACE_3_1 PLACE_3_2,0.14,0.31,0.31,0.36,0.38,0.43,6.0,9.0,0.3,0.0,0.41,0.11,2.0,N
PICKUP PLACE_0_0 KEY_0,0.29,0.1,0.46,0.25,0.46,0.31,5.0,9.0,0.0,0.25,0.0,0.28,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.25,0.25,0.33,0.25,0.45,0.28,6.0,10.0,0.2,0.22,0.08,0.35,2.0,N
PICKUP PLACE_0_0 KEY_1,0.22,0.22,0.29,0.25,0.4,0.28,7.0,10.0,0.17,0.22,0.14,0.35,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.22,0.13,0.29,0.22,0.4,0.31,7.0,10.0,0.17,0.33,0.14,0.45,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.2,0.23,0.25,0.22,0.37,0.3,8.0,11.0,0.14,0.35,0.25,0.45,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.21,0.15,0.29,0.22,0.42,0.3,8.0,11.0,0.14,0.4,0.25,0.5,2.0,N
MOVE PLACE_2_0 PLACE_3_0,0.26,0.14,0.35,0.24,0.46,0.3,8.0,11.0,0.0,0.25,0.12,0.36,1.0,Y
MOVE PLACE_3_0 PLACE_3_1,0.0,0.0,0.32,0.25,0.36,0.38,8.0,11.0,0.33,0.3,0.4,0.41,2.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.07,0.14,0.29,0.28,0.38,0.38,8.0,11.0,0.35,0.35,0.45,0.45,2.0,N
MOVE PLACE_3_1 PLACE_3_2,0.12,0.27,0.26,0.3,0.33,0.38,8.0,11.0,0.42,0.2,0.5,0.27,2.0,N
PICKUP PLACE_0_0 KEY_0,0.29,0.1,0.46,0.25,0.46,0.31,5.0,9.0,0.0,0.25,0.0,0.28,2.0,N
PICKUP PLACE_0_0 KEY_1,0.25,0.11,0.36,0.25,0.42,0.31,6.0,9.0,0.2,0.25,0.08,0.22,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.22,0.22,0.29,0.25,0.4,0.28,7.0,10.0,0.17,0.22,0.14,0.35,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.22,0.13,0.29,0.22,0.4,0.31,7.0,10.0,0.17,0.33,0.14,0.45,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.22,0.17,0.33,0.23,0.45,0.32,7.0,10.0,0.0,0.33,0.07,0.45,2.0,N
MOVE PLACE_2_0 PLACE_3_0,0.22,0.15,0.4,0.27,0.5,0.32,7.0,10.0,0.0,0.17,0.0,0.3,1.0,Y
MOVE PLACE_3_0 PLACE_3_1,0.0,0.0,0.36,0.28,0.39,0.4,7.0,10.0,0.25,0.22,0.28,0.35,2.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.04,0.15,0.32,0.31,0.4,0.4,7.0,10.0,0.28,0.28,0.4,0.4,2.0,N
MOVE PLACE_3_1 PLACE_3_2,0.13,0.29,0.29,0.33,0.35,0.4,7.0,10.0,0.36,0.11,0.46,0.2,2.0,N
PICKUP PLACE_0_0 KEY_1,0.29,0.11,0.44,0.28,0.46,0.34,5.0,8.0,0.0,0.21,0.0,0.12,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.29,0.12,0.42,0.28,0.5,0.35,5.0,8.0,0.0,0.14,0.0,0.19,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.29,0.2,0.46,0.3,0.56,0.38,5.0,8.0,0.0,0.14,0.0,0.31,2.0,N
MOVE PLACE_2_0 PLACE_3_0,0.29,0.18,0.53,0.33,0.6,0.38,5.0,8.0,0.0,0.0,0.0,0.12,1.0,Y
MOVE PLACE_3_0 PLACE_3_1,0.0,0.0,0.47,0.35,0.46,0.46,5.0,8.0,0.0,0.0,0.07,0.19,2.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.05,0.18,0.4,0.38,0.46,0.46,5.0,8.0,0.07,0.07,0.25,0.25,2.0,N
MOVE PLACE_3_1 PLACE_3_2,0.15,0.33,0.35,0.41,0.4,0.46,5.0,8.0,0.22,0.0,0.35,0.0,2.0,N
PICKUP PLACE_0_0 KEY_0,0.29,0.1,0.46,0.25,0.46,0.31,5.0,9.0,0.0,0.25,0.0,0.28,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.25,0.25,0.33,0.25,0.45,0.28,6.0,10.0,0.2,0.22,0.08,0.35,2.0,N
PICKUP PLACE_0_0 KEY_1,0.22,0.22,0.29,0.25,0.4,0.28,7.0,10.0,0.17,0.22,0.14,0.35,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.22,0.13,0.29,0.22,0.4,0.31,7.0,10.0,0.17,0.33,0.14,0.45,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.22,0.17,0.33,0.23,0.45,0.32,7.0,10.0,0.0,0.33,0.07,0.45,2.0,N
MOVE PLACE_2_0 PLACE_3_0,0.22,0.15,0.4,0.27,0.5,0.32,7.0,10.0,0.0,0.17,0.0,0.3,1.0,Y
MOVE PLACE_3_0 PLACE_3_1,0.0,0.0,0.36,0.28,0.39,0.4,7.0,10.0,0.25,0.22,0.28,0.35,2.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.04,0.15,0.32,0.31,0.4,0.4,7.0,10.0,0.28,0.28,0.4,0.4,2.0,N
MOVE PLACE_3_1 PLACE_3_2,0.13,0.29,0.29,0.33,0.35,0.4,7.0,10.0,0.36,0.11,0.46,0.2,2.0,N
PICKUP PLACE_0_0 KEY_0,0.29,0.1,0.46,0.25,0.46,0.31,5.0,9.0,0.0,0.25,0.0,0.28,2.0,N
PICKUP PLACE_0_0 KEY_1,0.25,0.11,0.36,0.25,0.42,0.31,6.0,9.0,0.2,0.25,0.08,0.22,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.25,0.11,0.36,0.25,0.45,0.32,6.0,9.0,0.0,0.25,0.0,0.39,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.25,0.18,0.4,0.27,0.5,0.35,6.0,9.0,0.0,0.25,0.0,0.39,2.0,N
MOVE PLACE_2_0 PLACE_3_0,0.25,0.17,0.47,0.3,0.55,0.35,6.0,9.0,0.0,0.06,0.0,0.22,1.0,Y
MOVE PLACE_3_0 PLACE_3_1,0.0,0.0,0.42,0.32,0.42,0.43,6.0,9.0,0.14,0.12,0.19,0.28,2.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.05,0.17,0.36,0.35,0.43,0.43,6.0,9.0,0.19,0.19,0.33,0.33,2.0,N
MOVE PLACE_3_1 PLACE_3_2,0.14,0.31,0.32,0.38,0.38,0.43,6.0,9.0,0.3,0.0,0.41,0.11,2.0,N
