ob,c,r,d,fo,0.0<=x<0.0,0.0<=x<0.1,0.1<=x<0.2,0.2<=x<0.3,0.3<=x<0.4,0.4<=x<0.5,0.5<=x<0.6,0.6<=x<0.7,0.7<=x<0.8,0.8<=x<0.9,0.9<=x<1.0,1.0<=x<1.1,dToCritical,dToDesirable,hasLM,Label
MOVE PLACE_2_1 PLACE_2_2,0.33,0.19,0.16,1.3599999999999999,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,4,12,0.0,N
MOVE PLACE_2_2 PLACE_2_3,0.33,0.21,0.17,1.37,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3,11,0.0,N
MOVE PLACE_2_3 PLACE_3_3,1.0,0.25,0.38,1.87,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3,11,0.0,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.5,0.25,0.44,1.31,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,2,10,0.0,N
MOVE PLACE_3_3 PLACE_2_3,0.33,0.33,0.21,1.4500000000000002,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,1,9,0.0,N
MOVE PLACE_2_3 PLACE_1_3,0.33,1.0,0.0,2.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,-1,0.0,Y
MOVE PLACE_1_3 PLACE_0_3,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.33,0.02,0.09,1.26,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,10,7,1.0,N
PICKUP PLACE_0_0 KEY_1,0.5,0.04,0.17,1.37,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,9,6,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.33,0.06,0.06,1.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,9,10,0.33,N
MOVE PLACE_1_0 PLACE_2_0,0.33,0.18,0.04,1.47,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,8,9,0.33,N
MOVE PLACE_2_0 PLACE_2_1,0.5,0.1,0.03,1.5699999999999998,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,10,0.33,N
MOVE PLACE_2_1 PLACE_2_2,0.33,0.12,0.05,1.4,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,13,0.33,N
MOVE PLACE_2_2 PLACE_2_3,0.33,0.17,0.03,1.47,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,4,12,0.33,N
MOVE PLACE_2_3 PLACE_3_3,1.0,0.21,0.12,2.09,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,4,12,0.33,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.5,0.21,0.12,1.5899999999999999,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3,11,0.33,N
MOVE PLACE_3_3 PLACE_2_3,0.33,0.28,0.02,1.59,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,2,10,0.33,N
MOVE PLACE_2_3 PLACE_1_3,0.33,1.0,0.0,2.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,-1,0.33,Y
MOVE PLACE_1_3 PLACE_0_3,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,0,0.33,N
PICKUP PLACE_0_0 KEY_1,0.5,0.03,0.14,1.3900000000000001,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,10,8,0.67,N
PICKUP PLACE_0_0 KEY_0,0.5,0.04,0.17,1.37,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,9,6,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.33,0.06,0.06,1.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,9,10,0.33,N
MOVE PLACE_1_0 PLACE_2_0,0.33,0.18,0.04,1.47,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,8,9,0.33,N
MOVE PLACE_2_0 PLACE_2_1,0.5,0.1,0.03,1.5699999999999998,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,10,0.33,N
MOVE PLACE_2_1 PLACE_2_2,0.33,0.12,0.05,1.4,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,13,0.33,N
MOVE PLACE_2_2 PLACE_1_2,0.5,0.34,0.08,1.7600000000000002,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,4,12,0.33,N
UNLOCK PLACE_1_2 PLACE_1_1 KEY_1 SHAPE_1,0.5,0.35,0.16,1.69,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,11,0.0,N
MOVE PLACE_1_2 PLACE_1_3,0.33,1.0,0.0,2.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,-1,0.0,Y
MOVE PLACE_1_3 PLACE_0_3,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,0,0.0,N
MOVE PLACE_0_0 PLACE_1_0,0.5,0.02,0.05,1.47,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,12,9,0.67,N
MOVE PLACE_1_0 PLACE_2_0,0.33,0.02,0.03,1.32,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,12,10,0.67,N
MOVE PLACE_2_0 PLACE_2_1,0.5,0.02,0.03,1.49,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,13,11,0.67,N
MOVE PLACE_2_1 PLACE_2_2,0.33,0.03,0.02,1.3399999999999999,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,14,12,0.67,N
MOVE PLACE_2_2 PLACE_2_3,0.33,0.01,0.01,1.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,16,13,0.67,N
MOVE PLACE_2_3 PLACE_1_3,0.33,1.0,0.0,2.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,-1,0.67,Y
MOVE PLACE_1_3 PLACE_0_3,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,0,0.67,N
PICKUP PLACE_0_0 KEY_0,0.33,0.02,0.09,1.26,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,10,7,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.33,0.01,0.18,1.1600000000000001,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,11,5,1.0,N
PICKUP PLACE_0_0 KEY_1,0.5,0.03,0.29,1.24,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,10,5,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.33,0.08,0.25,1.1600000000000001,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,7,5,0.33,N
MOVE PLACE_1_0 PLACE_2_0,0.33,0.18,0.23,1.28,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,8,8,0.33,N
MOVE PLACE_2_0 PLACE_2_1,0.5,0.1,0.0,1.6,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,-1,0.33,N
MOVE PLACE_2_1 PLACE_2_2,0.33,0.14,0.0,1.47,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,4,-1,0.33,N
MOVE PLACE_2_2 PLACE_2_3,0.33,0.17,0.0,1.5,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,4,-1,0.33,N
MOVE PLACE_2_3 PLACE_3_3,1.0,0.21,0.0,2.21,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,4,-1,0.33,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.5,0.21,0.0,1.71,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3,-1,0.33,N
MOVE PLACE_3_3 PLACE_2_3,0.33,0.28,0.0,1.61,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,2,-1,0.33,N
MOVE PLACE_2_3 PLACE_1_3,0.33,1.0,0.0,2.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,-1,0.33,Y
MOVE PLACE_1_3 PLACE_0_3,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,0,0.33,N
PICKUP PLACE_0_0 KEY_0,0.33,0.02,0.09,1.26,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,10,7,1.0,N
PICKUP PLACE_0_0 KEY_1,0.5,0.04,0.17,1.37,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,9,6,0.67,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.5,0.03,0.29,1.24,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,10,5,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.33,0.08,0.25,1.1600000000000001,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,7,5,0.33,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.33,0.27,0.5,1.1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,6,4,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.33,0.3,0.58,1.05,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,6,5,0.0,N
MOVE PLACE_2_0 PLACE_2_1,0.5,0.18,0.0,1.68,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,4,-1,0.0,N
MOVE PLACE_2_1 PLACE_2_2,0.33,0.24,0.0,1.57,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3,-1,0.0,N
MOVE PLACE_2_2 PLACE_2_3,0.33,0.21,0.0,1.54,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3,-1,0.0,N
MOVE PLACE_2_3 PLACE_3_3,1.0,0.25,0.0,2.25,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3,-1,0.0,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.5,0.25,0.0,1.75,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,2,-1,0.0,N
MOVE PLACE_3_3 PLACE_2_3,0.33,0.33,0.0,1.6600000000000001,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,1,-1,0.0,N
MOVE PLACE_2_3 PLACE_1_3,0.33,1.0,0.0,2.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,-1,0.0,Y
MOVE PLACE_1_3 PLACE_0_3,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.33,0.02,0.09,1.26,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,10,7,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.33,0.01,0.18,1.1600000000000001,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,11,5,1.0,N
PICKUP PLACE_0_0 KEY_1,0.5,0.03,0.29,1.24,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,10,5,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.33,0.08,0.25,1.1600000000000001,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,7,5,0.33,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.33,0.27,0.5,1.1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,6,4,0.0,N
MOVE PLACE_1_0 PLACE_0_0,0.5,0.23,0.5,1.23,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,8,3,0.33,N
MOVE PLACE_0_0 PLACE_0_1,0.5,0.23,0.5,1.23,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,9,2,0.0,N
MOVE PLACE_0_1 PLACE_0_2,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,1,0.0,N
MOVE PLACE_0_2 PLACE_0_3,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.33,0.02,0.09,1.26,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,10,7,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.33,0.01,0.18,1.1600000000000001,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,11,5,1.0,N
PICKUP PLACE_0_0 KEY_1,0.5,0.03,0.29,1.24,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,10,5,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.33,0.08,0.25,1.1600000000000001,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,7,5,0.33,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.33,0.27,0.5,1.1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,6,4,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.33,0.3,0.58,1.05,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,6,5,0.0,N
MOVE PLACE_2_0 PLACE_3_0,0.5,0.27,0.44,1.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,6,0.0,N
MOVE PLACE_3_0 PLACE_3_1,0.5,0.27,0.44,1.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,7,0.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.5,0.25,0.0,1.75,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,4,-1,0.0,N
MOVE PLACE_3_1 PLACE_3_2,0.5,0.25,0.0,1.75,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3,-1,0.0,N
MOVE PLACE_3_2 PLACE_3_3,0.5,0.25,0.0,1.75,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,2,-1,0.0,N
MOVE PLACE_3_3 PLACE_2_3,0.33,0.33,0.0,1.6600000000000001,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,1,-1,0.0,N
MOVE PLACE_2_3 PLACE_1_3,0.33,1.0,0.0,2.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,-1,0.0,Y
MOVE PLACE_1_3 PLACE_0_3,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_1,0.5,0.03,0.14,1.3900000000000001,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,10,8,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.33,0.04,0.03,1.3399999999999999,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,10,11,0.33,N
MOVE PLACE_1_0 PLACE_2_0,0.33,0.11,0.02,1.42,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,10,10,0.33,N
MOVE PLACE_2_0 PLACE_2_1,0.5,0.04,0.02,1.52,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,10,11,0.33,N
MOVE PLACE_2_1 PLACE_2_2,0.33,0.06,0.02,1.37,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,11,14,0.33,N
MOVE PLACE_2_2 PLACE_2_3,0.33,0.06,0.02,1.37,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,11,13,0.33,N
MOVE PLACE_2_3 PLACE_3_3,1.0,0.1,0.06,2.04,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,11,13,0.33,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.5,0.1,0.06,1.54,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,10,12,0.33,N
MOVE PLACE_3_3 PLACE_2_3,0.33,0.12,0.01,1.44,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,8,11,0.33,N
MOVE PLACE_2_3 PLACE_1_3,0.33,1.0,0.0,2.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,-1,0.33,Y
MOVE PLACE_1_3 PLACE_0_3,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,0,0.33,N
PICKUP PLACE_0_0 KEY_1,0.5,0.03,0.14,1.3900000000000001,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,10,8,0.67,N
PICKUP PLACE_0_0 KEY_0,0.5,0.04,0.17,1.37,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,9,6,0.67,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.5,0.03,0.29,1.24,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,10,5,0.67,N
MOVE PLACE_0_0 PLACE_0_1,0.5,0.03,0.29,1.24,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,11,5,0.33,N
MOVE PLACE_0_1 PLACE_0_2,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,1,0.33,N
MOVE PLACE_0_2 PLACE_0_3,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,0,0.33,N
PICKUP PLACE_0_0 KEY_0,0.33,0.02,0.09,1.26,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,10,7,1.0,N
PICKUP PLACE_0_0 KEY_1,0.5,0.04,0.17,1.37,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,9,6,0.67,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.5,0.03,0.29,1.24,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,10,5,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.33,0.08,0.25,1.1600000000000001,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,7,5,0.33,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.33,0.27,0.5,1.1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,6,4,0.0,N
MOVE PLACE_1_0 PLACE_0_0,0.5,0.23,0.5,1.23,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,8,3,0.33,N
MOVE PLACE_0_0 PLACE_0_1,0.5,0.23,0.5,1.23,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,9,2,0.0,N
MOVE PLACE_0_1 PLACE_0_2,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,1,0.0,N
MOVE PLACE_0_2 PLACE_0_3,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_1,0.5,0.03,0.14,1.3900000000000001,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,10,8,0.67,N
PICKUP PLACE_0_0 KEY_0,0.5,0.04,0.17,1.37,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,9,6,0.67,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.5,0.03,0.29,1.24,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,10,5,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.33,0.08,0.25,1.1600000000000001,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,7,5,0.33,N
MOVE PLACE_1_0 PLACE_2_0,0.33,0.18,0.23,1.28,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,8,8,0.33,N
MOVE PLACE_2_0 PLACE_2_1,0.5,0.1,0.0,1.6,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5,-1,0.33,N
MOVE PLACE_2_1 PLACE_2_2,0.33,0.14,0.0,1.47,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,4,-1,0.33,N
MOVE PLACE_2_2 PLACE_2_3,0.33,0.17,0.0,1.5,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,4,-1,0.33,N
MOVE PLACE_2_3 PLACE_3_3,1.0,0.21,0.0,2.21,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,4,-1,0.33,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.5,0.21,0.0,1.71,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3,-1,0.33,N
MOVE PLACE_3_3 PLACE_2_3,0.33,0.28,0.0,1.61,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,2,-1,0.33,N
MOVE PLACE_2_3 PLACE_1_3,0.33,1.0,0.0,2.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,-1,0.33,Y
MOVE PLACE_1_3 PLACE_0_3,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,0,0.33,N
PICKUP PLACE_0_0 KEY_1,0.5,0.03,0.14,1.3900000000000001,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,10,8,0.67,N
PICKUP PLACE_0_0 KEY_0,0.5,0.04,0.17,1.37,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,9,6,0.67,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.5,0.03,0.29,1.24,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,10,5,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.33,0.08,0.25,1.1600000000000001,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,7,5,0.33,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.33,0.27,0.5,1.1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,6,4,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.33,0.3,0.58,1.05,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,6,5,0.0,N
MOVE PLACE_2_0 PLACE_3_0,0.5,0.27,0.44,1.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,6,0.0,N
MOVE PLACE_3_0 PLACE_3_1,0.5,0.27,0.44,1.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,6,7,0.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.5,0.25,0.0,1.75,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,4,-1,0.0,N
MOVE PLACE_3_1 PLACE_3_2,0.5,0.25,0.0,1.75,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3,-1,0.0,N
MOVE PLACE_3_2 PLACE_3_3,0.5,0.25,0.0,1.75,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,2,-1,0.0,N
MOVE PLACE_3_3 PLACE_2_3,0.33,0.33,0.0,1.6600000000000001,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,1,-1,0.0,N
MOVE PLACE_2_3 PLACE_1_3,0.33,1.0,0.0,2.33,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,-1,0.0,Y
MOVE PLACE_1_3 PLACE_0_3,1.0,0.0,1.0,1.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_1,0.5,0.03,0.14,1.3900000000000001,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,10,8,0.67,N
PICKUP PLACE_0_0 KEY_0,0.5,0.04,0.17,1.37,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,9,6,0.67,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.5,0.03,0.29,1.24,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,10,5,0.67,N
