ob,R1,D1,R2,D2,R3,D3,R4,D4,R5,D5,R6,D6,R7,Label
PICKUP PLACE_0_0 KEY_1,0.21,0.33,0.36,0.38,0.41,0.36,6.0,7.0,0.1,0.17,0.0,0.21,2.0,N
PICKUP PLACE_0_0 KEY_0,0.14,0.3,0.31,0.39,0.36,0.33,7.0,8.0,0.17,0.21,0.29,0.31,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.22,0.33,0.31,0.33,0.4,0.33,7.0,8.0,0.25,0.29,0.21,0.38,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.2,0.62,0.29,0.56,0.37,0.29,8.0,9.0,0.21,0.25,0.38,0.39,2.0,N
MOVE PLACE_1_0 PLACE_1_1,0.62,0.18,0.55,0.26,0.31,0.34,10.0,9.0,0.33,0.31,0.45,0.44,2.0,N
MOVE PLACE_1_1 PLACE_1_2,0.17,0.18,0.21,0.22,0.31,0.34,10.0,9.0,0.39,0.38,0.5,0.39,2.0,N
MOVE PLACE_1_2 PLACE_1_3,0.17,0.26,0.21,0.22,0.31,0.34,10.0,9.0,0.44,0.25,0.4,0.33,2.0,N
MOVE PLACE_1_3 PLACE_2_3,0.23,0.31,0.29,0.3,0.36,0.41,10.0,9.0,0.28,0.25,0.4,0.33,2.0,N
PICKUP PLACE_0_0 KEY_0,0.25,0.33,0.36,0.38,0.41,0.37,6.0,7.0,0.0,0.08,0.0,0.21,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.25,0.77,0.33,0.68,0.4,0.29,7.0,8.0,0.0,0.14,0.14,0.19,2.0,N
PICKUP PLACE_0_0 KEY_1,0.26,0.73,0.29,0.68,0.36,0.28,8.0,9.0,0.14,0.31,0.31,0.39,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.2,0.3,0.25,0.28,0.36,0.3,8.0,9.0,0.21,0.25,0.38,0.39,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.19,0.57,0.25,0.5,0.34,0.29,9.0,10.0,0.31,0.33,0.44,0.45,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.25,0.17,0.29,0.2,0.34,0.31,9.0,10.0,0.25,0.39,0.33,0.5,2.0,N
MOVE PLACE_2_0 PLACE_2_1,0.19,0.23,0.29,0.2,0.43,0.31,9.0,10.0,0.19,0.33,0.33,0.4,2.0,N
MOVE PLACE_2_1 PLACE_2_2,0.31,0.31,0.29,0.28,0.43,0.31,9.0,10.0,0.25,0.28,0.33,0.4,1.0,Y
MOVE PLACE_2_2 PLACE_2_3,0.15,0.29,0.26,0.27,0.33,0.38,9.0,10.0,0.35,0.33,0.45,0.4,2.0,N
PICKUP PLACE_0_0 KEY_0,0.25,0.33,0.36,0.38,0.41,0.37,6.0,7.0,0.0,0.08,0.0,0.21,2.0,N
PICKUP PLACE_0_0 KEY_1,0.14,0.3,0.31,0.39,0.36,0.33,7.0,8.0,0.17,0.21,0.29,0.31,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.22,0.33,0.31,0.33,0.4,0.33,7.0,8.0,0.25,0.29,0.21,0.38,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.2,0.62,0.29,0.56,0.37,0.29,8.0,9.0,0.21,0.25,0.38,0.39,2.0,N
MOVE PLACE_1_0 PLACE_1_1,0.62,0.18,0.55,0.26,0.31,0.34,10.0,9.0,0.33,0.31,0.45,0.44,2.0,N
MOVE PLACE_1_1 PLACE_1_2,0.17,0.18,0.21,0.22,0.31,0.34,10.0,9.0,0.39,0.38,0.5,0.39,2.0,N
MOVE PLACE_1_2 PLACE_1_3,0.17,0.26,0.21,0.22,0.31,0.34,10.0,9.0,0.44,0.25,0.4,0.33,2.0,N
MOVE PLACE_1_3 PLACE_2_3,0.23,0.31,0.29,0.3,0.36,0.41,10.0,9.0,0.28,0.25,0.4,0.33,2.0,N
PICKUP PLACE_0_0 KEY_1,0.21,0.33,0.36,0.38,0.41,0.36,6.0,7.0,0.1,0.17,0.0,0.21,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.25,0.33,0.36,0.38,0.44,0.36,6.0,7.0,0.1,0.0,0.08,0.14,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.25,0.22,0.46,0.33,0.45,0.4,6.0,7.0,0.0,0.25,0.0,0.36,2.0,N
MOVE PLACE_2_0 PLACE_3_0,0.16,0.3,0.27,0.25,0.37,0.33,8.0,9.0,0.07,0.38,0.19,0.44,2.0,N
MOVE PLACE_3_0 PLACE_3_1,0.0,0.31,0.24,0.29,0.27,0.31,10.0,10.0,0.44,0.33,0.5,0.4,2.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.59,0.17,0.6,0.25,0.29,0.31,11.0,10.0,0.4,0.39,0.5,0.5,2.0,N
MOVE PLACE_3_1 PLACE_3_2,0.15,0.18,0.22,0.25,0.29,0.31,11.0,10.0,0.35,0.33,0.41,0.4,2.0,N
MOVE PLACE_3_2 PLACE_3_3,0.16,0.3,0.24,0.29,0.29,0.36,11.0,10.0,0.3,0.28,0.41,0.4,2.0,N
MOVE PLACE_3_3 PLACE_2_3,0.15,0.29,0.27,0.29,0.33,0.4,11.0,10.0,0.35,0.33,0.45,0.4,2.0,N
PICKUP PLACE_0_0 KEY_0,0.25,0.33,0.36,0.38,0.41,0.37,6.0,7.0,0.0,0.08,0.0,0.21,2.0,N
PICKUP PLACE_0_0 KEY_1,0.14,0.3,0.31,0.39,0.36,0.33,7.0,8.0,0.17,0.21,0.29,0.31,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.22,0.33,0.31,0.33,0.4,0.33,7.0,8.0,0.25,0.29,0.21,0.38,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.2,0.62,0.29,0.56,0.37,0.29,8.0,9.0,0.21,0.25,0.38,0.39,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.22,0.18,0.33,0.24,0.37,0.34,8.0,9.0,0.14,0.31,0.25,0.44,2.0,N
MOVE PLACE_2_0 PLACE_2_1,0.21,0.25,0.33,0.24,0.46,0.34,8.0,9.0,0.07,0.25,0.25,0.33,2.0,N
MOVE PLACE_2_1 PLACE_2_2,0.33,0.33,0.33,0.32,0.46,0.34,8.0,9.0,0.14,0.19,0.25,0.33,1.0,Y
MOVE PLACE_2_2 PLACE_2_3,0.17,0.31,0.3,0.32,0.36,0.41,8.0,9.0,0.28,0.25,0.4,0.33,2.0,N
PICKUP PLACE_0_0 KEY_1,0.21,0.33,0.36,0.38,0.41,0.36,6.0,7.0,0.1,0.17,0.0,0.21,2.0,N
PICKUP PLACE_0_0 KEY_0,0.14,0.3,0.31,0.39,0.36,0.33,7.0,8.0,0.17,0.21,0.29,0.31,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.22,0.33,0.31,0.33,0.4,0.33,7.0,8.0,0.25,0.29,0.21,0.38,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.2,0.62,0.29,0.56,0.37,0.29,8.0,9.0,0.21,0.25,0.38,0.39,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.22,0.18,0.33,0.24,0.37,0.34,8.0,9.0,0.14,0.31,0.25,0.44,2.0,N
MOVE PLACE_2_0 PLACE_3_0,0.17,0.29,0.2,0.23,0.31,0.29,10.0,11.0,0.28,0.45,0.35,0.55,2.0,N
MOVE PLACE_3_0 PLACE_3_1,0.0,0.27,0.18,0.2,0.25,0.27,12.0,12.0,0.55,0.5,0.58,0.58,2.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.53,0.14,0.49,0.2,0.25,0.27,13.0,12.0,0.5,0.5,0.58,0.58,2.0,N
MOVE PLACE_3_1 PLACE_3_2,0.13,0.15,0.18,0.2,0.25,0.27,13.0,12.0,0.42,0.45,0.5,0.5,2.0,N
MOVE PLACE_3_2 PLACE_3_3,0.13,0.25,0.19,0.23,0.25,0.35,13.0,12.0,0.42,0.41,0.5,0.5,2.0,N
MOVE PLACE_3_3 PLACE_2_3,0.14,0.25,0.22,0.23,0.33,0.35,13.0,12.0,0.46,0.45,0.54,0.5,2.0,N
PICKUP PLACE_0_0 KEY_1,0.21,0.33,0.36,0.38,0.41,0.36,6.0,7.0,0.1,0.17,0.0,0.21,2.0,N
PICKUP PLACE_0_0 KEY_0,0.14,0.3,0.31,0.39,0.36,0.33,7.0,8.0,0.17,0.21,0.29,0.31,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.22,0.33,0.31,0.33,0.4,0.33,7.0,8.0,0.25,0.29,0.21,0.38,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.22,0.2,0.4,0.29,0.41,0.36,7.0,8.0,0.0,0.36,0.14,0.44,2.0,N
MOVE PLACE_2_0 PLACE_2_1,0.31,0.26,0.4,0.29,0.5,0.37,7.0,8.0,0.0,0.14,0.14,0.25,2.0,N
MOVE PLACE_2_1 PLACE_2_2,0.36,0.36,0.4,0.41,0.5,0.37,7.0,8.0,0.0,0.21,0.14,0.31,1.0,Y
MOVE PLACE_2_2 PLACE_2_3,0.2,0.33,0.35,0.38,0.38,0.42,7.0,8.0,0.25,0.14,0.33,0.25,2.0,N
PICKUP PLACE_0_0 KEY_1,0.21,0.33,0.36,0.38,0.41,0.36,6.0,7.0,0.1,0.17,0.0,0.21,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.25,0.33,0.36,0.38,0.44,0.36,6.0,7.0,0.1,0.0,0.08,0.14,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.22,0.67,0.33,0.62,0.41,0.32,7.0,8.0,0.08,0.14,0.21,0.31,2.0,N
MOVE PLACE_1_0 PLACE_1_1,0.67,0.2,0.6,0.29,0.33,0.37,9.0,8.0,0.25,0.21,0.39,0.38,2.0,N
MOVE PLACE_1_1 PLACE_1_2,0.18,0.2,0.24,0.25,0.34,0.37,9.0,8.0,0.31,0.29,0.44,0.38,2.0,N
MOVE PLACE_1_2 PLACE_1_3,0.18,0.29,0.24,0.25,0.34,0.37,9.0,8.0,0.38,0.07,0.39,0.25,2.0,N
MOVE PLACE_1_3 PLACE_2_3,0.25,0.33,0.32,0.33,0.39,0.44,9.0,8.0,0.19,0.14,0.33,0.25,2.0,N
PICKUP PLACE_0_0 KEY_0,0.25,0.33,0.36,0.38,0.41,0.37,6.0,7.0,0.0,0.08,0.0,0.21,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.25,0.22,0.36,0.33,0.45,0.4,6.0,7.0,0.0,0.0,0.0,0.14,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.25,0.22,0.46,0.33,0.45,0.41,6.0,7.0,0.0,0.25,0.0,0.43,2.0,N
MOVE PLACE_2_0 PLACE_2_1,0.27,0.22,0.46,0.33,0.55,0.4,6.0,7.0,0.0,0.0,0.0,0.14,2.0,N
MOVE PLACE_2_1 PLACE_2_2,0.4,0.38,0.46,0.43,0.55,0.4,6.0,7.0,0.0,0.0,0.0,0.14,1.0,Y
MOVE PLACE_2_2 PLACE_2_3,0.19,0.36,0.4,0.43,0.46,0.5,6.0,7.0,0.14,0.0,0.25,0.14,2.0,N
PICKUP PLACE_0_0 KEY_0,0.25,0.33,0.36,0.38,0.41,0.37,6.0,7.0,0.0,0.08,0.0,0.21,2.0,N
PICKUP PLACE_0_0 KEY_1,0.14,0.3,0.31,0.39,0.36,0.33,7.0,8.0,0.17,0.21,0.29,0.31,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.26,0.73,0.29,0.68,0.36,0.28,8.0,9.0,0.14,0.31,0.31,0.39,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.2,0.3,0.25,0.28,0.36,0.3,8.0,9.0,0.21,0.25,0.38,0.39,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.2,0.18,0.33,0.24,0.37,0.33,8.0,9.0,0.14,0.31,0.25,0.44,2.0,N
MOVE PLACE_2_0 PLACE_3_0,0.13,0.29,0.2,0.19,0.31,0.29,10.0,11.0,0.28,0.45,0.35,0.55,2.0,N
MOVE PLACE_3_0 PLACE_3_1,0.0,0.27,0.18,0.23,0.23,0.27,12.0,12.0,0.55,0.45,0.58,0.5,2.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.53,0.14,0.5,0.2,0.26,0.27,13.0,12.0,0.5,0.5,0.58,0.58,2.0,N
MOVE PLACE_3_1 PLACE_3_2,0.13,0.15,0.18,0.2,0.25,0.27,13.0,12.0,0.46,0.45,0.5,0.5,2.0,N
MOVE PLACE_3_2 PLACE_3_3,0.14,0.26,0.19,0.23,0.25,0.31,13.0,12.0,0.42,0.41,0.5,0.5,2.0,N
MOVE PLACE_3_3 PLACE_2_3,0.13,0.25,0.22,0.23,0.3,0.35,13.0,12.0,0.46,0.45,0.54,0.5,2.0,N
PICKUP PLACE_0_0 KEY_0,0.25,0.33,0.36,0.38,0.41,0.37,6.0,7.0,0.0,0.08,0.0,0.21,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.25,0.77,0.33,0.68,0.4,0.29,7.0,8.0,0.0,0.14,0.14,0.19,2.0,N
PICKUP PLACE_0_0 KEY_1,0.26,0.73,0.29,0.68,0.36,0.28,8.0,9.0,0.14,0.31,0.31,0.39,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.2,0.3,0.25,0.28,0.36,0.3,8.0,9.0,0.21,0.25,0.38,0.39,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.19,0.57,0.25,0.5,0.34,0.29,9.0,10.0,0.31,0.33,0.44,0.45,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.25,0.17,0.29,0.2,0.34,0.31,9.0,10.0,0.25,0.39,0.33,0.5,2.0,N
MOVE PLACE_2_0 PLACE_3_0,0.15,0.27,0.17,0.2,0.29,0.27,11.0,12.0,0.35,0.5,0.41,0.58,2.0,N
MOVE PLACE_3_0 PLACE_3_1,0.0,0.25,0.16,0.18,0.23,0.25,13.0,13.0,0.58,0.54,0.62,0.62,2.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.5,0.13,0.45,0.18,0.24,0.25,14.0,13.0,0.54,0.54,0.61,0.62,2.0,N
MOVE PLACE_3_1 PLACE_3_2,0.12,0.14,0.16,0.18,0.24,0.25,14.0,13.0,0.46,0.5,0.54,0.54,2.0,N
MOVE PLACE_3_2 PLACE_3_3,0.12,0.24,0.17,0.21,0.24,0.33,14.0,13.0,0.46,0.46,0.54,0.54,2.0,N
MOVE PLACE_3_3 PLACE_2_3,0.13,0.24,0.2,0.21,0.32,0.33,14.0,13.0,0.5,0.5,0.57,0.54,2.0,N
PICKUP PLACE_0_0 KEY_0,0.25,0.33,0.36,0.38,0.41,0.37,6.0,7.0,0.0,0.08,0.0,0.21,2.0,N
PICKUP PLACE_0_0 KEY_1,0.14,0.3,0.31,0.39,0.36,0.33,7.0,8.0,0.17,0.21,0.29,0.31,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.22,0.33,0.31,0.33,0.4,0.33,7.0,8.0,0.25,0.29,0.21,0.38,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.22,0.2,0.4,0.29,0.41,0.36,7.0,8.0,0.0,0.36,0.14,0.44,2.0,N
MOVE PLACE_2_0 PLACE_3_0,0.14,0.28,0.24,0.22,0.34,0.31,9.0,10.0,0.19,0.44,0.28,0.5,2.0,N
MOVE PLACE_3_0 PLACE_3_1,0.0,0.29,0.21,0.26,0.25,0.29,11.0,11.0,0.5,0.4,0.55,0.45,2.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.56,0.15,0.56,0.23,0.27,0.29,12.0,11.0,0.45,0.45,0.54,0.55,2.0,N
MOVE PLACE_3_1 PLACE_3_2,0.14,0.17,0.2,0.23,0.27,0.29,12.0,11.0,0.41,0.4,0.46,0.45,2.0,N
MOVE PLACE_3_2 PLACE_3_3,0.15,0.28,0.22,0.26,0.27,0.33,12.0,11.0,0.36,0.35,0.46,0.45,2.0,N
MOVE PLACE_3_3 PLACE_2_3,0.14,0.27,0.25,0.26,0.31,0.38,12.0,11.0,0.41,0.4,0.5,0.45,2.0,N
PICKUP PLACE_0_0 KEY_0,0.25,0.33,0.36,0.38,0.41,0.37,6.0,7.0,0.0,0.08,0.0,0.21,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.25,0.77,0.33,0.68,0.4,0.29,7.0,8.0,0.0,0.14,0.14,0.19,2.0,N
PICKUP PLACE_0_0 KEY_1,0.26,0.73,0.29,0.68,0.36,0.28,8.0,9.0,0.14,0.31,0.31,0.39,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.2,0.3,0.25,0.28,0.36,0.3,8.0,9.0,0.21,0.25,0.38,0.39,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.2,0.18,0.33,0.24,0.37,0.33,8.0,9.0,0.14,0.31,0.25,0.44,2.0,N
MOVE PLACE_2_0 PLACE_2_1,0.28,0.24,0.33,0.24,0.46,0.34,8.0,9.0,0.14,0.25,0.25,0.33,2.0,N
MOVE PLACE_2_1 PLACE_2_2,0.33,0.33,0.33,0.34,0.46,0.34,8.0,9.0,0.14,0.31,0.25,0.39,1.0,Y
MOVE PLACE_2_2 PLACE_2_3,0.18,0.31,0.3,0.32,0.36,0.38,8.0,9.0,0.33,0.25,0.4,0.33,2.0,N
PICKUP PLACE_0_0 KEY_1,0.21,0.33,0.36,0.38,0.41,0.36,6.0,7.0,0.1,0.17,0.0,0.21,2.0,N
PICKUP PLACE_0_0 KEY_0,0.14,0.3,0.31,0.39,0.36,0.33,7.0,8.0,0.17,0.21,0.29,0.31,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.26,0.73,0.29,0.68,0.36,0.28,8.0,9.0,0.14,0.31,0.31,0.39,2.0,N
MOVE PLACE_0_0 PLACE_0_1,0.25,0.18,0.29,0.26,0.27,0.34,10.0,9.0,0.28,0.25,0.4,0.39,2.0,N
MOVE PLACE_0_1 PLACE_0_2,0.17,0.18,0.21,0.22,0.31,0.34,10.0,9.0,0.33,0.31,0.45,0.44,2.0,N
MOVE PLACE_0_2 PLACE_0_3,0.17,0.18,0.21,0.22,0.31,0.34,10.0,9.0,0.39,0.38,0.5,0.39,2.0,N
MOVE PLACE_0_3 PLACE_1_3,0.17,0.25,0.21,0.22,0.31,0.34,10.0,9.0,0.33,0.38,0.4,0.39,2.0,N
MOVE PLACE_1_3 PLACE_2_3,0.17,0.31,0.29,0.3,0.36,0.38,10.0,9.0,0.33,0.25,0.4,0.33,2.0,N
PICKUP PLACE_0_0 KEY_0,0.25,0.33,0.36,0.38,0.41,0.37,6.0,7.0,0.0,0.08,0.0,0.21,2.0,N
PICKUP PLACE_0_0 KEY_1,0.14,0.3,0.31,0.39,0.36,0.33,7.0,8.0,0.17,0.21,0.29,0.31,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.26,0.73,0.29,0.68,0.36,0.28,8.0,9.0,0.14,0.31,0.31,0.39,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.2,0.3,0.25,0.28,0.36,0.3,8.0,9.0,0.21,0.25,0.38,0.39,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.19,0.57,0.25,0.5,0.34,0.29,9.0,10.0,0.31,0.33,0.44,0.45,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.25,0.17,0.29,0.2,0.34,0.31,9.0,10.0,0.25,0.39,0.33,0.5,2.0,N
MOVE PLACE_2_0 PLACE_2_1,0.19,0.23,0.29,0.2,0.43,0.31,9.0,10.0,0.19,0.33,0.33,0.4,2.0,N
MOVE PLACE_2_1 PLACE_2_2,0.31,0.31,0.29,0.28,0.43,0.31,9.0,10.0,0.25,0.28,0.33,0.4,1.0,Y
MOVE PLACE_2_2 PLACE_2_3,0.15,0.29,0.26,0.27,0.33,0.38,9.0,10.0,0.35,0.33,0.45,0.4,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.29,0.25,0.44,0.4,0.51,0.45,5.0,6.0,0.0,0.0,0.0,0.0,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.29,0.25,0.55,0.4,0.51,0.45,5.0,6.0,0.0,0.1,0.0,0.33,2.0,N
MOVE PLACE_2_0 PLACE_2_1,0.31,0.25,0.55,0.4,0.6,0.45,5.0,6.0,0.0,0.0,0.0,0.0,2.0,N
MOVE PLACE_2_1 PLACE_2_2,0.44,0.42,0.55,0.5,0.6,0.45,5.0,6.0,0.0,0.0,0.0,0.0,1.0,Y
MOVE PLACE_2_2 PLACE_2_3,0.21,0.4,0.46,0.5,0.5,0.55,5.0,6.0,0.0,0.0,0.14,0.0,2.0,N
PICKUP PLACE_0_0 KEY_0,0.25,0.33,0.36,0.38,0.41,0.37,6.0,7.0,0.0,0.08,0.0,0.21,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.25,0.77,0.33,0.68,0.4,0.29,7.0,8.0,0.0,0.14,0.14,0.19,2.0,N
PICKUP PLACE_0_0 KEY_1,0.26,0.73,0.29,0.68,0.36,0.28,8.0,9.0,0.14,0.31,0.31,0.39,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.2,0.3,0.25,0.28,0.36,0.3,8.0,9.0,0.21,0.25,0.38,0.39,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.2,0.18,0.33,0.24,0.37,0.33,8.0,9.0,0.14,0.31,0.25,0.44,2.0,N
MOVE PLACE_2_0 PLACE_3_0,0.13,0.29,0.2,0.19,0.31,0.29,10.0,11.0,0.28,0.45,0.35,0.55,2.0,N
MOVE PLACE_3_0 PLACE_3_1,0.0,0.27,0.18,0.23,0.23,0.27,12.0,12.0,0.55,0.45,0.58,0.5,2.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.53,0.14,0.5,0.2,0.26,0.27,13.0,12.0,0.5,0.5,0.58,0.58,2.0,N
MOVE PLACE_3_1 PLACE_3_2,0.13,0.15,0.18,0.2,0.25,0.27,13.0,12.0,0.46,0.45,0.5,0.5,2.0,N
MOVE PLACE_3_2 PLACE_3_3,0.14,0.26,0.19,0.23,0.25,0.31,13.0,12.0,0.42,0.41,0.5,0.5,2.0,N
MOVE PLACE_3_3 PLACE_2_3,0.13,0.25,0.22,0.23,0.3,0.35,13.0,12.0,0.46,0.45,0.54,0.5,2.0,N
PICKUP PLACE_0_0 KEY_1,0.21,0.33,0.36,0.38,0.41,0.36,6.0,7.0,0.1,0.17,0.0,0.21,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.25,0.33,0.36,0.38,0.44,0.36,6.0,7.0,0.1,0.0,0.08,0.14,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.25,0.22,0.46,0.33,0.45,0.4,6.0,7.0,0.0,0.25,0.0,0.36,2.0,N
MOVE PLACE_2_0 PLACE_2_1,0.34,0.29,0.46,0.33,0.55,0.4,6.0,7.0,0.0,0.0,0.0,0.14,2.0,N
MOVE PLACE_2_1 PLACE_2_2,0.4,0.4,0.46,0.46,0.55,0.4,6.0,7.0,0.0,0.08,0.0,0.21,1.0,Y
MOVE PLACE_2_2 PLACE_2_3,0.22,0.36,0.4,0.43,0.42,0.45,6.0,7.0,0.14,0.0,0.25,0.14,2.0,N
PICKUP PLACE_0_0 KEY_1,0.21,0.33,0.36,0.38,0.41,0.36,6.0,7.0,0.1,0.17,0.0,0.21,2.0,N
PICKUP PLACE_0_0 KEY_0,0.14,0.3,0.31,0.39,0.36,0.33,7.0,8.0,0.17,0.21,0.29,0.31,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.22,0.33,0.31,0.33,0.4,0.33,7.0,8.0,0.25,0.29,0.21,0.38,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.2,0.62,0.29,0.56,0.37,0.29,8.0,9.0,0.21,0.25,0.38,0.39,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.22,0.18,0.33,0.24,0.37,0.34,8.0,9.0,0.14,0.31,0.25,0.44,2.0,N
MOVE PLACE_2_0 PLACE_2_1,0.21,0.25,0.33,0.24,0.46,0.34,8.0,9.0,0.07,0.25,0.25,0.33,2.0,N
MOVE PLACE_2_1 PLACE_2_2,0.33,0.33,0.33,0.32,0.46,0.34,8.0,9.0,0.14,0.19,0.25,0.33,1.0,Y
MOVE PLACE_2_2 PLACE_2_3,0.17,0.31,0.3,0.32,0.36,0.41,8.0,9.0,0.28,0.25,0.4,0.33,2.0,N
