@relation tk_aggregate

@attribute R1 numeric
@attribute D1 numeric
@attribute R2 numeric
@attribute D2 numeric
@attribute R3 numeric
@attribute D3 numeric
@attribute R4 numeric
@attribute D4 numeric
@attribute R5 numeric
@attribute D5 numeric
@attribute R6 numeric
@attribute D6 numeric
@attribute R7 numeric
@attribute Label {N,Y}

@data
0.33,0.22,0.38,0.36,0.37,0.34,7,8,0.08,0.21,0.21,0.25,2,N
0.77,0.71,0.68,0.64,0.29,0.24,8,9,0.14,0.31,0.19,0.33,2,N
0.73,0.68,0.68,0.65,0.28,0.2,9,10,0.31,0.39,0.39,0.4,2,N
0.3,0.25,0.28,0.32,0.3,0.26,9,10,0.25,0.44,0.39,0.45,2,N
0.57,0.53,0.5,0.52,0.29,0.21,10,11,0.33,0.45,0.45,0.5,2,N
0.17,0.17,0.2,0.23,0.31,0.24,10,11,0.39,0.45,0.5,0.55,2,N
0.23,0.15,0.2,0.19,0.31,0.29,10,11,0.33,0.5,0.4,0.59,2,N
0.31,0.15,0.28,0.23,0.31,0.29,10,11,0.28,0.4,0.4,0.45,2,N
0.29,0.16,0.27,0.29,0.38,0.33,10,11,0.33,0.4,0.4,0.45,1,Y
0.07,0.14,0.28,0.29,0.31,0.38,10,11,0.45,0.3,0.5,0.36,2,N
0.33,0.22,0.38,0.36,0.36,0.32,7,8,0.17,0.21,0.21,0.25,2,N
0.33,0.3,0.38,0.4,0.36,0.31,7,8,0,0.29,0.14,0.31,2,N
0.67,0.62,0.62,0.65,0.32,0.27,8,9,0.14,0.31,0.31,0.39,2,N
0.2,0.19,0.27,0.29,0.37,0.28,8,9,0.21,0.31,0.38,0.44,2,N
0.27,0.18,0.27,0.25,0.37,0.34,8,9,0.14,0.38,0.25,0.5,2,N
0.36,0.18,0.36,0.29,0.37,0.34,8,9,0.07,0.25,0.25,0.33,2,N
0.33,0.19,0.35,0.37,0.44,0.38,8,9,0.14,0.25,0.25,0.33,1,Y
0.08,0.17,0.35,0.37,0.36,0.43,8,9,0.33,0.12,0.4,0.22,2,N
0.33,0.22,0.38,0.36,0.36,0.32,7,8,0.17,0.21,0.21,0.25,2,N
0.33,0.3,0.38,0.4,0.36,0.31,7,8,0,0.29,0.14,0.31,2,N
0.67,0.62,0.62,0.65,0.32,0.27,8,9,0.14,0.31,0.31,0.39,2,N
0.2,0.19,0.27,0.29,0.37,0.28,8,9,0.21,0.31,0.38,0.44,2,N
0.31,0.42,0.25,0.4,0.31,0.31,10,10,0.39,0.33,0.5,0.45,2,N
0.29,0.24,0.22,0.26,0.29,0.32,11,10,0.45,0.17,0.55,0.3,2,N
0.15,0.23,0.22,0.26,0.29,0.4,11,10,0.45,0.22,0.55,0.35,2,N
0.16,0.15,0.22,0.29,0.29,0.4,11,10,0.4,0.28,0.45,0.4,2,N
0.27,0.31,0.25,0.29,0.38,0.4,11,10,0.35,0.11,0.45,0.2,2,N
0.33,0.22,0.38,0.36,0.36,0.32,7,8,0.17,0.21,0.21,0.25,2,N
0.3,0.32,0.39,0.39,0.33,0.28,8,9,0.21,0.31,0.31,0.33,2,N
0.33,0.27,0.33,0.35,0.33,0.28,8,9,0.29,0.38,0.38,0.39,2,N
0.62,0.59,0.56,0.59,0.29,0.25,9,10,0.25,0.39,0.39,0.45,2,N
0.18,0.17,0.24,0.26,0.34,0.26,9,10,0.31,0.39,0.44,0.5,2,N
0.29,0.39,0.23,0.37,0.29,0.29,11,11,0.45,0.4,0.55,0.5,2,N
0.27,0.23,0.2,0.24,0.27,0.3,12,11,0.5,0.25,0.58,0.36,2,N
0.14,0.22,0.2,0.24,0.27,0.38,12,11,0.5,0.3,0.58,0.41,2,N
0.15,0.14,0.2,0.27,0.27,0.38,12,11,0.45,0.35,0.5,0.45,2,N
0.25,0.29,0.23,0.27,0.35,0.38,12,11,0.41,0.2,0.5,0.27,2,N
0.33,0.22,0.38,0.36,0.37,0.34,7,8,0.08,0.21,0.21,0.25,2,N
0.77,0.71,0.68,0.64,0.29,0.24,8,9,0.14,0.31,0.19,0.33,2,N
0.36,0.2,0.27,0.25,0.36,0.34,8,9,0.14,0.25,0.25,0.28,2,N
0.2,0.18,0.27,0.25,0.37,0.34,8,9,0.21,0.31,0.38,0.44,2,N
0.2,0.18,0.27,0.25,0.37,0.34,8,9,0.14,0.25,0.25,0.33,2,N
0.35,0.19,0.35,0.33,0.37,0.34,8,9,0.07,0.19,0.25,0.33,2,N
0.33,0.17,0.35,0.33,0.46,0.43,8,9,0.14,0.25,0.25,0.33,1,Y
0,0.15,0.32,0.4,0.4,0.5,8,9,0.33,0,0.4,0.11,2,N
0.33,0.22,0.38,0.36,0.37,0.34,7,8,0.08,0.21,0.21,0.25,2,N
0.3,0.32,0.39,0.39,0.33,0.28,8,9,0.21,0.31,0.31,0.33,2,N
0.73,0.68,0.68,0.65,0.28,0.2,9,10,0.31,0.39,0.39,0.4,2,N
0.18,0.18,0.26,0.25,0.34,0.27,9,10,0.25,0.28,0.39,0.35,2,N
0.18,0.09,0.22,0.21,0.34,0.31,9,10,0.31,0.39,0.44,0.5,2,N
0.18,0.13,0.22,0.21,0.34,0.31,9,10,0.38,0.44,0.39,0.4,2,N
0.25,0.17,0.22,0.21,0.34,0.31,9,10,0.38,0.44,0.39,0.4,2,N
0.31,0.17,0.3,0.32,0.38,0.36,9,10,0.25,0.44,0.33,0.45,1,Y
0.08,0.21,0.3,0.32,0.33,0.4,9,10,0.5,0.22,0.5,0.3,2,N
0.33,0.22,0.38,0.36,0.36,0.32,7,8,0.17,0.21,0.21,0.25,2,N
0.3,0.32,0.39,0.39,0.33,0.28,8,9,0.21,0.31,0.31,0.33,2,N
0.73,0.68,0.68,0.65,0.28,0.2,9,10,0.31,0.39,0.39,0.4,2,N
0.3,0.25,0.28,0.32,0.3,0.26,9,10,0.25,0.44,0.39,0.45,2,N
0.57,0.53,0.5,0.52,0.29,0.21,10,11,0.33,0.45,0.45,0.5,2,N
0.17,0.17,0.2,0.23,0.31,0.24,10,11,0.39,0.45,0.5,0.55,2,N
0.23,0.15,0.2,0.19,0.31,0.29,10,11,0.33,0.5,0.4,0.59,2,N
0.31,0.15,0.28,0.23,0.31,0.29,10,11,0.28,0.4,0.4,0.45,2,N
0.29,0.16,0.27,0.29,0.38,0.33,10,11,0.33,0.4,0.4,0.45,1,Y
0.07,0.14,0.28,0.29,0.31,0.38,10,11,0.45,0.3,0.5,0.36,2,N
0.33,0.22,0.38,0.36,0.37,0.34,7,8,0.08,0.21,0.21,0.25,2,N
0.3,0.32,0.39,0.39,0.33,0.28,8,9,0.21,0.31,0.31,0.33,2,N
0.73,0.68,0.68,0.65,0.28,0.2,9,10,0.31,0.39,0.39,0.4,2,N
0.3,0.25,0.28,0.32,0.3,0.26,9,10,0.25,0.44,0.39,0.45,2,N
0.57,0.53,0.5,0.52,0.29,0.21,10,11,0.33,0.45,0.45,0.5,2,N
0.17,0.17,0.2,0.23,0.31,0.24,10,11,0.39,0.45,0.5,0.55,2,N
0.27,0.37,0.2,0.33,0.27,0.27,12,12,0.5,0.45,0.58,0.54,2,N
0.25,0.21,0.18,0.21,0.25,0.28,13,12,0.54,0.32,0.62,0.42,2,N
0.13,0.2,0.18,0.21,0.25,0.35,13,12,0.54,0.36,0.62,0.46,2,N
0.14,0.13,0.18,0.24,0.25,0.35,13,12,0.5,0.41,0.54,0.5,2,N
0.24,0.27,0.21,0.24,0.33,0.35,13,12,0.46,0.27,0.54,0.33,2,N
0.33,0.22,0.38,0.36,0.36,0.32,7,8,0.17,0.21,0.21,0.25,2,N
0.3,0.32,0.39,0.39,0.33,0.28,8,9,0.21,0.31,0.31,0.33,2,N
0.73,0.68,0.68,0.65,0.28,0.2,9,10,0.31,0.39,0.39,0.4,2,N
0.18,0.18,0.26,0.25,0.34,0.27,9,10,0.25,0.28,0.39,0.35,2,N
0.18,0.09,0.22,0.21,0.34,0.31,9,10,0.31,0.39,0.44,0.5,2,N
0.18,0.13,0.22,0.21,0.34,0.31,9,10,0.38,0.44,0.39,0.4,2,N
0.25,0.17,0.22,0.21,0.34,0.31,9,10,0.38,0.44,0.39,0.4,2,N
0.31,0.17,0.3,0.32,0.38,0.36,9,10,0.25,0.44,0.33,0.45,1,Y
0.08,0.21,0.3,0.32,0.33,0.4,9,10,0.5,0.22,0.5,0.3,2,N
0.33,0.22,0.38,0.36,0.36,0.32,7,8,0.17,0.21,0.21,0.25,2,N
0.3,0.32,0.39,0.39,0.33,0.28,8,9,0.21,0.31,0.31,0.33,2,N
0.73,0.68,0.68,0.65,0.28,0.2,9,10,0.31,0.39,0.39,0.4,2,N
0.3,0.25,0.28,0.32,0.3,0.26,9,10,0.25,0.44,0.39,0.45,2,N
0.18,0.22,0.24,0.26,0.33,0.26,9,10,0.31,0.33,0.44,0.4,2,N
0.29,0.53,0.19,0.5,0.29,0.29,11,11,0.45,0.4,0.55,0.45,2,N
0.27,0.23,0.23,0.24,0.27,0.3,12,11,0.45,0.25,0.5,0.32,2,N
0.14,0.22,0.2,0.24,0.27,0.38,12,11,0.5,0.3,0.58,0.41,2,N
0.15,0.14,0.2,0.27,0.27,0.38,12,11,0.45,0.35,0.5,0.45,2,N
0.26,0.29,0.23,0.27,0.31,0.38,12,11,0.41,0.2,0.5,0.27,2,N
0.33,0.22,0.38,0.36,0.36,0.32,7,8,0.17,0.21,0.21,0.25,2,N
0.3,0.32,0.39,0.39,0.33,0.28,8,9,0.21,0.31,0.31,0.33,2,N
0.73,0.68,0.68,0.65,0.28,0.2,9,10,0.31,0.39,0.39,0.4,2,N
0.3,0.25,0.28,0.32,0.3,0.26,9,10,0.25,0.44,0.39,0.45,2,N
0.57,0.53,0.5,0.52,0.29,0.21,10,11,0.33,0.45,0.45,0.5,2,N
0.17,0.17,0.2,0.23,0.31,0.24,10,11,0.39,0.45,0.5,0.55,2,N
0.27,0.37,0.2,0.33,0.27,0.27,12,12,0.5,0.45,0.58,0.54,2,N
0.25,0.21,0.18,0.21,0.25,0.28,13,12,0.54,0.32,0.62,0.42,2,N
0.13,0.2,0.18,0.21,0.25,0.35,13,12,0.54,0.36,0.62,0.46,2,N
0.14,0.13,0.18,0.24,0.25,0.35,13,12,0.5,0.41,0.54,0.5,2,N
0.24,0.27,0.21,0.24,0.33,0.35,13,12,0.46,0.27,0.54,0.33,2,N
0.25,0.22,0.4,0.36,0.45,0.4,6,7,0,0,0,0.07,2,N
0.25,0.22,0.4,0.36,0.45,0.41,6,7,0.1,0.25,0.33,0.43,2,N
0.25,0.22,0.4,0.36,0.45,0.41,6,7,0,0,0,0.14,2,N
0.42,0.24,0.5,0.46,0.45,0.41,6,7,0,0,0,0.14,2,N
0.4,0.2,0.5,0.46,0.55,0.5,6,7,0,0,0,0.14,1,Y
0,0.18,0.43,0.53,0.46,0.57,6,7,0.14,0,0.25,0,2,N
0.33,0.22,0.38,0.36,0.36,0.32,7,8,0.17,0.21,0.21,0.25,2,N
0.33,0.3,0.38,0.4,0.36,0.31,7,8,0,0.29,0.14,0.31,2,N
0.22,0.22,0.33,0.36,0.4,0.31,7,8,0.25,0.14,0.36,0.25,2,N
0.3,0.61,0.25,0.61,0.33,0.34,9,9,0.38,0.25,0.44,0.33,2,N
0.31,0.27,0.29,0.3,0.31,0.35,10,9,0.33,0.06,0.4,0.17,2,N
0.17,0.25,0.25,0.3,0.31,0.43,10,9,0.39,0.12,0.5,0.28,2,N
0.18,0.17,0.25,0.33,0.31,0.43,10,9,0.33,0.19,0.4,0.33,2,N
0.3,0.33,0.29,0.33,0.36,0.43,10,9,0.28,0,0.4,0.11,2,N
0.33,0.22,0.38,0.36,0.37,0.34,7,8,0.08,0.21,0.21,0.25,2,N
0.77,0.71,0.68,0.64,0.29,0.24,8,9,0.14,0.31,0.19,0.33,2,N
0.73,0.68,0.68,0.65,0.28,0.2,9,10,0.31,0.39,0.39,0.4,2,N
0.3,0.25,0.28,0.32,0.3,0.26,9,10,0.25,0.44,0.39,0.45,2,N
0.57,0.53,0.5,0.52,0.29,0.21,10,11,0.33,0.45,0.45,0.5,2,N
0.17,0.15,0.23,0.22,0.31,0.29,10,11,0.39,0.45,0.5,0.55,2,N
0.17,0.09,0.19,0.18,0.31,0.29,10,11,0.44,0.5,0.5,0.55,2,N
0.24,0.15,0.19,0.18,0.31,0.29,10,11,0.33,0.5,0.4,0.55,2,N
0.29,0.15,0.26,0.28,0.38,0.33,10,11,0.33,0.4,0.4,0.45,1,Y
0.07,0.14,0.27,0.28,0.31,0.38,10,11,0.45,0.3,0.5,0.36,2,N
0.33,0.22,0.38,0.36,0.37,0.34,7,8,0.08,0.21,0.21,0.25,2,N
0.22,0.2,0.33,0.31,0.4,0.37,7,8,0,0.14,0.14,0.19,2,N
0.22,0.2,0.33,0.31,0.41,0.37,7,8,0.25,0.36,0.43,0.5,2,N
0.22,0.2,0.33,0.31,0.4,0.37,7,8,0,0.14,0.14,0.25,2,N
0.38,0.21,0.43,0.4,0.4,0.37,7,8,0,0.07,0.14,0.25,2,N
0.36,0.18,0.43,0.4,0.5,0.46,7,8,0,0.14,0.14,0.25,1,Y
0,0.17,0.38,0.47,0.43,0.53,7,8,0.25,0,0.33,0,2,N
0.33,0.22,0.38,0.36,0.37,0.34,7,8,0.08,0.21,0.21,0.25,2,N
0.3,0.32,0.39,0.39,0.33,0.28,8,9,0.21,0.31,0.31,0.33,2,N
0.73,0.68,0.68,0.65,0.28,0.2,9,10,0.31,0.39,0.39,0.4,2,N
0.3,0.25,0.28,0.32,0.3,0.26,9,10,0.25,0.44,0.39,0.45,2,N
0.18,0.22,0.24,0.26,0.33,0.26,9,10,0.31,0.33,0.44,0.4,2,N
0.24,0.17,0.24,0.22,0.34,0.31,9,10,0.25,0.5,0.33,0.5,2,N
0.33,0.22,0.34,0.26,0.34,0.31,9,10,0.31,0.33,0.39,0.4,2,N
0.31,0.17,0.32,0.33,0.38,0.36,9,10,0.25,0.44,0.33,0.45,1,Y
0.08,0.15,0.32,0.33,0.33,0.4,9,10,0.5,0.22,0.5,0.3,2,N
0.33,0.22,0.38,0.36,0.37,0.34,7,8,0.08,0.21,0.21,0.25,2,N
0.77,0.71,0.68,0.64,0.29,0.24,8,9,0.14,0.31,0.19,0.33,2,N
0.2,0.18,0.29,0.28,0.37,0.34,8,9,0.14,0.19,0.25,0.28,2,N
0.2,0,0.25,0.24,0.37,0.34,8,9,0.07,0.19,0.19,0.22,2,N
0.2,0.17,0.25,0.24,0.37,0.34,8,9,0.14,0.25,0.25,0.33,2,N
0.2,0.18,0.25,0.24,0.37,0.34,8,9,0.14,0.25,0.25,0.33,2,N
0.33,0.17,0.33,0.32,0.46,0.43,8,9,0.14,0.25,0.25,0.33,1,Y
0,0.15,0.3,0.38,0.4,0.5,8,9,0.33,0,0.4,0.11,2,N
0.33,0.22,0.38,0.36,0.37,0.34,7,8,0.08,0.21,0.21,0.25,2,N
0.77,0.71,0.68,0.64,0.29,0.24,8,9,0.14,0.31,0.19,0.33,2,N
0.73,0.68,0.68,0.65,0.28,0.2,9,10,0.31,0.39,0.39,0.4,2,N
0.3,0.25,0.28,0.32,0.3,0.26,9,10,0.25,0.44,0.39,0.45,2,N
0.18,0.22,0.24,0.26,0.33,0.26,9,10,0.31,0.33,0.44,0.4,2,N
0.29,0.53,0.19,0.5,0.29,0.29,11,11,0.45,0.4,0.55,0.45,2,N
0.27,0.23,0.23,0.24,0.27,0.3,12,11,0.45,0.25,0.5,0.32,2,N
0.14,0.22,0.2,0.24,0.27,0.38,12,11,0.5,0.3,0.58,0.41,2,N
0.15,0.14,0.2,0.27,0.27,0.38,12,11,0.45,0.35,0.5,0.45,2,N
0.26,0.29,0.23,0.27,0.31,0.38,12,11,0.41,0.2,0.5,0.27,2,N
0.33,0.22,0.38,0.36,0.36,0.32,7,8,0.17,0.21,0.21,0.25,2,N
0.3,0.32,0.39,0.39,0.33,0.28,8,9,0.21,0.31,0.31,0.33,2,N
0.33,0.27,0.33,0.35,0.33,0.28,8,9,0.29,0.38,0.38,0.39,2,N
0.62,0.59,0.56,0.59,0.29,0.25,9,10,0.25,0.39,0.39,0.45,2,N
0.18,0.17,0.24,0.26,0.34,0.26,9,10,0.31,0.39,0.44,0.5,2,N
0.25,0.17,0.24,0.22,0.34,0.31,9,10,0.25,0.44,0.33,0.55,2,N
0.33,0.17,0.32,0.26,0.34,0.31,9,10,0.19,0.33,0.33,0.4,2,N
0.31,0.17,0.32,0.33,0.41,0.36,9,10,0.25,0.33,0.33,0.4,1,Y
0.08,0.15,0.32,0.33,0.33,0.4,9,10,0.4,0.22,0.45,0.3,2,N
0.33,0.22,0.38,0.36,0.37,0.34,7,8,0.08,0.21,0.21,0.25,2,N
0.3,0.32,0.39,0.39,0.33,0.28,8,9,0.21,0.31,0.31,0.33,2,N
0.33,0.27,0.33,0.35,0.33,0.28,8,9,0.29,0.38,0.38,0.39,2,N
0.62,0.59,0.56,0.59,0.29,0.25,9,10,0.25,0.39,0.39,0.45,2,N
0.18,0.17,0.24,0.26,0.34,0.26,9,10,0.31,0.39,0.44,0.5,2,N
0.29,0.39,0.23,0.37,0.29,0.29,11,11,0.45,0.4,0.55,0.5,2,N
0.27,0.23,0.2,0.24,0.27,0.3,12,11,0.5,0.25,0.58,0.36,2,N
0.14,0.22,0.2,0.24,0.27,0.38,12,11,0.5,0.3,0.58,0.41,2,N
0.15,0.14,0.2,0.27,0.27,0.38,12,11,0.45,0.35,0.5,0.45,2,N
0.25,0.29,0.23,0.27,0.35,0.38,12,11,0.41,0.2,0.5,0.27,2,N
0.33,0.22,0.38,0.36,0.37,0.34,7,8,0.08,0.21,0.21,0.25,2,N
0.3,0.32,0.39,0.39,0.33,0.28,8,9,0.21,0.31,0.31,0.33,2,N
0.73,0.68,0.68,0.65,0.28,0.2,9,10,0.31,0.39,0.39,0.4,2,N
0.3,0.25,0.28,0.32,0.3,0.26,9,10,0.25,0.44,0.39,0.45,2,N
0.57,0.53,0.5,0.52,0.29,0.21,10,11,0.33,0.45,0.45,0.5,2,N
0.17,0.17,0.2,0.23,0.31,0.24,10,11,0.39,0.45,0.5,0.55,2,N
0.23,0.15,0.2,0.19,0.31,0.29,10,11,0.33,0.5,0.4,0.59,2,N
0.31,0.15,0.28,0.23,0.31,0.29,10,11,0.28,0.4,0.4,0.45,2,N
0.29,0.16,0.27,0.29,0.38,0.33,10,11,0.33,0.4,0.4,0.45,1,Y
0.07,0.14,0.28,0.29,0.31,0.38,10,11,0.45,0.3,0.5,0.36,2,N
0.33,0.22,0.38,0.36,0.36,0.32,7,8,0.17,0.21,0.21,0.25,2,N
0.33,0.3,0.38,0.4,0.36,0.31,7,8,0,0.29,0.14,0.31,2,N
0.22,0.22,0.33,0.36,0.4,0.31,7,8,0.25,0.14,0.36,0.25,2,N
0.29,0.2,0.33,0.31,0.4,0.37,7,8,0,0.36,0.14,0.38,2,N
0.4,0.26,0.46,0.36,0.4,0.37,7,8,0.08,0.14,0.21,0.25,2,N
0.36,0.21,0.43,0.44,0.45,0.42,7,8,0,0.29,0.14,0.31,1,Y
0.09,0.18,0.41,0.44,0.38,0.46,7,8,0.38,0,0.39,0.12,2,N
0.33,0.22,0.38,0.36,0.37,0.34,7,8,0.08,0.21,0.21,0.25,-1,N
0.22,0.2,0.27,0.25,0.4,0.37,7,8,0,0.14,0.14,0.19,-1,N
0.22,0.2,0.27,0.22,0.41,0.37,7,8,0.25,0.36,0.43,0.5,-1,N
0.22,0.2,0.27,0.25,0.4,0.37,7,8,0,0.14,0.14,0.25,-1,N
0.38,0.21,0.33,0.28,0.4,0.37,7,8,0,0.07,0.14,0.25,-1,N
0.36,0.18,0.27,0.25,0.5,0.46,7,8,0,0.14,0.14,0.25,1,Y
0,0.17,0.17,0.25,0.43,0.53,7,8,0.25,0,0.33,0,-1,N
0.33,0.22,0.38,0.36,0.36,0.32,7,8,0.17,0.21,0.21,0.25,2,N
0.3,0.32,0.39,0.39,0.33,0.28,8,9,0.21,0.31,0.31,0.33,2,N
0.33,0.27,0.33,0.35,0.33,0.28,8,9,0.29,0.38,0.38,0.39,2,N
0.2,0.2,0.29,0.31,0.36,0.28,8,9,0.36,0.25,0.44,0.33,2,N
0.28,0.57,0.22,0.56,0.31,0.31,10,10,0.44,0.33,0.5,0.4,2,N
0.29,0.24,0.26,0.27,0.29,0.32,11,10,0.4,0.17,0.45,0.25,2,N
0.15,0.23,0.23,0.27,0.29,0.4,11,10,0.45,0.22,0.55,0.35,2,N
0.17,0.15,0.23,0.3,0.29,0.4,11,10,0.4,0.28,0.45,0.4,2,N
0.28,0.31,0.26,0.3,0.33,0.4,11,10,0.35,0.11,0.45,0.2,2,N
0.33,0.22,0.38,0.36,0.37,0.34,7,8,0.08,0.21,0.21,0.25,2,N
0.77,0.71,0.68,0.64,0.29,0.24,8,9,0.14,0.31,0.19,0.33,2,N
0.73,0.68,0.68,0.65,0.28,0.2,9,10,0.31,0.39,0.39,0.4,2,N
0.18,0.18,0.26,0.25,0.34,0.27,9,10,0.25,0.28,0.39,0.35,2,N
0.18,0.09,0.22,0.21,0.34,0.31,9,10,0.31,0.39,0.44,0.5,2,N
0.18,0.13,0.22,0.21,0.34,0.31,9,10,0.38,0.44,0.39,0.4,2,N
0.25,0.17,0.22,0.21,0.34,0.31,9,10,0.38,0.44,0.39,0.4,2,N
0.31,0.17,0.3,0.32,0.38,0.36,9,10,0.25,0.44,0.33,0.45,1,Y
0.08,0.21,0.3,0.32,0.33,0.4,9,10,0.5,0.22,0.5,0.3,2,N
0.33,0.22,0.38,0.36,0.37,0.34,7,8,0.08,0.21,0.21,0.25,2,N
0.77,0.71,0.68,0.64,0.29,0.24,8,9,0.14,0.31,0.19,0.33,2,N
0.73,0.68,0.68,0.65,0.28,0.2,9,10,0.31,0.39,0.39,0.4,2,N
0.3,0.25,0.28,0.32,0.3,0.26,9,10,0.25,0.44,0.39,0.45,2,N
0.57,0.53,0.5,0.52,0.29,0.21,10,11,0.33,0.45,0.45,0.5,2,N
0.17,0.17,0.2,0.23,0.31,0.24,10,11,0.39,0.45,0.5,0.55,2,N
0.27,0.37,0.2,0.33,0.27,0.27,12,12,0.5,0.45,0.58,0.54,2,N
0.25,0.21,0.18,0.21,0.25,0.28,13,12,0.54,0.32,0.62,0.42,2,N
0.13,0.2,0.18,0.21,0.25,0.35,13,12,0.54,0.36,0.62,0.46,2,N
0.14,0.13,0.18,0.24,0.25,0.35,13,12,0.5,0.41,0.54,0.5,2,N
0.24,0.27,0.21,0.24,0.33,0.35,13,12,0.46,0.27,0.54,0.33,2,N
0.33,0.22,0.38,0.36,0.37,0.34,7,8,0.08,0.21,0.21,0.25,2,N
0.3,0.32,0.39,0.39,0.33,0.28,8,9,0.21,0.31,0.31,0.33,2,N
0.33,0.27,0.33,0.35,0.33,0.28,8,9,0.29,0.38,0.38,0.39,2,N
0.2,0.2,0.29,0.31,0.36,0.28,8,9,0.36,0.25,0.44,0.33,2,N
0.26,0.18,0.29,0.27,0.37,0.34,8,9,0.14,0.44,0.25,0.44,2,N
0.36,0.24,0.41,0.31,0.37,0.34,8,9,0.21,0.25,0.31,0.33,2,N
0.33,0.19,0.38,0.39,0.42,0.38,8,9,0.14,0.38,0.25,0.39,1,Y
0.08,0.17,0.37,0.39,0.36,0.43,8,9,0.44,0.12,0.45,0.22,2,N
0.33,0.22,0.38,0.36,0.37,0.34,7,8,0.08,0.21,0.21,0.25,2,N
0.3,0.32,0.39,0.39,0.33,0.28,8,9,0.21,0.31,0.31,0.33,2,N
0.33,0.27,0.33,0.35,0.33,0.28,8,9,0.29,0.38,0.38,0.39,2,N
0.2,0.2,0.29,0.31,0.36,0.28,8,9,0.36,0.25,0.44,0.33,2,N
0.28,0.57,0.22,0.56,0.31,0.31,10,10,0.44,0.33,0.5,0.4,2,N
0.29,0.24,0.26,0.27,0.29,0.32,11,10,0.4,0.17,0.45,0.25,2,N
0.15,0.23,0.23,0.27,0.29,0.4,11,10,0.45,0.22,0.55,0.35,2,N
0.17,0.15,0.23,0.3,0.29,0.4,11,10,0.4,0.28,0.45,0.4,2,N
0.28,0.31,0.26,0.3,0.33,0.4,11,10,0.35,0.11,0.45,0.2,2,N
0.33,0.22,0.38,0.36,0.36,0.32,7,8,0.17,0.21,0.21,0.25,2,N
0.3,0.32,0.39,0.39,0.33,0.28,8,9,0.21,0.31,0.31,0.33,2,N
0.73,0.68,0.68,0.65,0.28,0.2,9,10,0.31,0.39,0.39,0.4,2,N
0.3,0.25,0.28,0.32,0.3,0.26,9,10,0.25,0.44,0.39,0.45,2,N
