ob,R1,D1,R2,D2,R3,D3,R4,D4,R5,D5,R6,D6,R7,Label
MOVE PLACE_1_0 PLACE_2_0,0.18,0.22,0.24,0.26,0.33,0.26,9.0,10.0,0.31,0.33,0.44,0.4,2.0,N
MOVE PLACE_2_0 PLACE_3_0,0.29,0.53,0.19,0.5,0.29,0.29,11.0,11.0,0.45,0.4,0.55,0.45,2.0,N
MOVE PLACE_3_0 PLACE_3_1,0.27,0.23,0.23,0.24,0.27,0.3,12.0,11.0,0.45,0.25,0.5,0.32,2.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.14,0.22,0.2,0.24,0.27,0.38,12.0,11.0,0.5,0.3,0.58,0.41,2.0,N
MOVE PLACE_3_1 PLACE_3_2,0.15,0.14,0.2,0.27,0.27,0.38,12.0,11.0,0.45,0.35,0.5,0.45,2.0,N
MOVE PLACE_3_2 PLACE_3_3,0.26,0.29,0.23,0.27,0.31,0.38,12.0,11.0,0.41,0.2,0.5,0.27,2.0,N
PICKUP PLACE_0_0 KEY_0,0.33,0.22,0.38,0.36,0.37,0.34,7.0,8.0,0.08,0.21,0.21,0.25,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.77,0.71,0.68,0.64,0.29,0.24,8.0,9.0,0.14,0.31,0.19,0.33,2.0,N
PICKUP PLACE_0_0 KEY_1,0.73,0.68,0.68,0.65,0.28,0.2,9.0,10.0,0.31,0.39,0.39,0.4,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.3,0.25,0.28,0.32,0.3,0.26,9.0,10.0,0.25,0.44,0.39,0.45,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.57,0.53,0.5,0.52,0.29,0.21,10.0,11.0,0.33,0.45,0.45,0.5,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.17,0.17,0.2,0.23,0.31,0.24,10.0,11.0,0.39,0.45,0.5,0.55,2.0,N
MOVE PLACE_2_0 PLACE_2_1,0.23,0.15,0.2,0.19,0.31,0.29,10.0,11.0,0.33,0.5,0.4,0.59,2.0,N
MOVE PLACE_2_1 PLACE_2_2,0.31,0.15,0.28,0.23,0.31,0.29,10.0,11.0,0.28,0.4,0.4,0.45,2.0,N
MOVE PLACE_2_2 PLACE_2_3,0.29,0.16,0.27,0.29,0.38,0.33,10.0,11.0,0.33,0.4,0.4,0.45,1.0,Y
MOVE PLACE_2_3 PLACE_3_3,0.07,0.14,0.28,0.29,0.31,0.38,10.0,11.0,0.45,0.3,0.5,0.36,2.0,N
PICKUP PLACE_0_0 KEY_1,0.33,0.22,0.38,0.36,0.36,0.32,7.0,8.0,0.17,0.21,0.21,0.25,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.33,0.3,0.38,0.4,0.36,0.31,7.0,8.0,0.0,0.29,0.14,0.31,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.67,0.62,0.62,0.65,0.32,0.27,8.0,9.0,0.14,0.31,0.31,0.39,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.2,0.19,0.27,0.29,0.37,0.28,8.0,9.0,0.21,0.31,0.38,0.44,2.0,N
MOVE PLACE_2_0 PLACE_2_1,0.27,0.18,0.27,0.25,0.37,0.34,8.0,9.0,0.14,0.38,0.25,0.5,2.0,N
MOVE PLACE_2_1 PLACE_2_2,0.36,0.18,0.36,0.29,0.37,0.34,8.0,9.0,0.07,0.25,0.25,0.33,2.0,N
MOVE PLACE_2_2 PLACE_2_3,0.33,0.19,0.35,0.37,0.44,0.38,8.0,9.0,0.14,0.25,0.25,0.33,1.0,Y
MOVE PLACE_2_3 PLACE_3_3,0.08,0.17,0.35,0.37,0.36,0.43,8.0,9.0,0.33,0.12,0.4,0.22,2.0,N
PICKUP PLACE_0_0 KEY_1,0.33,0.22,0.38,0.36,0.36,0.32,7.0,8.0,0.17,0.21,0.21,0.25,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.33,0.3,0.38,0.4,0.36,0.31,7.0,8.0,0.0,0.29,0.14,0.31,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.67,0.62,0.62,0.65,0.32,0.27,8.0,9.0,0.14,0.31,0.31,0.39,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.2,0.19,0.27,0.29,0.37,0.28,8.0,9.0,0.21,0.31,0.38,0.44,2.0,N
MOVE PLACE_2_0 PLACE_3_0,0.31,0.42,0.25,0.4,0.31,0.31,10.0,10.0,0.39,0.33,0.5,0.45,2.0,N
MOVE PLACE_3_0 PLACE_3_1,0.29,0.24,0.22,0.26,0.29,0.32,11.0,10.0,0.45,0.17,0.55,0.3,2.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.15,0.23,0.22,0.26,0.29,0.4,11.0,10.0,0.45,0.22,0.55,0.35,2.0,N
MOVE PLACE_3_1 PLACE_3_2,0.16,0.15,0.22,0.29,0.29,0.4,11.0,10.0,0.4,0.28,0.45,0.4,2.0,N
MOVE PLACE_3_2 PLACE_3_3,0.27,0.31,0.25,0.29,0.38,0.4,11.0,10.0,0.35,0.11,0.45,0.2,2.0,N
PICKUP PLACE_0_0 KEY_1,0.33,0.22,0.38,0.36,0.36,0.32,7.0,8.0,0.17,0.21,0.21,0.25,2.0,N
PICKUP PLACE_0_0 KEY_0,0.3,0.32,0.39,0.39,0.33,0.28,8.0,9.0,0.21,0.31,0.31,0.33,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.33,0.27,0.33,0.35,0.33,0.28,8.0,9.0,0.29,0.38,0.38,0.39,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.62,0.59,0.56,0.59,0.29,0.25,9.0,10.0,0.25,0.39,0.39,0.45,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.18,0.17,0.24,0.26,0.34,0.26,9.0,10.0,0.31,0.39,0.44,0.5,2.0,N
MOVE PLACE_2_0 PLACE_3_0,0.29,0.39,0.23,0.37,0.29,0.29,11.0,11.0,0.45,0.4,0.55,0.5,2.0,N
MOVE PLACE_3_0 PLACE_3_1,0.27,0.23,0.2,0.24,0.27,0.3,12.0,11.0,0.5,0.25,0.58,0.36,2.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.14,0.22,0.2,0.24,0.27,0.38,12.0,11.0,0.5,0.3,0.58,0.41,2.0,N
MOVE PLACE_3_1 PLACE_3_2,0.15,0.14,0.2,0.27,0.27,0.38,12.0,11.0,0.45,0.35,0.5,0.45,2.0,N
MOVE PLACE_3_2 PLACE_3_3,0.25,0.29,0.23,0.27,0.35,0.38,12.0,11.0,0.41,0.2,0.5,0.27,2.0,N
PICKUP PLACE_0_0 KEY_0,0.33,0.22,0.38,0.36,0.37,0.34,7.0,8.0,0.08,0.21,0.21,0.25,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.77,0.71,0.68,0.64,0.29,0.24,8.0,9.0,0.14,0.31,0.19,0.33,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.36,0.2,0.27,0.25,0.36,0.34,8.0,9.0,0.14,0.25,0.25,0.28,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.2,0.18,0.27,0.25,0.37,0.34,8.0,9.0,0.21,0.31,0.38,0.44,2.0,N
MOVE PLACE_2_0 PLACE_2_1,0.2,0.18,0.27,0.25,0.37,0.34,8.0,9.0,0.14,0.25,0.25,0.33,2.0,N
MOVE PLACE_2_1 PLACE_2_2,0.35,0.19,0.35,0.33,0.37,0.34,8.0,9.0,0.07,0.19,0.25,0.33,2.0,N
MOVE PLACE_2_2 PLACE_2_3,0.33,0.17,0.35,0.33,0.46,0.43,8.0,9.0,0.14,0.25,0.25,0.33,1.0,Y
MOVE PLACE_2_3 PLACE_3_3,0.0,0.15,0.32,0.4,0.4,0.5,8.0,9.0,0.33,0.0,0.4,0.11,2.0,N
PICKUP PLACE_0_0 KEY_0,0.33,0.22,0.38,0.36,0.37,0.34,7.0,8.0,0.08,0.21,0.21,0.25,2.0,N
PICKUP PLACE_0_0 KEY_1,0.3,0.32,0.39,0.39,0.33,0.28,8.0,9.0,0.21,0.31,0.31,0.33,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.73,0.68,0.68,0.65,0.28,0.2,9.0,10.0,0.31,0.39,0.39,0.4,2.0,N
MOVE PLACE_0_0 PLACE_0_1,0.18,0.18,0.26,0.25,0.34,0.27,9.0,10.0,0.25,0.28,0.39,0.35,2.0,N
MOVE PLACE_0_1 PLACE_0_2,0.18,0.09,0.22,0.21,0.34,0.31,9.0,10.0,0.31,0.39,0.44,0.5,2.0,N
MOVE PLACE_0_2 PLACE_0_3,0.18,0.13,0.22,0.21,0.34,0.31,9.0,10.0,0.38,0.44,0.39,0.4,2.0,N
MOVE PLACE_0_3 PLACE_1_3,0.25,0.17,0.22,0.21,0.34,0.31,9.0,10.0,0.38,0.44,0.39,0.4,2.0,N
MOVE PLACE_1_3 PLACE_2_3,0.31,0.17,0.3,0.32,0.38,0.36,9.0,10.0,0.25,0.44,0.33,0.45,1.0,Y
MOVE PLACE_2_3 PLACE_3_3,0.08,0.21,0.3,0.32,0.33,0.4,9.0,10.0,0.5,0.22,0.5,0.3,2.0,N
PICKUP PLACE_0_0 KEY_1,0.33,0.22,0.38,0.36,0.36,0.32,7.0,8.0,0.17,0.21,0.21,0.25,2.0,N
PICKUP PLACE_0_0 KEY_0,0.3,0.32,0.39,0.39,0.33,0.28,8.0,9.0,0.21,0.31,0.31,0.33,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.73,0.68,0.68,0.65,0.28,0.2,9.0,10.0,0.31,0.39,0.39,0.4,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.3,0.25,0.28,0.32,0.3,0.26,9.0,10.0,0.25,0.44,0.39,0.45,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.57,0.53,0.5,0.52,0.29,0.21,10.0,11.0,0.33,0.45,0.45,0.5,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.17,0.17,0.2,0.23,0.31,0.24,10.0,11.0,0.39,0.45,0.5,0.55,2.0,N
MOVE PLACE_2_0 PLACE_2_1,0.23,0.15,0.2,0.19,0.31,0.29,10.0,11.0,0.33,0.5,0.4,0.59,2.0,N
MOVE PLACE_2_1 PLACE_2_2,0.31,0.15,0.28,0.23,0.31,0.29,10.0,11.0,0.28,0.4,0.4,0.45,2.0,N
MOVE PLACE_2_2 PLACE_2_3,0.29,0.16,0.27,0.29,0.38,0.33,10.0,11.0,0.33,0.4,0.4,0.45,1.0,Y
MOVE PLACE_2_3 PLACE_3_3,0.07,0.14,0.28,0.29,0.31,0.38,10.0,11.0,0.45,0.3,0.5,0.36,2.0,N
PICKUP PLACE_0_0 KEY_0,0.33,0.22,0.38,0.36,0.37,0.34,7.0,8.0,0.08,0.21,0.21,0.25,2.0,N
PICKUP PLACE_0_0 KEY_1,0.3,0.32,0.39,0.39,0.33,0.28,8.0,9.0,0.21,0.31,0.31,0.33,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.73,0.68,0.68,0.65,0.28,0.2,9.0,10.0,0.31,0.39,0.39,0.4,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.3,0.25,0.28,0.32,0.3,0.26,9.0,10.0,0.25,0.44,0.39,0.45,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.57,0.53,0.5,0.52,0.29,0.21,10.0,11.0,0.33,0.45,0.45,0.5,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.17,0.17,0.2,0.23,0.31,0.24,10.0,11.0,0.39,0.45,0.5,0.55,2.0,N
MOVE PLACE_2_0 PLACE_3_0,0.27,0.37,0.2,0.33,0.27,0.27,12.0,12.0,0.5,0.45,0.58,0.54,2.0,N
MOVE PLACE_3_0 PLACE_3_1,0.25,0.21,0.18,0.21,0.25,0.28,13.0,12.0,0.54,0.32,0.62,0.42,2.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.13,0.2,0.18,0.21,0.25,0.35,13.0,12.0,0.54,0.36,0.62,0.46,2.0,N
MOVE PLACE_3_1 PLACE_3_2,0.14,0.13,0.18,0.24,0.25,0.35,13.0,12.0,0.5,0.41,0.54,0.5,2.0,N
MOVE PLACE_3_2 PLACE_3_3,0.24,0.27,0.21,0.24,0.33,0.35,13.0,12.0,0.46,0.27,0.54,0.33,2.0,N
PICKUP PLACE_0_0 KEY_1,0.33,0.22,0.38,0.36,0.36,0.32,7.0,8.0,0.17,0.21,0.21,0.25,2.0,N
PICKUP PLACE_0_0 KEY_0,0.3,0.32,0.39,0.39,0.33,0.28,8.0,9.0,0.21,0.31,0.31,0.33,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.73,0.68,0.68,0.65,0.28,0.2,9.0,10.0,0.31,0.39,0.39,0.4,2.0,N
MOVE PLACE_0_0 PLACE_0_1,0.18,0.18,0.26,0.25,0.34,0.27,9.0,10.0,0.25,0.28,0.39,0.35,2.0,N
MOVE PLACE_0_1 PLACE_0_2,0.18,0.09,0.22,0.21,0.34,0.31,9.0,10.0,0.31,0.39,0.44,0.5,2.0,N
MOVE PLACE_0_2 PLACE_0_3,0.18,0.13,0.22,0.21,0.34,0.31,9.0,10.0,0.38,0.44,0.39,0.4,2.0,N
MOVE PLACE_0_3 PLACE_1_3,0.25,0.17,0.22,0.21,0.34,0.31,9.0,10.0,0.38,0.44,0.39,0.4,2.0,N
MOVE PLACE_1_3 PLACE_2_3,0.31,0.17,0.3,0.32,0.38,0.36,9.0,10.0,0.25,0.44,0.33,0.45,1.0,Y
MOVE PLACE_2_3 PLACE_3_3,0.08,0.21,0.3,0.32,0.33,0.4,9.0,10.0,0.5,0.22,0.5,0.3,2.0,N
PICKUP PLACE_0_0 KEY_1,0.33,0.22,0.38,0.36,0.36,0.32,7.0,8.0,0.17,0.21,0.21,0.25,2.0,N
PICKUP PLACE_0_0 KEY_0,0.3,0.32,0.39,0.39,0.33,0.28,8.0,9.0,0.21,0.31,0.31,0.33,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.73,0.68,0.68,0.65,0.28,0.2,9.0,10.0,0.31,0.39,0.39,0.4,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.3,0.25,0.28,0.32,0.3,0.26,9.0,10.0,0.25,0.44,0.39,0.45,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.18,0.22,0.24,0.26,0.33,0.26,9.0,10.0,0.31,0.33,0.44,0.4,2.0,N
MOVE PLACE_2_0 PLACE_3_0,0.29,0.53,0.19,0.5,0.29,0.29,11.0,11.0,0.45,0.4,0.55,0.45,2.0,N
MOVE PLACE_3_0 PLACE_3_1,0.27,0.23,0.23,0.24,0.27,0.3,12.0,11.0,0.45,0.25,0.5,0.32,2.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.14,0.22,0.2,0.24,0.27,0.38,12.0,11.0,0.5,0.3,0.58,0.41,2.0,N
MOVE PLACE_3_1 PLACE_3_2,0.15,0.14,0.2,0.27,0.27,0.38,12.0,11.0,0.45,0.35,0.5,0.45,2.0,N
MOVE PLACE_3_2 PLACE_3_3,0.26,0.29,0.23,0.27,0.31,0.38,12.0,11.0,0.41,0.2,0.5,0.27,2.0,N
PICKUP PLACE_0_0 KEY_1,0.33,0.22,0.38,0.36,0.36,0.32,7.0,8.0,0.17,0.21,0.21,0.25,2.0,N
PICKUP PLACE_0_0 KEY_0,0.3,0.32,0.39,0.39,0.33,0.28,8.0,9.0,0.21,0.31,0.31,0.33,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.73,0.68,0.68,0.65,0.28,0.2,9.0,10.0,0.31,0.39,0.39,0.4,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.3,0.25,0.28,0.32,0.3,0.26,9.0,10.0,0.25,0.44,0.39,0.45,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.57,0.53,0.5,0.52,0.29,0.21,10.0,11.0,0.33,0.45,0.45,0.5,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.17,0.17,0.2,0.23,0.31,0.24,10.0,11.0,0.39,0.45,0.5,0.55,2.0,N
MOVE PLACE_2_0 PLACE_3_0,0.27,0.37,0.2,0.33,0.27,0.27,12.0,12.0,0.5,0.45,0.58,0.54,2.0,N
MOVE PLACE_3_0 PLACE_3_1,0.25,0.21,0.18,0.21,0.25,0.28,13.0,12.0,0.54,0.32,0.62,0.42,2.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.13,0.2,0.18,0.21,0.25,0.35,13.0,12.0,0.54,0.36,0.62,0.46,2.0,N
MOVE PLACE_3_1 PLACE_3_2,0.14,0.13,0.18,0.24,0.25,0.35,13.0,12.0,0.5,0.41,0.54,0.5,2.0,N
MOVE PLACE_3_2 PLACE_3_3,0.24,0.27,0.21,0.24,0.33,0.35,13.0,12.0,0.46,0.27,0.54,0.33,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.25,0.22,0.4,0.36,0.45,0.4,6.0,7.0,0.0,0.0,0.0,0.07,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.25,0.22,0.4,0.36,0.45,0.41,6.0,7.0,0.1,0.25,0.33,0.43,2.0,N
MOVE PLACE_2_0 PLACE_2_1,0.25,0.22,0.4,0.36,0.45,0.41,6.0,7.0,0.0,0.0,0.0,0.14,2.0,N
MOVE PLACE_2_1 PLACE_2_2,0.42,0.24,0.5,0.46,0.45,0.41,6.0,7.0,0.0,0.0,0.0,0.14,2.0,N
MOVE PLACE_2_2 PLACE_2_3,0.4,0.2,0.5,0.46,0.55,0.5,6.0,7.0,0.0,0.0,0.0,0.14,1.0,Y
MOVE PLACE_2_3 PLACE_3_3,0.0,0.18,0.43,0.53,0.46,0.57,6.0,7.0,0.14,0.0,0.25,0.0,2.0,N
PICKUP PLACE_0_0 KEY_1,0.33,0.22,0.38,0.36,0.36,0.32,7.0,8.0,0.17,0.21,0.21,0.25,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.33,0.3,0.38,0.4,0.36,0.31,7.0,8.0,0.0,0.29,0.14,0.31,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.22,0.22,0.33,0.36,0.4,0.31,7.0,8.0,0.25,0.14,0.36,0.25,2.0,N
MOVE PLACE_2_0 PLACE_3_0,0.3,0.61,0.25,0.61,0.33,0.34,9.0,9.0,0.38,0.25,0.44,0.33,2.0,N
MOVE PLACE_3_0 PLACE_3_1,0.31,0.27,0.29,0.3,0.31,0.35,10.0,9.0,0.33,0.06,0.4,0.17,2.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.17,0.25,0.25,0.3,0.31,0.43,10.0,9.0,0.39,0.12,0.5,0.28,2.0,N
MOVE PLACE_3_1 PLACE_3_2,0.18,0.17,0.25,0.33,0.31,0.43,10.0,9.0,0.33,0.19,0.4,0.33,2.0,N
MOVE PLACE_3_2 PLACE_3_3,0.3,0.33,0.29,0.33,0.36,0.43,10.0,9.0,0.28,0.0,0.4,0.11,2.0,N
PICKUP PLACE_0_0 KEY_0,0.33,0.22,0.38,0.36,0.37,0.34,7.0,8.0,0.08,0.21,0.21,0.25,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.77,0.71,0.68,0.64,0.29,0.24,8.0,9.0,0.14,0.31,0.19,0.33,2.0,N
PICKUP PLACE_0_0 KEY_1,0.73,0.68,0.68,0.65,0.28,0.2,9.0,10.0,0.31,0.39,0.39,0.4,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.3,0.25,0.28,0.32,0.3,0.26,9.0,10.0,0.25,0.44,0.39,0.45,2.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.57,0.53,0.5,0.52,0.29,0.21,10.0,11.0,0.33,0.45,0.45,0.5,2.0,N
MOVE PLACE_1_0 PLACE_1_1,0.17,0.15,0.23,0.22,0.31,0.29,10.0,11.0,0.39,0.45,0.5,0.55,2.0,N
MOVE PLACE_1_1 PLACE_1_2,0.17,0.09,0.19,0.18,0.31,0.29,10.0,11.0,0.44,0.5,0.5,0.55,2.0,N
MOVE PLACE_1_2 PLACE_1_3,0.24,0.15,0.19,0.18,0.31,0.29,10.0,11.0,0.33,0.5,0.4,0.55,2.0,N
MOVE PLACE_1_3 PLACE_2_3,0.29,0.15,0.26,0.28,0.38,0.33,10.0,11.0,0.33,0.4,0.4,0.45,1.0,Y
MOVE PLACE_2_3 PLACE_3_3,0.07,0.14,0.27,0.28,0.31,0.38,10.0,11.0,0.45,0.3,0.5,0.36,2.0,N
PICKUP PLACE_0_0 KEY_0,0.33,0.22,0.38,0.36,0.37,0.34,7.0,8.0,0.08,0.21,0.21,0.25,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.22,0.2,0.33,0.31,0.4,0.37,7.0,8.0,0.0,0.14,0.14,0.19,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.22,0.2,0.33,0.31,0.41,0.37,7.0,8.0,0.25,0.36,0.43,0.5,2.0,N
MOVE PLACE_2_0 PLACE_2_1,0.22,0.2,0.33,0.31,0.4,0.37,7.0,8.0,0.0,0.14,0.14,0.25,2.0,N
MOVE PLACE_2_1 PLACE_2_2,0.38,0.21,0.43,0.4,0.4,0.37,7.0,8.0,0.0,0.07,0.14,0.25,2.0,N
MOVE PLACE_2_2 PLACE_2_3,0.36,0.18,0.43,0.4,0.5,0.46,7.0,8.0,0.0,0.14,0.14,0.25,1.0,Y
MOVE PLACE_2_3 PLACE_3_3,0.0,0.17,0.38,0.47,0.43,0.53,7.0,8.0,0.25,0.0,0.33,0.0,2.0,N
PICKUP PLACE_0_0 KEY_0,0.33,0.22,0.38,0.36,0.37,0.34,7.0,8.0,0.08,0.21,0.21,0.25,2.0,N
PICKUP PLACE_0_0 KEY_1,0.3,0.32,0.39,0.39,0.33,0.28,8.0,9.0,0.21,0.31,0.31,0.33,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.73,0.68,0.68,0.65,0.28,0.2,9.0,10.0,0.31,0.39,0.39,0.4,2.0,N
MOVE PLACE_0_0 PLACE_1_0,0.3,0.25,0.28,0.32,0.3,0.26,9.0,10.0,0.25,0.44,0.39,0.45,2.0,N
MOVE PLACE_1_0 PLACE_2_0,0.18,0.22,0.24,0.26,0.33,0.26,9.0,10.0,0.31,0.33,0.44,0.4,2.0,N
MOVE PLACE_2_0 PLACE_2_1,0.24,0.17,0.24,0.22,0.34,0.31,9.0,10.0,0.25,0.5,0.33,0.5,2.0,N
MOVE PLACE_2_1 PLACE_2_2,0.33,0.22,0.34,0.26,0.34,0.31,9.0,10.0,0.31,0.33,0.39,0.4,2.0,N
MOVE PLACE_2_2 PLACE_2_3,0.31,0.17,0.32,0.33,0.38,0.36,9.0,10.0,0.25,0.44,0.33,0.45,1.0,Y
MOVE PLACE_2_3 PLACE_3_3,0.08,0.15,0.32,0.33,0.33,0.4,9.0,10.0,0.5,0.22,0.5,0.3,2.0,N
PICKUP PLACE_0_0 KEY_0,0.33,0.22,0.38,0.36,0.37,0.34,7.0,8.0,0.08,0.21,0.21,0.25,2.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.77,0.71,0.68,0.64,0.29,0.24,8.0,9.0,0.14,0.31,0.19,0.33,2.0,N
MOVE PLACE_0_0 PLACE_0_1,0.2,0.18,0.29,0.28,0.37,0.34,8.0,9.0,0.14,0.19,0.25,0.28,2.0,N
